,PredictedValueExtensiveModel
6698,1270007.8
6699,11662284.0
6700,3600313.8
6701,5231891.0
6702,3107750.2
6703,3758911.2
6704,18776416.0
6705,10351714.0
6706,4194129.2
6707,2223004.2
6710,3967344.8
6711,766481.6
6712,19970600.0
6713,8996899.0
6714,5339260.5
6715,4104188.2
6716,3527708.2
6717,13294296.0
6718,14346437.0
6719,4619992.5
6720,6537596.0
6721,6071913.5
6722,323211.12
6726,2676077.8
6727,2818667.2
6728,2314516.0
6729,464786.88
6730,2822602.2
6731,1038846.7
6732,4948548.5
6733,628037.6
6734,8786437.0
6735,3027033.0
6736,1338309.2
6737,4309254.0
6738,-32580.283
6740,5442404.5
6741,12630233.0
6742,6286334.5
6743,2559931.2
6744,6535710.0
6745,1289651.8
6746,16718195.0
6747,2333718.5
6751,2697488.0
6752,1763515.2
6753,4424319.0
6754,2775971.8
6756,1186371.0
6757,-660871.4
6758,339482.2
6759,3811919.5
6760,4093214.5
6761,-1055322.8
6762,-850182.3
6763,2361278.8
6764,2014226.0
6765,1485977.9
6766,802972.44
6767,10670.498
6768,2816074.0
6769,1192993.5
6770,4614259.0
6771,1619131.0
6772,723068.2
6773,172223.53
6774,248526.28
6775,1279841.9
6776,928169.06
6781,3306487.0
6782,915594.4
6783,1335728.6
6784,563100.3
6785,783589.5
6786,862320.06
6787,-98700.805
6788,702779.56
6789,884553.56
6790,1439795.2
6791,-966828.94
6792,550827.25
6794,288938.53
6795,1489000.8
6796,1450413.9
6797,937844.94
6799,471388.47
6800,780536.2
6801,741528.56
6802,747108.1
6803,297354.06
6804,971951.25
6805,976966.7
6810,1464153.9
6813,-269132.5
6814,1387629.6
6817,493554.8
6818,-94266.62
6819,2061134.9
6820,2561696.2
6821,2021249.0
6822,-1294430.8
6823,1783444.0
6824,423006.7
6825,738890.7
6826,1127255.2
6827,2015794.9
6828,13767.057
6829,2748837.2
6830,143649.38
6836,729825.9
6837,2132338.5
6840,1024335.3
6841,771222.9
6842,1957742.0
6844,163563.55
6845,-243778.14
6846,1679247.6
6847,1410569.4
6848,1257688.1
6849,-485462.0
6850,1554421.2
6853,1905160.4
6854,-249406.53
6855,741902.94
6857,786997.5
6858,2841234.5
6859,328915.3
6861,1895940.9
6862,479864.56
6863,687491.44
6867,1464427.0
6869,107979.195
6870,-1806667.2
6871,366083.38
6873,418999.56
6874,1073372.8
6875,591786.44
6876,912210.1
6877,669346.8
6878,688390.06
6880,1513591.8
6881,1244687.9
6882,2055052.2
6886,434030.47
6887,1878747.5
6888,4260630.0
6889,2071454.9
6891,372042.8
6892,-72855.56
6896,352520.5
6897,1257371.5
6898,350308.94
6899,1006877.0
6900,2548948.5
6901,-1037839.4
6903,3622941.0
6905,729375.25
6906,449079.75
6907,6683107.5
6908,2660978.2
6909,-154185.66
6913,2247120.5
6915,-583213.25
6916,820120.75
6918,2187406.2
6919,3717101.0
6924,1636730.8
6925,2938927.8
6926,2950238.2
6927,-43407.28
6929,1047648.7
6931,2583195.2
6932,-294726.5
6933,1884544.2
6934,57128.805
6935,899390.06
6936,457993.75
6937,811930.7
6938,-262824.88
6939,661401.3
6942,471167.84
6947,1270421.5
6948,461444.12
6950,1619347.2
6952,-26469.818
6957,520404.7
6959,-101763.66
6961,-3581962.8
6962,1504877.0
6963,-688417.5
6964,768220.94
6965,-739800.25
6966,642259.9
6967,792683.44
6968,1072516.2
6970,-71950.234
6971,4391718.5
6972,1354966.0
6973,2431206.0
6974,2809605.0
6975,946863.6
6976,-1672115.5
6977,239752.56
6978,704528.8
6979,140947.55
6981,20132.494
6985,836093.75
6986,770360.0
6988,847620.44
6989,-2609037.5
6990,144542.31
6992,2314993.2
6993,165681.11
6994,1552351.1
6995,-279351.56
6996,387073.62
6997,-861891.4
6998,922267.7
7000,-237636.56
7001,1048137.44
7002,372042.8
7003,1964154.8
7004,1476206.8
7005,468958.22
7006,-44197.82
7007,759697.06
7008,659315.5
7009,-384047.22
7013,2849136.8
7014,685249.8
7016,685249.8
7019,365124.06
7022,-457310.88
7023,1917052.4
7024,4340302.0
7025,1982304.1
7027,-347688.62
7028,1418291.1
7029,3159164.5
7030,537754.5
7032,1963930.1
7033,-85698.914
7035,653713.44
7037,981197.1
7041,2572398.5
7042,866425.94
7043,20664.477
7044,-1441748.4
7045,115807.18
7046,531031.75
7047,2228120.5
7048,813368.25
7049,591588.8
7050,1761457.1
7051,2520656.0
7052,332542.44
7053,586399.44
7054,652738.94
7055,-657240.4
7056,978147.5
7057,933745.56
7058,398428.16
7059,1884419.8
7060,-660524.3
7061,7615415.5
7062,7987499.5
7063,2361756.8
7064,255201.27
7068,990207.8
7069,1722337.0
7070,1456599.1
7071,306207.0
7072,564267.06
7073,781449.06
7074,581434.5
7075,-249571.88
7076,2554163.8
7077,-1914317.2
7078,550801.6
7080,838175.0
7081,2865228.0
7082,522992.1
7085,507674.12
7088,4360405.0
7089,527608.56
7093,1444176.0
7094,232592.7
7095,1119377.5
7096,468988.56
7097,878354.4
7098,181383.17
7099,2113212.8
7100,-2267850.0
7101,-461193.62
7102,-1080191.0
7103,297354.06
7104,4561795.0
7105,585014.8
7106,-28822.732
7107,1010185.9
7108,1296944.5
7109,875599.7
7110,328406.44
7111,-702632.25
7112,1142770.2
7113,764721.3
7114,749843.7
7118,1096660.2
7119,31348.408
7121,581442.06
7122,2314348.8
7124,1139223.0
7126,439900.7
7127,1042341.0
7128,328409.25
7129,960187.4
7130,525715.0
7131,204201.64
7132,-311789.25
7133,1772857.9
7134,649574.94
7135,664279.5
7136,359548.47
7139,1440957.0
7140,379915.72
7146,1215833.0
7147,939350.94
7148,266950.3
7149,669095.94
7151,809915.75
7153,859114.5
7154,928493.56
7155,609291.1
7158,2377286.5
7159,597863.25
7160,612930.75
7161,22667.672
7162,-257164.89
7165,2566277.8
7166,1366558.9
7167,-271409.75
7173,322532.2
7180,1499810.8
7181,916248.5
7187,278931.2
7189,787202.3
7190,390365.88
7194,584376.6
7195,2007520.5
7196,1966981.2
7198,-1630218.8
7211,326979.44
7212,1063794.2
7214,3513312.8
7215,123450.4
7216,475010.94
7217,1078229.6
7219,-588985.56
7220,4629899.5
7221,-346978.06
7224,675144.56
7225,1282737.0
7226,647914.6
7227,540385.7
7229,1344830.4
7230,1164614.5
7231,-405677.22
7232,-279275.06
7237,1911908.1
7238,1125121.9
7240,-99499.97
7241,1488298.4
7242,-1619140.0
7245,-727172.1
7246,4024995.5
7247,-1279094.0
7248,-435293.5
7249,1264154.8
7250,260009.14
7251,-258877.95
7253,300675.44
7254,-302130.56
7255,758857.94
7256,2020841.8
7258,676138.5
7259,655277.9
7260,222581.83
7261,-1218394.4
7262,1820353.8
7263,-730120.5
7269,1276059.1
7270,3302100.2
7271,113198.586
7272,1064172.0
7273,-505016.7
7274,-53695.438
7276,-893457.25
7277,977785.4
7279,353188.9
7280,376420.0
7281,309840.78
7282,-151480.08
7283,302310.34
7284,-10094.586
7286,774351.2
7288,736473.6
7290,928003.8
7291,1677686.6
7292,1054705.8
7299,114967.21
7302,1009407.44
7304,1357230.5
7306,261748.89
7307,1134261.4
7311,1867541.0
7315,1108713.4
7317,876331.94
7318,392751.38
7322,722087.7
7325,474091.75
7328,-333324.62
7331,282182.94
7332,602951.94
7334,479156.62
7338,4238957.5
7339,413586.5
7342,769489.2
7345,-173670.27
7346,525023.9
7347,1083317.6
7348,564061.25
7357,-137071.5
7359,-1598365.0
7360,-557726.3
7364,372479.94
7365,-3767.1223
7366,792045.4
7367,329163.7
7368,350151.2
7369,699811.9
7377,-979613.75
7378,-358863.5
7379,-789588.8
7381,-531071.25
7382,92717.65
7388,81396.055
7390,84400.23
7393,505741.56
7394,922454.4
7395,89420.266
7398,289726.34
7399,277566.3
7400,-348226.03
7401,109419.555
7403,-283942.12
7404,-2928407.0
7407,143608.88
7408,573819.06
7412,1499810.8
7415,-100975.79
7419,528340.75
7421,1083127.0
7425,-671268.06
7426,-783645.7
7428,214527.4
7429,526316.5
7430,101540.07
7432,205714.66
7433,845490.44
7439,538678.1
7441,84400.23
7442,-345508.8
7443,-488736.06
7444,1508444.6
7445,665508.8
7448,-682727.44
7450,335302.12
7451,329163.7
7452,-417310.84
7453,-312683.94
7454,-450844.4
7455,-117141.62
7456,-808289.7
7458,111060.51
7459,-539187.1
7462,-492509.53
7463,-791235.3
7467,647474.4
7469,647474.4
7470,-243647.6
7472,152813.19
7473,481894.3
7474,778495.44
7475,173420.64
7476,45688.836
7477,378936.03
7481,687487.5
7482,524194.28
7483,-641122.94
7486,782571.8
7492,3789525.0
7493,881571.9
7494,-296503.5
7495,-178140.62
7496,-131169.84
7497,1082093.9
7498,898614.25
7499,732790.5
7500,1475638.1
7501,1360763.5
7502,608634.9
7503,-261145.33
7504,217132.8
7505,1180888.2
7506,756654.3
7508,94979.51
7509,1454335.0
7510,748818.06
7511,1008350.6
7512,683552.3
7513,-563004.7
7514,685049.2
7515,1120056.8
7516,45684.688
7520,1379487.5
7521,509236.25
7522,231761.98
7527,-1618117.0
7529,1172983.2
7530,663384.4
7531,448044.5
7534,534336.3
7538,702989.06
7539,-201005.6
7541,-405007.28
7546,1717123.8
7547,841422.8
7548,354966.38
7551,-1599613.0
7553,1619211.9
7554,683240.8
7556,-316959.62
7558,924222.56
7559,-72574.375
7560,-494047.84
7561,306209.0
7563,-87750.96
7565,333858.3
7566,729539.2
7567,681493.94
7569,17300.62
7570,2544538.0
7575,654414.75
7580,230366.45
7581,366117.25
7582,-770210.5
7584,1249718.5
7586,626942.06
7587,-462253.28
7588,448920.9
7589,-466997.56
7591,-450151.9
7592,1133971.0
7593,71222.93
7595,-470554.34
7597,525023.9
7601,1038008.56
7602,801093.7
7605,-1361373.4
7606,-93346.305
7607,-521247.62
7609,101383.695
7610,-988248.6
7611,53185.9
7613,-703505.7
7614,797436.2
7615,1188819.5
7618,-271387.84
7619,467077.3
7623,-604706.7
7629,801093.7
7631,-210891.05
7632,148114.53
7633,349880.62
7634,393373.75
7636,-891263.4
7641,-781760.94
7643,-810494.94
7644,438613.06
7645,296716.0
7646,509877.22
7647,-621489.8
7649,-244330.6
7654,59005972.0
7655,41835616.0
7656,43159108.0
7657,27070872.0
7658,40080450.0
7659,17462806.0
7661,21493446.0
7662,17684370.0
7663,70098780.0
7664,34188116.0
7665,17920258.0
7666,32225644.0
7667,78387940.0
7668,71936350.0
7669,17693912.0
7670,86156104.0
7671,69315010.0
7672,31694128.0
7673,98710530.0
7674,47573816.0
7679,46358270.0
7680,37347140.0
7681,24355254.0
7682,24699834.0
7683,18121188.0
7684,34780580.0
7685,52112080.0
7686,502481.62
7687,62378100.0
7688,6192682.5
7689,60884856.0
7690,20760298.0
7691,23606352.0
7692,30215212.0
7693,48935532.0
7694,27686992.0
7695,20137584.0
7696,59036656.0
7697,61010500.0
7698,50929052.0
7699,55472264.0
7700,31802136.0
7701,28900664.0
7702,20863972.0
7703,59179610.0
7704,31822966.0
7705,22533916.0
7706,11663380.0
7709,54687696.0
7710,47340230.0
7711,26127210.0
7712,19714350.0
7713,39246070.0
7714,29465088.0
7715,50321030.0
7716,29487396.0
7717,40284540.0
7718,26996456.0
7719,16159794.0
7720,34743664.0
7721,66908890.0
7722,26468664.0
7723,26105936.0
7724,68365030.0
7725,36640210.0
7726,96147880.0
7727,18860720.0
7728,63577044.0
7729,26015402.0
7733,42444400.0
7734,36567580.0
7735,26811384.0
7736,12904931.0
7737,17056874.0
7739,43587064.0
7740,29701248.0
7741,55744296.0
7743,32816616.0
7744,20554364.0
7745,15788431.0
7746,14344302.0
7747,17422516.0
7749,25060240.0
7750,12295166.0
7751,1811903.1
7752,32980614.0
7753,17052468.0
7754,47385080.0
7755,55850628.0
7756,59355068.0
7757,67208360.0
7758,60079596.0
7759,37489708.0
7763,46671556.0
7764,30408720.0
7765,27057144.0
7766,12572416.0
7769,45040564.0
7770,24623604.0
7772,43972164.0
7773,15196187.0
7774,37635940.0
7775,24285350.0
7776,30003564.0
7777,17013522.0
7778,22858836.0
7779,17484014.0
7781,12505524.0
7782,70474920.0
7783,77141176.0
7784,48613164.0
7785,22353020.0
7786,21917716.0
7787,57589036.0
7788,16900716.0
7790,22131972.0
7791,14336336.0
7796,47475544.0
7797,47550064.0
7798,19028696.0
7799,22673988.0
7800,15402889.0
7801,23152976.0
7802,36233090.0
7803,25355220.0
7804,14794276.0
7805,47754300.0
7806,42391892.0
7807,20310072.0
7808,13857940.0
7809,20600010.0
7810,14263999.0
7811,54929960.0
7812,19385172.0
7813,43277892.0
7814,14578545.0
7815,90152504.0
7816,46051536.0
7821,26337448.0
7822,17061002.0
7823,14011250.0
7824,9888904.0
7825,10550485.0
7826,13225709.0
7828,32794100.0
7830,5135061.5
7832,47563144.0
7833,29392522.0
7834,20702968.0
7836,1687225.1
7837,31644866.0
7838,11283045.0
7839,27961530.0
7840,21253022.0
7841,17399904.0
7842,36756664.0
7843,10965747.0
7844,46528544.0
7845,28318762.0
7848,21264750.0
7849,26210560.0
7850,21684342.0
7851,8264192.0
7852,21696372.0
7853,8959081.0
7854,13600083.0
7855,8261899.5
7856,64080880.0
7857,28412140.0
7858,14688310.0
7859,42052348.0
7860,20031050.0
7861,14424716.0
7862,23099812.0
7863,15904421.0
7864,38379450.0
7865,20458844.0
7866,14065777.0
7867,13892157.0
7871,20895224.0
7872,16004607.0
7873,15656061.0
7874,15119966.0
7876,6670186.0
7877,12222647.0
7878,13016959.0
7880,21967870.0
7881,26222210.0
7882,13002614.0
7883,20494170.0
7884,18490550.0
7885,7470605.5
7886,25534756.0
7887,16584508.0
7888,14403399.0
7889,48779988.0
7890,27331526.0
7891,16586861.0
7892,21964252.0
7893,30255988.0
7894,8934575.0
7899,14678702.0
7900,19250864.0
7901,20590938.0
7902,14384792.0
7903,18753566.0
7904,18365714.0
7905,17321916.0
7906,11200844.0
7907,33858268.0
7908,17463692.0
7909,38458436.0
7910,28433986.0
7911,22794876.0
7912,25073746.0
7913,10680584.0
7914,32947788.0
7915,14281035.0
7916,35054572.0
7917,13174717.0
7921,13364540.0
7922,13358656.0
7923,6574928.0
7924,12609369.0
7925,10534017.0
7926,12238490.0
7927,9217577.0
7928,13919958.0
7929,43935412.0
7930,15535180.0
7931,13873105.0
7932,10928354.0
7933,30345300.0
7934,19067578.0
7935,123968.836
7936,25721112.0
7938,13945894.0
7939,10718289.0
7940,16625995.0
7941,26534574.0
7942,14664502.0
7943,13278584.0
7944,7456815.5
7945,6898500.5
7949,16555948.0
7950,13679289.0
7951,14744425.0
7952,13988558.0
7953,12642213.0
7954,18682886.0
7955,11218031.0
7956,19258860.0
7958,11912316.0
7959,20808498.0
7960,12938606.0
7961,38905276.0
7962,19074314.0
7963,3926248.5
7964,13387311.0
7965,12622910.0
7966,14846739.0
7967,14055817.0
7968,12903926.0
7969,7683948.0
7970,10082327.0
7971,4821701.5
7972,26860764.0
7973,11838443.0
7974,9903955.0
7975,11655858.0
7979,11556797.0
7980,11468675.0
7981,13557879.0
7982,11693694.0
7983,21382654.0
7984,9213388.0
7985,7530547.0
7986,31454028.0
7987,43110490.0
7989,13348448.0
7990,18254990.0
7991,7995872.0
7992,16258401.0
7993,11379643.0
7994,3608180.5
7995,24656716.0
7996,21008802.0
7997,7324983.5
7998,10682215.0
7999,9585181.0
8000,6033009.0
8004,11889295.0
8005,17301078.0
8006,14016305.0
8007,12998364.0
8008,12715800.0
8009,8816820.0
8010,20919598.0
8011,11743908.0
8012,17372962.0
8013,3965026.8
8014,25009950.0
8015,12656376.0
8016,10095931.0
8017,11546018.0
8018,10375439.0
8019,29760772.0
8020,24200602.0
8021,19101566.0
8023,16366055.0
8024,13006256.0
8025,11125030.0
8029,8822828.0
8030,14409895.0
8031,8956476.0
8032,8704093.0
8033,4401206.0
8034,6538320.0
8035,18228136.0
8037,7941003.0
8038,13074136.0
8039,9316560.0
8040,11409915.0
8041,20880870.0
8042,6217752.5
8043,6312872.5
8044,14148288.0
8045,9906622.0
8046,10510218.0
8047,7449262.0
8049,3916320.8
8050,22740612.0
8051,7162753.5
8052,10301768.0
8053,3133148.8
8054,9321232.0
8055,27271658.0
8056,16433536.0
8057,13674938.0
8058,5459017.0
8059,8296310.0
8064,12950508.0
8065,10383016.0
8066,3060951.8
8067,8827819.0
8068,6161949.5
8069,13602429.0
8070,15111174.0
8071,10558008.0
8073,13241534.0
8074,16029392.0
8075,26893154.0
8076,12175540.0
8077,8722218.0
8078,7798469.0
8079,6208659.5
8080,20642832.0
8081,11139139.0
8082,14014847.0
8083,25208838.0
8084,15640530.0
8085,45817184.0
8089,14893747.0
8090,15498118.0
8091,6879088.5
8092,12959594.0
8093,11460030.0
8094,16675144.0
8095,4916325.0
8097,17976482.0
8098,15445387.0
8099,20454588.0
8100,5734110.0
8101,19126808.0
8102,10604506.0
8103,21617532.0
8104,24186796.0
8105,19168782.0
8106,17919930.0
8107,14646395.0
8108,16363756.0
8109,17598006.0
8113,33494762.0
8114,15807260.0
8115,12134062.0
8117,5515709.0
8118,17880392.0
8119,6672294.0
8120,4910680.0
8121,14979767.0
8122,13665975.0
8123,2023127.9
8124,12912593.0
8125,11128963.0
8126,7806820.5
8127,1959751.1
8128,7068511.5
8129,26005108.0
8130,23908598.0
8131,25506924.0
8132,24099502.0
8133,12336454.0
8134,16012874.0
8137,14356689.0
8138,10561468.0
8139,6429203.0
8140,4523345.0
8141,13886385.0
8142,8361848.5
8143,11947448.0
8144,3097395.8
8145,29251482.0
8146,10723202.0
8147,13189391.0
8148,1272785.8
8150,28459664.0
8151,10991627.0
8152,13180607.0
8153,3826121.0
8154,14519276.0
8155,12190172.0
8156,12974491.0
8157,27295292.0
8158,6381901.5
8162,14108990.0
8163,17826020.0
8164,9097278.0
8165,13135279.0
8166,6365052.0
8167,13273129.0
8168,7410813.0
8169,4621162.5
8170,1317908.8
8171,3512972.5
8172,15672666.0
8173,23401186.0
8174,17241588.0
8175,9945306.0
8176,4790113.5
8177,13449857.0
8178,6671615.0
8179,9446024.0
8180,1329469.2
8181,15667844.0
8182,8117372.0
8183,29459786.0
8184,7914577.0
8185,9129073.0
8189,7252956.0
8190,4904376.5
8191,3471276.2
8192,2045218.5
8193,5391028.0
8194,2578071.5
8195,10816993.0
8196,2956004.5
8197,4097325.0
8198,4503853.0
8199,9018238.0
8200,2456199.0
8201,2272347.5
8202,5261545.0
8203,7205480.0
8204,4689887.5
8205,3420047.8
8206,2309656.0
8207,3741863.0
8208,3521699.8
8209,4100928.8
8210,6268417.5
8211,2027363.6
8215,2031035.8
8216,2681108.2
8217,3899252.5
8218,2747849.8
8219,4885099.0
8220,1823660.0
8221,4644493.5
8222,2463138.5
8223,2775719.0
8224,1906409.0
8225,4075426.0
8226,5574110.5
8227,3945901.8
8228,3174687.0
8229,2173058.0
8230,803230.44
8231,4292506.5
8232,965591.44
8233,5714597.5
8234,2872817.5
8235,2427917.0
8236,13581052.0
8237,5151328.5
8238,4440617.5
8239,6405412.0
8240,3828405.8
8241,1505428.8
8244,9273772.0
8245,8739537.0
8247,1014126.2
8248,136881.75
8249,2099641.0
8250,4545392.0
8251,3807006.5
8252,2064875.9
8253,3160393.2
8254,2189004.2
8256,9510517.0
8257,4498321.0
8258,4216917.5
8259,1838890.1
8260,1227986.2
8262,1970230.6
8263,7589926.5
8264,6770112.0
8265,6134089.5
8266,1529714.4
8267,455898.97
8272,4775718.0
8273,3947045.2
8274,4280479.5
8275,3896237.0
8276,2326815.5
8277,7351124.0
8278,2124471.5
8279,2009873.8
8280,2886914.5
8281,3813425.2
8282,3681552.2
8283,3732556.0
8284,2976981.0
8285,6070995.0
8286,1767987.5
8287,2448892.2
8288,2292130.2
8289,1327164.4
8290,3014566.2
8291,10268627.0
8292,3403656.5
8293,4207618.0
8297,2359306.8
8298,7926331.5
8299,1322654.8
8300,2204142.5
8301,4010682.2
8302,1390691.9
8303,309999.38
8304,1546436.8
8306,1268128.1
8307,1649868.0
8308,3595182.0
8309,2019187.0
8310,5688460.5
8311,2424051.8
8312,1604290.0
8313,2193383.2
8315,3571303.2
8316,8418574.0
8317,1154454.8
8318,6795153.0
8322,3038546.0
8323,699442.8
8324,869642.6
8325,1959912.1
8326,1890418.4
8328,2762416.2
8329,813963.9
8330,1125763.2
8331,1798399.2
8332,3025746.2
8334,3219567.2
8335,1729180.8
8336,1663340.2
8337,1131160.8
8338,2227968.8
8339,2026388.2
8340,2157361.5
8341,1449167.8
8342,9456935.0
8343,3004782.8
8344,2492842.8
8348,5795048.5
8349,5771916.5
8350,558509.9
8352,1545061.0
8353,1581395.2
8354,2462035.2
8355,1688670.2
8356,485672.22
8357,4713958.5
8358,3742211.8
8359,1942845.9
8360,5486207.5
8361,-26259.568
8362,26400.734
8363,-259276.77
8364,2108715.5
8365,2272177.5
8366,-689065.06
8367,3377724.2
8368,2040047.2
8369,2480547.2
8372,2410065.5
8373,1589506.5
8374,1373753.9
8376,1732912.2
8379,2138043.5
8381,2135322.5
8382,2046219.0
8383,2072809.5
8384,-1736338.9
8385,1608120.0
8386,2060573.6
8387,3366753.2
8388,966249.0
8390,5509286.5
8391,4603861.0
8392,2735204.8
8393,2672631.2
8394,2454251.8
8395,2562347.5
8399,2880809.2
8400,897536.1
8401,2490457.2
8402,2255038.2
8403,1478906.0
8404,1033347.56
8405,1820611.0
8406,2318687.5
8407,779590.06
8409,4228875.0
8410,5905248.5
8411,1996201.5
8413,292164.88
8414,1087742.0
8416,2294465.8
8417,1375672.2
8418,1931980.5
8420,5449790.5
8421,1965058.1
8422,1142608.0
8425,2552840.2
8426,2245924.0
8427,178272.56
8428,1302354.2
8429,1568611.6
8430,1771347.2
8431,643883.25
8433,2592205.2
8434,6016712.5
8435,2318717.2
8436,2019947.0
8437,2674396.8
8438,2740227.2
8439,2657842.0
8440,2005952.6
8441,1888730.1
8442,1603834.0
8443,4723594.5
8444,2609258.8
8445,2704253.8
8446,-104588.85
8451,1976328.0
8452,2798412.8
8454,3766389.0
8455,959098.44
8456,2427001.0
8457,1311757.6
8459,1432748.5
8460,3837828.5
8461,1694078.4
8462,2862592.5
8463,2207816.2
8464,3748306.8
8465,205236.03
8466,3730850.8
8467,1101928.8
8468,4569992.0
8469,2999955.8
8470,790670.94
8473,2490457.2
8475,1745000.9
8476,129482.375
8477,2264617.0
8478,2419274.8
8479,2455497.5
8480,2853052.2
8481,1515774.0
8483,3312678.5
8484,2318717.2
8485,-2283167.2
8486,914924.06
8487,767953.06
8488,6194262.0
8489,1993751.9
8490,1126008.8
8491,-424547.28
8492,3639932.5
8493,7862754.0
8495,378684.34
8498,2833846.8
8499,2568056.2
8500,786983.9
8501,994812.6
8502,-213657.28
8504,1885787.9
8505,-40117.844
8506,2494072.2
8507,1217001.0
8508,3773111.2
8510,6088784.0
8511,1831159.0
8512,1876124.8
8513,142491.16
8514,4642678.5
8515,429184.9
8516,1691254.0
8517,2220652.2
8518,1249222.4
8519,4019768.5
8520,1547577.2
8521,1411630.6
8525,4141673.8
8526,2348398.2
8527,4615702.0
8528,2362643.2
8529,2545040.8
8530,1704183.8
8531,-368970.62
8532,2231502.0
8533,2598814.0
8534,992533.44
8535,-4990558.0
8536,1387005.6
8537,1070855.6
8539,3753466.0
8540,1319434.5
8541,840652.8
8542,4762520.0
8543,3065101.2
8546,1450076.5
8547,1949581.1
8548,1556429.5
8550,3196753.5
8552,2341675.8
8553,3366693.5
8554,662042.44
8555,835540.0
8556,2633190.2
8557,2253291.2
8558,1110622.2
8560,4664738.0
8561,1179946.5
8562,-389703.62
8563,1976946.2
8564,2108715.5
8565,2039392.4
8566,1293844.2
8567,3261147.0
8568,1534511.5
8569,1996201.5
8571,2786797.5
8576,4588801.0
8577,2638479.8
8578,570813.9
8579,1626361.0
8580,204095.95
8581,2449024.2
8582,2738700.8
8583,421871.06
8584,1361190.1
8585,3591221.5
8586,2453593.2
8587,880081.44
8588,4103211.0
8589,2625024.2
8590,1908886.5
8591,722987.4
8592,761986.25
8593,1062945.2
8594,881787.3
8595,4261277.5
8596,1472950.5
8599,3216814.0
8600,3399777.0
8602,1421899.0
8603,1557722.2
8604,1326714.0
8605,1091637.8
8606,1413056.8
8607,1490387.5
8608,3584624.5
8609,2678156.2
8610,2987152.2
8612,68164.65
8613,1290908.1
8614,1748226.1
8615,1888853.0
8617,9133148.0
8618,804784.8
8619,1942028.2
8621,869958.4
8625,5199382.0
8626,1762488.6
8627,831082.1
8628,646971.6
8630,3804323.2
8631,2613289.2
8632,1249365.0
8633,1576845.1
8634,2853645.5
8636,703770.94
8637,2522316.8
8639,767953.06
8640,2053997.0
8641,729578.3
8642,1486784.1
8643,3385758.2
8644,3291070.2
8645,1543706.2
8646,7941.26
8651,2595967.8
8653,1389179.2
8654,-892887.7
8655,1830674.6
8656,-479016.7
8657,3130743.0
8658,1406808.0
8659,211574.44
8661,2827443.2
8663,535746.8
8664,2162184.5
8665,2390685.2
8667,1308134.5
8669,2868231.2
8670,3548977.5
8671,3597166.8
8673,2220800.0
8674,3883959.5
8675,-3730445.5
8679,1081061.5
8680,2264938.2
8681,679608.9
8682,2681410.2
8683,1738397.5
8684,1788312.0
8685,202629.6
8686,1187786.5
8687,1153169.6
8688,3296026.2
8689,1746519.0
8690,266445.1
8692,256578.42
8693,1990692.1
8694,2704592.2
8695,2296418.8
8696,1364037.0
8697,1491900.9
8698,798408.06
8700,1699076.6
8701,1995614.5
8702,4222210.5
8703,1637956.6
8704,713878.06
8710,891599.5
8711,1356912.5
8712,2306128.5
8713,2246459.8
8716,3871604.2
8718,1241914.1
8719,-2800547.5
8722,1765452.9
8723,3762370.0
8724,2509060.5
8725,4116394.5
8726,1331939.1
8732,2632660.8
8733,1200582.0
8734,3687014.0
8735,1774332.2
8736,1563796.2
8740,507236.0
8741,57169.688
8742,1785700.2
8743,1985445.8
8744,1930951.1
8746,611373.3
8748,2066888.6
8749,761733.25
8751,2722317.0
8752,1467529.8
8753,871796.56
8754,1830871.2
8755,958801.56
8756,14955.283
8757,-3003.7678
8760,221614.81
8764,68879.66
8765,1968467.0
8766,629920.0
8767,2535423.2
8768,1066609.2
8769,93245.99
8770,1047079.56
8772,2101814.5
8774,1214113.1
8775,5481231.5
8776,1445087.0
8777,2436891.8
8778,1931822.1
8779,2287504.8
8780,1730427.9
8781,-231749.7
8782,994899.75
8783,8724982.0
8784,1177060.6
8785,2075488.1
8786,353849.9
8787,1072462.1
8790,-755546.4
8792,1682129.6
8793,1634082.6
8795,307678.75
8796,926244.3
8797,1825108.6
8798,309201.7
8799,2924388.2
8800,1504716.2
8801,1058344.9
8802,2397490.8
8803,761733.25
8804,831680.3
8806,4229131.5
8807,7050884.5
8808,2268681.5
8811,2309411.8
8812,5692898.0
8813,714483.0
8814,507742.44
8815,-56932.547
8818,854950.1
8819,1833469.6
8820,1594529.9
8821,1629173.1
8822,90456.85
8823,1024336.56
8824,2335537.5
8825,1049151.9
8826,1151221.1
8827,302053.9
8828,1574915.1
8829,1147398.9
8830,816844.5
8831,1192798.1
8832,965077.3
8833,959492.25
8834,-908798.5
8835,970244.6
8836,1895045.9
8837,1231047.1
8838,-421669.88
8839,-1228801.9
8840,-56720.492
8845,1299098.4
8846,74647.44
8848,1658163.1
8849,-85634.23
8850,-686287.44
8852,1434844.4
8853,545173.25
8854,7091390.5
8855,822755.94
8856,3778938.0
8857,419510.06
8858,177779.95
8859,220022.34
8860,1237217.4
8862,-316922.97
8863,-541496.56
8866,2424694.0
8867,1095820.9
8869,215923.31
8873,1674078.8
8877,-128088.46
8883,2222241.2
8891,1657268.1
8892,1918882.8
8893,1490642.4
8894,227832.55
8895,-638460.44
8896,1751930.0
8897,184189.67
8898,1089697.6
8899,441636.3
8900,317221.16
8901,-196970.7
8902,1030498.1
