,PredictedValueExtensiveModel
2418,-306008.38
2419,1879584.6
2420,-84092.49
2421,748752.06
2422,343375.66
2423,-633736.94
2425,408495.2
2426,-270142.5
2428,1694261.5
2429,174555.2
2430,-237846.58
2432,190356.98
2433,199212.72
2434,945624.75
2435,-598282.8
2436,-417113.7
2440,797551.1
2441,695913.3
2442,-110449.5
2443,-1202798.8
2444,158899.56
2445,-977903.25
2446,-819016.56
2447,56599.28
2448,-467202.44
2449,771526.6
2450,1492663.5
2451,508025.7
2452,-1012756.7
2453,-547181.6
2454,505432.2
2455,-52194.047
2456,1331798.5
2457,-435214.28
2458,791879.56
2459,-557803.94
2460,-225177.0
2461,-317826.7
2462,1451652.6
2463,-1032162.8
2468,1541165.1
2469,-401532.75
2471,-518861.38
2472,704324.2
2473,1059035.8
2474,610843.75
2475,-57109.11
2476,829503.3
2477,-176632.67
2479,1272275.0
2480,1632394.6
2481,283163.44
2482,731735.94
2483,1185425.8
2484,-599244.3
2486,-235929.16
2487,434776.4
2488,995676.7
2489,656516.5
2490,526244.0
2491,162583.2
2492,-116415.12
2497,457319.75
2498,593653.4
2499,-476025.7
2500,406278.06
2501,-476772.8
2502,-1513412.1
2503,143552.52
2504,-596590.2
2505,-59303.312
2506,899941.75
2507,853411.5
2508,-966129.5
2510,107078.54
2511,-116415.12
2512,-362367.84
2513,-294507.3
2514,307128.34
2515,-270142.5
2516,1621851.0
2517,1449728.2
2518,307128.34
2519,128369.586
2520,-1588300.5
2526,1379763.5
2527,361312.38
2528,-546071.25
2529,-853062.44
2530,239594.14
2532,-133348.05
2533,564082.6
2534,1175310.5
2535,110068.21
2536,-8391.543
2537,83304.46
2538,399242.9
2539,506187.5
2540,-2377202.2
2542,-1094919.0
2543,-235929.16
2544,-71083.87
2545,111119.54
2546,307128.34
2547,-69245.664
2548,19467.436
2549,-1318056.9
2550,-417113.7
2552,2159542.0
2553,-575241.2
2554,141808.08
2555,-974601.1
2559,1279724.2
2560,519418.44
2561,423695.25
2562,-145545.05
2563,421491.5
2564,-9270.448
2565,252314.64
2566,-14337.613
2567,1200783.8
2568,-104071.51
2569,-178042.48
2570,510345.38
2571,791879.56
2572,19467.436
2574,1421176.0
2575,39767.72
2576,-66572.9
2577,-144989.19
2578,179333.47
2579,-427667.2
2580,462794.28
2581,161927.14
2582,-144989.19
2587,775451.5
2588,691176.7
2589,-224202.27
2590,-13853.043
2591,-2357.6536
2592,-145946.61
2593,1198945.8
2594,-292608.12
2596,-549100.25
2597,899576.2
2598,135697.27
2599,-971544.0
2600,-96908.38
2601,-216673.78
2602,855449.75
2603,-434396.56
2604,128369.586
2605,506187.5
2606,85242.164
2607,386013.72
2608,128369.586
2609,-722970.7
2610,308966.62
2611,666275.56
2616,17615322.0
2617,7745616.5
2619,3977154.5
2621,2212037.5
2623,7798731.5
2624,9257519.0
2625,3945463.8
2626,7482154.0
2628,15118619.0
2629,11472791.0
2630,7747026.5
2631,3863006.0
2633,18807318.0
2634,5504523.0
2635,4867833.0
2636,4547263.0
2637,9824906.0
2638,17219022.0
2639,6701363.5
2640,8199863.5
2641,12140033.0
2642,2744797.5
2647,1552208.6
2648,2128547.2
2649,1391897.9
2650,1391176.9
2652,1268849.2
2653,2495701.0
2654,3214158.2
2655,887664.3
2657,8396610.0
2658,1371452.0
2659,1411939.5
2661,4308962.0
2662,5108249.0
2663,2001059.9
2664,689582.4
2665,751894.06
2666,1605285.6
2667,2334307.5
2668,3560796.8
2669,2992611.5
2670,1337645.5
2671,1597807.6
2676,1275088.9
2677,3794146.0
2678,615933.4
2679,189941.02
2680,1527763.1
2681,1068162.1
2683,3093610.0
2684,1270906.1
2685,1082822.0
2686,1594341.6
2687,749751.75
2688,2277521.0
2689,220747.42
2690,1164180.1
2691,1398540.8
2692,4135189.0
2693,5394566.5
2694,1134680.6
2695,1366216.1
2696,1238755.4
2697,2918787.0
2698,1390461.1
2703,1996346.8
2704,1990531.1
2705,-101652.375
2706,196160.08
2708,-53615.133
2709,3380859.8
2710,1187403.8
2711,1080740.9
2712,2416494.5
2713,1025631.75
2715,1658778.0
2718,990383.0
2719,551388.9
2720,719519.25
2721,1775895.1
2722,1234404.9
2723,3054961.2
2724,655298.3
2725,2610739.8
2726,745849.9
2727,3390637.2
2728,2191796.8
2729,454741.78
2730,956649.25
2734,2865456.0
2735,746390.0
2736,4571527.0
2737,1452588.0
2738,1687973.6
2739,2240240.5
2740,538826.6
2741,401282.25
2742,1100144.1
2743,-534945.5
2744,-926491.5
2745,741249.2
2746,3520672.0
2748,566777.1
2749,3908063.0
2750,2575142.2
2751,1636152.5
2752,1374553.0
2753,1352125.8
2754,2379612.5
2755,566777.1
2756,1393343.9
2757,1709174.8
2758,1880018.1
2760,501205.5
2764,820974.0
2765,1190953.9
2766,1085491.0
2767,465092.12
2768,153752.22
2769,1003027.44
2770,1389995.8
2771,600735.6
2772,2430732.8
2773,-109075.86
2775,2798350.5
2776,16053.084
2777,1430337.6
2778,1659682.1
2779,1241931.2
2780,309268.56
2781,2853892.0
2782,755478.0
2783,3844215.8
2784,4682563.5
2785,1628742.2
2789,1973933.2
2790,-398942.75
2791,2018509.4
2792,978546.5
2793,572283.4
2794,1868152.2
2795,1094314.8
2796,2324229.5
2797,248323.34
2798,58739.234
2799,1254278.5
2800,940562.56
2801,1127417.4
2802,1752881.9
2803,1817520.8
2804,-984714.2
2805,1261610.0
2806,1729145.6
2807,1055649.4
2808,613656.7
2809,1612917.8
2810,4260137.5
2811,418925.75
2812,1412059.4
2813,1817683.1
2819,1687286.2
2820,1184441.2
2821,1120899.5
2822,1462079.0
2823,954001.75
2824,811118.6
2825,1054652.9
2826,833915.0
2827,853628.3
2828,1117844.5
2829,2304933.5
2830,3697654.2
2831,-41163.656
2832,889429.6
2836,-227293.56
2837,1484368.2
2838,747970.75
2839,2314456.8
2840,992340.7
2841,1604187.9
2842,1276780.1
2848,2259664.8
2849,825654.7
2850,965976.56
2852,1685166.1
2853,995745.06
2854,3736161.0
2855,847202.75
2856,1617608.1
2857,2311910.8
2858,2308605.5
2859,1604779.8
2860,356966.22
2861,1639019.8
2862,609967.06
2863,1960791.2
2864,1317912.0
2865,1583552.5
2866,1132333.4
2867,1124136.0
2868,1035348.7
2869,1123395.9
2874,1085491.0
2875,-668125.75
2876,-749282.25
2877,-518165.8
2878,1132660.2
2879,1004772.94
2880,-806274.56
2881,-864548.0
2883,1498847.2
2884,1108709.5
2885,461503.72
2889,1135599.0
2891,-863645.1
2892,960735.4
2893,1471249.6
2894,839091.7
2895,719519.25
2896,1601756.1
2897,2369086.2
2898,1016316.25
2899,2895021.0
2900,-445265.3
2901,905715.6
2908,1755883.1
2909,1471079.5
2910,965976.56
2911,-189062.58
2912,1004772.94
2914,595309.06
2915,982040.94
2916,-158524.8
2917,309268.56
2918,2003918.8
2919,2343663.2
2920,1322111.4
2921,798036.8
2922,1812665.4
2923,1484368.2
2924,1867596.2
2925,899717.56
2926,1035468.2
2927,3054398.8
2929,1965371.0
2930,948347.44
2931,314832.5
2940,2095753.6
2941,2076498.1
2942,1132660.2
2943,726784.4
2944,489195.88
2946,2182493.8
2947,1398869.1
2948,968098.4
2949,416617.0
2950,309268.56
2951,2742806.2
2952,1398257.0
2953,990383.0
2954,490453.3
2955,2211297.0
2956,1061281.8
2957,2342970.0
2958,2161215.2
2959,1108490.0
2960,253116.36
2961,1280461.5
2967,267057.7
2968,746006.25
2969,-232800.8
2970,662880.75
2971,-232800.8
2972,426466.7
2973,113706.93
2974,454630.44
2975,221263.62
2976,240654.73
2981,257592.56
2982,775849.06
2984,483569.03
2988,403353.22
2991,2304045.0
2992,524157.34
2993,375084.9
2994,-1070215.0
2995,-560949.75
3000,1239668.4
3001,581459.9
3002,-722638.9
3003,-1102455.9
3004,256622.36
3005,457130.12
3006,22822.469
3007,175241.5
3008,769158.4
3009,1447945.5
3010,385128.53
3011,568546.8
3012,416856.72
3013,1435098.2
3014,-214366.83
3015,329841.22
3016,701270.44
3017,1025017.56
3018,963211.2
3019,41928.938
3020,-167946.23
3026,5892284.0
3027,-377466.38
3029,434989.0
3030,-1050332.1
3033,436734.5
3034,-544584.0
3035,544074.06
3036,654179.25
3037,1056819.8
3039,-45102.258
3041,-1277419.5
3043,1143880.1
3044,752624.06
3045,433394.44
3048,-157273.22
3055,518472.75
3056,452040.25
3057,519077.0
3058,175051.72
3059,-1176522.2
3060,-935326.56
3061,274572.56
3062,456764.5
3063,294511.62
3064,-147977.33
3065,716203.44
3066,479770.03
3068,329841.22
3069,415018.6
3070,1477015.6
3071,41928.938
3072,-903951.2
3073,416856.72
3074,5945444.0
3075,418581.97
3076,-215642.48
3077,-478796.2
3080,-176384.44
3084,449567.44
3085,302602.12
3086,-909825.1
3087,145411.28
3088,143212.1
3089,590872.2
3090,1037458.3
3091,-427418.03
3092,-64454.53
3093,85056.4
3094,647044.56
3095,-219260.66
3096,201876.75
3097,-198777.36
3098,30867.373
3099,-330112.0
3100,61885.406
3101,267093.6
3102,447005.16
3103,281372.38
3110,1026223.2
3116,331074.3
3120,827761.0
3122,823018.5
3123,247158.88
3124,-26922.725
3127,508618.06
3128,198543.31
3130,204031.4
3131,-176384.44
3132,309541.88
3133,318423.2
3141,389436.2
3142,607679.8
3143,866.1516
3144,-23471.502
3147,248610.55
3148,-250896.06
3149,632173.56
3150,644902.25
3153,531559.2
3154,-114001.65
3155,203238.06
3156,-75286.39
3157,437978.28
3158,-375954.5
3159,-176384.44
3160,849554.6
3161,-20122.63
3167,564552.3
3168,-28169.408
3169,724122.94
3170,218055.45
3171,-887462.0
3172,-513657.75
3173,437314.8
3174,732995.44
3175,1050829.8
3176,341065.9
3177,-1125134.5
3178,751939.3
3179,-1612724.6
3180,-341346.97
3181,141388.33
3183,497871.16
3184,198543.31
3185,-562911.3
3186,-573314.44
3187,-416067.6
3188,684680.2
3189,-731115.2
3195,354044.3
3196,40194.82
3197,-552151.1
3198,591776.6
3199,28640.057
3200,316540.75
3201,-763315.4
3202,-727612.56
3203,1037458.3
3204,441872.12
3205,598928.94
3206,292124.7
3208,673141.7
3209,18157.385
3210,341909.5
3211,135865.52
3213,-477083.0
3214,247158.88
3215,103263.086
3216,351371.3
3217,86283.13
3222,590262.6
3223,545297.06
3224,68197.48
3225,479062.8
3226,-401977.3
3227,-357315.25
3229,624867.6
3230,699343.3
3231,292124.7
3232,153577.64
3233,-330112.0
3234,19126.928
3235,-4013.8342
3236,834724.0
3237,-184556.86
3238,271231.44
3239,154832.12
3241,247158.88
3245,992306.4
3246,501803.94
3247,91022.984
3248,212636.94
3249,-1793477.9
3250,789071.5
3251,-858361.6
3252,-296050.94
3253,-438478.16
3254,11195.35
3257,-958580.1
3258,-673973.75
3259,-295898.5
3260,711265.6
3261,400771.06
3262,1002878.8
3264,247158.88
3265,41317.453
3266,-267729.06
3267,-377796.12
3268,-1151439.0
3269,-703661.4
3275,338082.5
3276,228094.48
3277,19362.072
3278,-57685.11
3280,750412.6
3281,-135399.17
3282,-345722.22
3287,153577.64
3290,-60080.914
3291,295776.62
3292,68400.24
3296,825993.44
3297,-219934.23
3298,444204.3
3299,-854243.0
3300,957688.2
3301,-115751.81
3302,-702166.06
3303,-289073.06
3305,479770.03
3306,587483.75
3307,-889613.6
3310,531142.06
3311,-13599.504
3312,-244777.17
3313,-274637.4
3314,666883.0
3315,1418265.5
3320,-477083.0
3325,763610.56
3326,509388.12
3327,136497.34
3328,437993.75
3329,677211.94
3330,-501461.8
3331,685442.6
3332,1299019.1
3333,319738.62
3334,-107379.85
3335,465472.72
3336,1520767.0
3337,465472.72
3338,205332.08
3339,564271.56
3340,-71889.016
3341,439830.06
3345,590262.6
3346,472089.75
3347,545297.06
3348,136767.55
3349,344470.5
3350,228094.48
3351,-118759.47
3352,102045.18
3353,102045.18
3354,-309128.88
3355,-456325.2
3356,-638415.3
3357,1033780.8
3358,281372.38
3360,-222763.62
3362,-176384.44
3364,-469141.0
3366,119364.055
3367,544337.3
3368,119364.055
3369,385036.97
3370,116921.29
3371,267459.16
3373,68400.24
3375,119364.055
3379,683827.8
3380,3074241.8
3381,-369476.75
3382,114212.85
3383,419248.06
3384,39662.336
3385,678186.7
3386,-51985.688
3387,367323.56
3388,376979.2
3389,351753.75
3390,-373748.25
3391,344301.0
3392,53564.523
3394,25272.758
3395,-949547.9
3396,119364.055
3401,52766720.0
3402,27241006.0
3403,15447045.0
3404,12529883.0
3405,59615440.0
3406,14442566.0
3407,49761508.0
3408,20104690.0
3409,13664053.0
3410,34181644.0
3411,40556110.0
3412,47134584.0
3413,36162576.0
3414,25566514.0
3415,19359712.0
3416,12851041.0
3417,15300749.0
3418,69519144.0
3419,49109652.0
3420,80612310.0
3421,19879116.0
3426,25230244.0
3427,12549880.0
3428,8772999.0
3429,7485539.5
3431,14929937.0
3432,6417563.5
3433,7543103.5
3434,11860668.0
3435,14839073.0
3436,4570737.5
3437,27105750.0
3438,4315839.5
3439,7616992.5
3440,22569816.0
3441,10016006.0
3442,7129117.5
3443,11775783.0
3444,16938958.0
3445,12249633.0
3446,18518394.0
3447,23237682.0
3448,7484288.0
3449,11583929.0
3454,17860670.0
3455,10137200.0
3456,12396585.0
3457,8394904.0
3458,7171132.5
3459,28353732.0
3460,11203212.0
3461,8358312.5
3462,10722812.0
3463,7781698.5
3464,5977358.0
3465,9330278.0
3466,7698610.0
3467,7976101.5
3468,8082931.5
3469,13413217.0
3470,14676064.0
3471,10781909.0
3472,22162514.0
3473,8930179.0
3474,7607157.0
3475,14746949.0
3476,27553842.0
3477,23883726.0
3481,14443323.0
3482,5879243.0
3483,13232483.0
3484,11535409.0
3485,12744851.0
3486,10979564.0
3487,21322968.0
3488,11668068.0
3489,16740776.0
3490,682171.75
3491,22536318.0
3492,8245394.5
3493,13652985.0
3494,12043303.0
3495,13006766.0
3496,2032158.6
3497,18362572.0
3498,9980395.0
3499,2783030.5
3503,25255512.0
3504,10541777.0
3505,6999922.5
3506,8134911.0
3507,6498789.0
3508,4295220.5
3509,1064486.1
3510,6685372.0
3511,6038811.5
3512,5473891.0
3513,27914548.0
3514,6659515.5
3515,4858920.5
3516,617328.2
3517,6969277.5
3518,7585249.5
3519,3768986.0
3520,403217.06
3521,17080440.0
3522,5450912.0
3523,14044081.0
3524,6037281.5
3525,10972537.0
3526,10779486.0
3530,14627968.0
3531,9202491.0
3532,4186807.0
3533,2967123.2
3534,10675576.0
3535,4100192.5
3536,13129965.0
3537,6659255.0
3538,11409362.0
3539,5068469.5
3540,21074588.0
3541,16214953.0
3542,6125247.5
3543,5377817.0
3544,18047966.0
3545,12265303.0
3546,7361943.0
3547,12119863.0
3548,14753828.0
3549,7536874.0
3553,10697616.0
3554,4380513.5
3555,4546370.5
3556,5916443.5
3557,3358277.8
3558,8942982.0
3559,9754425.0
3560,6642741.5
3561,2576693.8
3562,8119866.5
3563,3592323.2
3564,11735731.0
3565,12825519.0
3566,11909801.0
3567,3098879.2
3568,11535834.0
3569,8955050.0
3570,14189894.0
3571,49415668.0
3572,7164801.0
3577,13055623.0
3578,13515278.0
3579,5806322.0
3580,1293550.6
3582,4877485.0
3583,4273534.5
3584,3179397.8
3585,2514555.8
3586,7374455.0
3587,4615421.5
3588,3828201.0
3589,15132960.0
3591,103649.01
3592,9288011.0
3593,3306900.2
3594,6234267.5
3595,5613411.5
3596,5205320.0
3597,3590924.0
3598,15333059.0
3599,3912851.0
3600,7799434.0
3601,5162745.0
3602,2391214.0
3606,3264566.8
3607,3459102.0
3608,4717325.0
3609,2960446.0
3611,7840169.0
3612,1964543.0
3613,1582868.4
3614,3563294.5
3615,7591762.0
3616,3811355.8
3618,5187416.5
3619,-1877337.8
3620,8019353.0
3621,1381104.9
3624,14547747.0
3625,3846623.0
3626,3121486.8
3627,4131514.0
3628,2551093.0
3629,3200753.8
3634,4131062.0
3635,8383296.0
3636,3710391.5
3637,-1837329.4
3638,2587777.8
3639,2341835.0
3640,9040349.0
3641,6323614.5
3642,4017752.8
3644,5702710.5
3646,9088113.0
3647,4677368.0
3648,3515505.0
3649,2751821.0
3650,4387287.5
3651,4079346.2
3652,2081241.1
3653,4241230.5
3654,14671346.0
3655,-2591762.0
3656,1367007.5
3662,5015267.0
3663,2474366.8
3664,2841142.2
3665,7491088.0
3666,1305555.0
3667,691070.44
3668,3737765.8
3669,873915.5
3670,5494286.5
3671,3129390.8
3672,6221455.0
3673,3269170.2
3674,3045528.0
3675,8593813.0
3676,5810491.5
3677,3632954.8
3678,619544.9
3679,2429121.0
3680,1293019.8
3681,9992643.0
3682,6229569.5
3683,1572901.0
3688,5250562.0
3689,4348930.0
3690,3439040.0
3691,4377765.5
3692,5943351.5
3693,1719035.8
3694,4650840.5
3695,3524105.8
3696,5191183.0
3697,3188637.0
3699,3080196.5
3701,3998901.5
3702,5179946.5
3703,2949448.0
3704,12115206.0
3705,6723266.0
3706,14972991.0
3707,5378352.5
3708,5958680.0
3713,6693472.5
3714,4576846.0
3717,2130618.5
3718,1074253.9
3719,3590287.2
3720,1976041.8
3721,4034206.0
3722,4180811.2
3723,5426049.0
3725,5085292.5
3726,16408609.0
3727,3220896.0
3728,6803813.0
3729,4571316.0
3730,2969306.0
3731,2959544.8
3732,5998202.0
3733,7060411.5
3734,2481796.2
3738,4025584.2
3739,3883562.8
3740,1176813.9
3741,967003.1
3742,4978211.0
3743,1108047.2
3744,2786741.8
3745,2796920.8
3746,3517035.0
3747,4180342.8
3748,7079724.5
3749,2818429.5
3750,2784167.0
3751,2459519.2
3752,2831024.0
3753,6510786.0
3754,1747678.5
3755,3546397.8
3756,13413093.0
3757,4713334.5
3758,2252334.2
3759,3741899.5
3760,1501056.0
3764,4993053.0
3765,3034107.2
3766,1905882.8
3767,1627430.4
3768,-1440155.5
3770,6509336.5
3771,2024774.8
3772,2852527.8
3773,1710122.0
3774,3001996.8
3775,4428354.0
3776,1114085.9
3777,1352737.2
3778,1247585.6
3779,5643876.5
3780,2214341.2
3781,1913870.5
3783,4440659.0
3784,10349104.0
3785,1146466.5
3786,12320186.0
3787,1883429.1
3791,1540731.0
3792,3315557.2
3793,3506112.8
3794,3432826.0
3795,1150439.2
3797,3097038.5
3798,1932921.5
3799,2028161.0
3800,2670654.5
3801,2373145.2
3802,2446439.8
3803,2351621.8
3804,1862150.1
3805,6780319.5
3806,2516210.8
3807,6548837.0
3808,2810998.2
3809,1347328.0
3810,1854624.8
3811,6166139.0
3812,3168243.5
3818,4876887.5
3819,3911917.5
3820,4374325.5
3821,4403692.0
3822,-1414828.4
3823,865351.56
3824,2280981.0
3825,2035775.6
3826,2045806.2
3828,3461500.2
3829,1566997.0
3830,10819038.0
3832,143713.27
3833,2489567.2
3834,1797945.6
3835,-53136.562
3836,2023033.8
3837,3100177.0
3838,1855811.6
3839,2724119.5
3840,1978895.5
3841,2115096.0
3842,1319647.8
3848,2532660.5
3849,3077420.5
3850,2103258.5
3851,1468209.1
3852,1072061.9
3853,4026767.2
3854,833528.5
3855,1585468.8
3857,2177892.8
3858,3009635.2
3861,7483137.0
3862,2046123.4
3863,2289239.2
3864,2768012.8
3865,-1154658.5
3866,1482101.1
3867,2905829.0
3868,3806509.8
3869,389234.06
3870,2351621.8
3871,2506616.2
3872,7932039.5
3873,2431047.0
3874,963967.2
3876,1066869.2
3880,3553224.0
3881,2988999.2
3882,3396325.2
3883,2304559.8
3884,839466.5
3885,467317.94
3886,2977571.2
3887,-173855.34
3888,2915857.0
3890,2891711.8
3891,8817320.0
3892,3044526.0
3893,1420033.5
3894,3077311.5
3895,2748611.8
3896,3538129.5
3897,1558071.1
3898,3342137.2
3899,186478.1
3900,1666461.2
3901,5593944.0
3905,2750132.8
3906,2239851.8
3907,3353280.2
3908,2548515.0
3909,844622.44
3910,3950220.8
3912,2453842.2
3913,-834222.75
3914,3035046.2
3915,2148636.0
3916,4462220.0
3918,3136285.5
3919,1414270.0
3920,1811497.2
3921,1467144.9
3922,1881471.5
3923,1293019.8
3924,7209131.0
3925,1012480.9
3927,2071939.1
3928,3823777.0
3929,665023.4
3930,873588.3
3931,371622.53
3936,3177695.5
3937,637104.44
3938,695860.6
3939,-131926.2
3940,1242904.2
3942,4809739.0
3943,1148050.4
3944,1048520.94
3945,162422.6
3946,209661.69
3947,2203041.0
3948,935111.6
3949,777257.1
3950,642255.6
3952,1161220.8
3953,505278.94
3954,75466.76
3956,3672071.2
3957,1478488.8
3958,-403184.1
3961,1714967.5
3962,2161371.2
3963,1040205.56
3965,1216464.2
3968,653167.6
3969,761561.0
3970,1367344.1
3971,410538.47
3972,2573631.5
3973,896766.8
3974,504793.78
3976,819029.2
3978,5148923.0
3979,1388512.6
3981,5630746.5
3983,3250095.5
3984,2934188.2
3989,1630052.1
3990,1002267.56
3991,1308678.2
3992,853600.44
3994,1460875.4
3996,1459813.5
3997,729208.06
3998,766529.2
3999,735472.7
4001,2509814.2
4002,1944445.8
4003,601864.5
4004,-446086.7
4005,856325.7
4006,2633874.8
4007,2568578.2
4008,1035370.3
4009,-666065.25
4010,2121596.8
4011,205840.78
4012,-505515.9
4016,2080668.8
4017,1438773.8
4019,1666086.9
4020,414459.06
4021,-47267.242
4022,-608624.94
4023,-458489.25
4024,2488701.2
4025,771001.56
4026,1070161.4
4027,-4298269.0
4028,1939392.9
4029,558737.0
4030,4937844.0
4031,769903.6
4032,748200.94
4033,2080989.9
4034,1500388.2
4035,1309485.9
4041,7232807.5
4042,3920090.0
4043,-724621.8
4044,1225369.4
4045,1071594.4
4046,629334.44
4047,2853392.8
4048,2241875.0
4051,1532194.9
4053,737021.2
4054,1378301.6
4055,6766511.0
4056,7546635.5
4057,108119.46
4058,782367.44
4061,1850195.6
4062,538168.25
4063,733492.9
4064,-1611674.9
4066,2941346.5
4067,39273.523
4068,1806925.4
4070,1639968.9
4072,1090677.2
4073,917896.3
4074,1346710.1
4075,1158212.1
4076,1333214.5
4077,305735.78
4078,19304.467
4080,1377438.8
4082,2014057.4
4083,569480.5
4084,17758.404
4085,536523.94
4089,2366398.0
4090,4558598.5
4091,2102171.8
4092,3684851.0
4093,617849.06
4097,1984135.0
4099,547609.75
4101,460363.3
4102,1576988.5
4103,1112163.6
4104,1190489.0
4105,1554405.2
4106,752869.75
4107,-163002.89
4108,2070237.9
4109,-4653145.0
4113,1126490.6
4114,1396890.5
4115,737363.0
4116,874528.6
4117,-201724.95
4118,676731.3
4119,-168985.0
4120,361053.06
4121,590785.6
4122,1893593.4
4123,1731123.0
4124,719596.6
4125,170621.86
4126,612608.0
4127,-627329.06
4128,679607.56
4129,177250.58
4130,547700.94
4131,2008746.5
4132,819608.94
4133,78561.87
4134,-142608.1
4136,705683.44
4141,514521.8
4142,1341814.0
4143,-122919.68
4144,-325674.5
4145,393373.75
4146,916027.7
4147,494483.56
4148,210666.8
4149,-343305.38
4150,90519.18
4151,2981852.0
4152,141422.52
4153,-953510.94
4154,677806.25
4157,933957.2
4158,408994.8
4159,678995.2
4160,251189.17
4161,1157129.1
4162,852229.4
4164,1138033.5
4165,704176.75
4171,1545813.2
4172,1762717.0
4173,1543860.2
4174,1333703.0
4176,572608.9
4177,-358082.56
4178,1776971.2
4180,726661.94
4181,1265076.8
4182,-923011.94
4183,244962.56
4184,310527.94
4185,-314116.47
4186,642255.6
4187,889260.44
4188,-172728.78
4189,3603858.5
4190,120797.99
4191,642255.6
4192,3114170.2
4196,440902.3
4197,-2744771.0
4198,124467.71
4200,325010.06
4201,1719811.8
4202,-193087.45
4203,872685.7
4204,1592011.6
4205,944682.4
4207,827196.06
4209,-1051719.2
4210,-320720.16
4211,809726.5
4212,1074402.2
4213,1025632.5
4214,-1243427.5
4215,506624.75
4216,463497.25
4218,1989713.4
4219,394855.2
4220,767053.06
4224,765215.2
4225,870373.06
4226,1334507.8
4227,-377136.56
4228,414459.06
4229,-137412.56
4230,1570066.6
4231,469068.2
4233,-1677522.8
4234,1701718.2
4235,823835.3
4236,199866.86
4237,108112.195
4238,431863.88
4239,57966.67
4240,-726475.6
4241,-135980.17
4242,1535054.6
4243,2947175.5
4244,1240186.0
4245,174554.66
4246,-302130.56
4250,857838.44
4252,534435.1
4254,-876360.25
4255,-331327.5
4256,1828095.4
4257,94659.22
4258,1657091.8
4259,2008757.2
4260,390321.75
4262,48157.67
4263,272273.66
4265,422111.62
4266,1528877.0
4267,1398997.0
4268,3808392.2
4269,31204.416
4270,719397.06
4271,-114922.77
4275,1631883.2
4276,1344222.2
4277,910746.44
4278,444849.2
4279,610105.8
4280,-1582084.8
4281,784697.2
4282,144325.95
4283,-233224.89
4284,1818480.1
4285,805936.44
4286,413896.06
4287,104507.98
4288,218712.44
4289,642255.6
4290,-577016.94
4291,244841.25
4292,-590823.7
4293,1571014.0
4294,924628.4
4295,685383.1
4296,-289092.5
4297,210654.22
4298,674654.3
4302,1588940.8
4303,782694.25
4304,68900.37
4305,-1101409.4
4306,340664.3
4307,-3465531.0
4308,907905.9
4309,513186.12
4311,878547.0
4312,1798137.4
4313,629392.2
4314,463096.88
4315,1138387.9
4316,1645172.0
4317,520926.94
4318,367494.8
4319,-711829.7
4320,506624.75
4321,697849.75
4322,1242124.2
4323,985783.6
4324,-1419541.1
4329,2320197.2
4330,1430994.0
4331,1062431.6
4332,814344.8
4333,-642615.75
4334,536268.94
4335,633913.1
4337,2126.3154
4338,-3711591.0
4340,1030704.44
4341,1088315.5
4342,1172983.2
4344,1037263.3
4345,49533.97
4346,2425458.0
4347,2574086.2
4348,-38858.906
4350,83747.51
4356,1776101.5
4358,378658.12
4359,1793052.4
4360,-69988.22
4361,661463.56
4362,138543.42
4363,1579701.1
4365,2048568.9
4366,1064917.9
4367,1237663.8
4368,-153321.5
4369,642255.6
4370,553758.8
4371,332151.53
4372,4202716.5
4374,1140939.4
4375,1037310.8
4376,-771016.8
4377,-1914322.0
4378,-1471385.8
4384,1007846.5
4385,758243.5
4386,246185.61
4387,-377136.56
4388,2751613.0
4389,1138771.8
4390,3562305.5
4391,-3546680.8
4392,2272766.0
4393,541203.5
4394,871433.5
4397,1499529.2
4398,-590823.7
4399,-989336.2
4400,326425.72
4403,1465673.9
4404,673460.75
4408,1851175.8
4409,-2791658.0
4410,354966.38
4411,-500177.56
4412,1507672.2
4413,-21435.363
4414,1439974.5
4415,1182290.2
4416,3162274.0
4417,1008148.0
4418,-612221.3
4419,393553.72
4420,993385.5
4421,509129.16
4422,309614.4
4423,1024183.56
4424,-314270.4
4425,5787108.0
4426,477799.38
4427,829877.4
4431,988761.5
4432,-105828.89
4433,-525124.9
4434,147902.48
4435,-646814.25
4436,-60483.188
4437,25380.418
4438,1112764.6
4439,158938.73
4440,-1349932.1
4441,-486751.75
4442,-805919.3
4443,495373.5
4444,309225.97
4445,841314.3
4446,463497.25
4447,748126.44
4448,748126.44
4450,612784.5
4451,1677.3918
4452,596886.3
4453,-300133.66
4454,-1017505.44
4455,99198.27
4460,40954148.0
4461,26518258.0
4462,10631282.0
4463,9519983.0
4464,16890538.0
4465,17225768.0
4466,35814380.0
4468,35985684.0
4469,9458856.0
4470,36109964.0
4471,36833010.0
4472,30794580.0
4473,24524424.0
4474,7290564.0
4475,8408679.0
4476,74353176.0
4477,11616125.0
4478,22700048.0
4479,20685018.0
4480,27463128.0
4481,84515430.0
4482,14001415.0
4487,38830230.0
4488,35503830.0
4489,15584854.0
4490,10868652.0
4491,3672577.8
4492,46632496.0
4493,11138785.0
4494,14134319.0
4495,13559198.0
4496,5146909.0
4497,35723900.0
4498,34306416.0
4499,15492690.0
4500,13417782.0
4501,14253790.0
4502,9932592.0
4503,19668944.0
4504,19014282.0
4505,7068768.0
4506,66196256.0
4507,14791959.0
4508,15398699.0
4509,10103909.0
4510,14183321.0
