,PredictedValueXGB
5064,1127912.6
5065,644442.6
5066,1442244.5
5067,1440196.1
5068,1071606.6
5069,6594979.5
5070,768488.1
5071,1208284.4
5072,2207314.0
5073,1244785.8
5074,1138042.1
5075,607738.8
5079,615677.56
5080,653559.94
5081,490226.84
5082,615677.56
5083,792957.6
5084,680576.5
5085,615677.56
5086,863286.9
5087,1495945.0
5088,1036483.5
5089,1081278.4
5090,611081.0
5091,641054.0
5092,1914255.0
5093,957419.6
5094,612335.4
5095,1514561.5
5096,615677.56
5097,615677.56
5098,1903308.2
5099,665256.56
5100,815506.0
5101,1812279.0
5102,665570.25
5103,645765.75
5104,957419.6
5109,2210789.0
5110,2379264.8
5111,648293.9
5112,514933.62
5113,891199.06
5114,490226.84
5115,615677.56
5116,660304.2
5117,911687.0
5118,603004.2
5119,1119193.4
5120,635787.94
5121,670410.4
5122,810681.4
5123,3969844.5
5124,602472.75
5125,645650.56
5126,1099106.4
5127,653559.94
5128,858960.4
5129,5533066.0
5130,2419777.0
5131,670410.4
5136,615677.56
5137,2159391.5
5138,680576.5
5139,665570.25
5140,615677.56
5141,1378828.0
5142,611081.0
5143,680576.5
5144,897033.25
5145,3608041.5
5146,2764453.0
5147,2921415.2
5148,628183.5
5149,1143081.6
5150,705147.4
5151,945153.94
5152,540119.44
5153,627179.7
5154,735800.25
5155,1400250.0
5156,544579.7
5157,4485631.0
5158,964193.06
5159,1271817.2
5163,851954.56
5164,2997534.0
5165,2986745.2
5166,496953.2
5167,660304.2
5168,1515870.1
5169,815464.4
5170,615677.56
5171,5662357.5
5172,569431.3
5173,1936924.5
5174,892552.0
5175,615677.56
5176,645650.56
5177,514606.62
5178,1446254.1
5179,674415.6
5180,882159.2
5181,1499116.5
5182,645765.75
5183,640384.5
5184,628183.5
5185,490226.84
5189,665570.25
5190,731318.94
5191,615677.56
5192,490226.84
5193,615677.56
5194,615677.56
5195,1153861.1
5196,674766.44
5197,514606.62
5198,544579.7
5199,615677.56
5200,628183.5
5201,708434.7
5202,645650.56
5203,702985.3
5204,835860.2
5205,485630.3
5206,541579.75
5207,615677.56
5208,541579.75
5209,1251564.2
5210,776177.75
5211,644442.6
5212,790989.9
5213,490226.84
5217,665570.25
5218,3246614.8
5219,635787.94
5220,635787.94
5221,490226.84
5222,628183.5
5223,1398920.5
5224,962016.2
5225,1537421.8
5226,607069.3
5227,849416.1
5228,674415.6
5229,645650.56
5230,641054.0
5231,615677.56
5232,652892.56
5233,615677.56
5234,771919.7
5235,1333361.8
5236,645650.56
5237,524336.8
5238,615677.56
5239,702985.3
5240,1609947.9
5241,858960.4
5246,641054.0
5247,1206859.8
5248,616347.06
5249,514606.62
5250,640139.1
5251,5468810.5
5252,615677.56
5253,615677.56
5254,904036.2
5255,602472.75
5256,2483382.8
5257,660304.2
5258,627633.2
5259,1100125.1
5260,628183.5
5261,628183.5
5262,653559.94
5263,496953.2
5264,640162.8
5265,611081.0
5266,673278.0
5267,939079.6
5268,2442030.8
5269,695477.3
5270,2525760.0
5271,2556939.8
5272,597660.2
5273,628183.5
5277,2422464.0
5278,649548.25
5279,628183.5
5280,597660.2
5281,640084.56
5282,644442.6
5283,615677.56
5284,1320492.6
5285,641054.0
5286,819541.06
5287,1018549.4
5288,887672.9
5289,615677.56
5290,735912.1
5291,790948.2
5292,637042.3
5293,648296.0
5294,490226.84
5295,858960.4
5296,837538.2
5297,641054.0
5298,615677.56
5299,615455.9
5300,611081.0
5301,686921.56
5302,645650.56
5306,522329.53
5307,647552.9
5308,490226.84
5309,1034841.2
5310,524336.8
5311,897033.25
5312,628183.5
5313,2210371.8
5314,645650.56
5315,1780505.2
5316,1148821.6
5317,990574.8
5318,623036.6
5319,704208.5
5320,1274812.9
5321,615677.56
5322,615677.56
5323,2405316.5
5324,962075.5
5325,1092666.0
5326,2885015.0
5327,810592.7
5328,3808849.5
5329,952432.25
5333,644442.6
5334,1063657.5
5335,3673140.2
5336,615677.56
5337,628183.5
5338,2526769.2
5339,648293.9
5340,747447.06
5341,635787.94
5342,607069.3
5343,645650.56
5344,736243.2
5345,641054.0
5346,641169.2
5347,660656.9
5348,656060.3
5349,881876.1
5350,623586.94
5351,623586.94
5352,1208284.4
5353,668566.25
5354,607069.3
5355,1056342.2
5356,492356.62
5357,665570.25
5358,638042.94
5359,510499.06
5360,564499.4
5364,698503.94
5365,485630.3
5366,628183.5
5367,555125.7
5368,611081.0
5369,940356.8
5370,615677.56
5371,2488480.0
5372,615677.56
5373,1034744.8
5374,640384.5
5375,615677.56
5376,602472.75
5377,674415.6
5378,1227491.2
5379,751360.94
5380,520199.72
5381,607069.3
5382,496953.2
5383,645650.56
5384,822713.94
5385,637042.3
5386,607069.3
5387,955446.9
5388,645650.56
5389,611081.0
5390,832704.56
5391,520199.72
5395,665570.25
5396,1214046.0
5397,490226.84
5398,514606.62
5399,859396.3
5400,660656.9
5401,540119.44
5402,849097.8
5403,665570.25
5404,658156.5
5405,637042.3
5406,1785817.9
5407,615677.56
5408,490226.84
5409,968203.6
5410,615677.56
5411,628183.5
5412,544579.7
5413,645650.56
5414,615677.56
5415,514606.62
5416,645650.56
5417,794468.8
5418,597660.2
5422,633449.56
5423,645650.56
5424,692919.6
5425,518991.78
5426,615677.56
5427,615677.56
5428,628183.5
5429,645650.56
5430,857220.6
5431,645650.56
5432,615677.56
5433,735800.25
5434,647552.9
5435,607069.3
5436,610166.1
5437,597660.2
5438,935760.3
5439,496953.2
5440,615677.56
5441,640139.1
5442,776815.25
5443,652890.44
5444,602472.75
5445,496953.2
5446,645650.56
5447,485630.3
5451,635787.94
5452,615677.56
5453,539983.1
5454,1214548.4
5455,628183.5
5456,623586.94
5457,1085058.6
5458,597660.2
5459,644442.6
5460,599152.75
5461,617111.1
5462,535206.06
5463,549043.75
5464,524336.8
5465,640384.5
5466,611081.0
5467,665570.25
5468,615677.56
5469,593063.6
5470,615677.56
5471,619575.25
5472,628183.5
5473,811913.0
5474,849544.3
5475,615677.56
5480,660304.2
5481,2386904.8
5482,496953.2
5483,680576.5
5484,615677.56
5485,1171579.8
5486,665570.25
5487,890173.2
5488,1147678.0
5489,891386.0
5490,660656.9
5491,627633.2
5492,1109277.1
5493,723020.1
5494,665570.25
5495,1407924.5
5496,1184353.4
5497,1277074.9
5498,3057873.5
5499,611081.0
5500,1284750.6
5501,607069.3
5502,1009865.75
5503,794468.8
5504,665570.25
5505,645765.75
5506,912154.8
5507,1733521.5
5511,628183.5
5512,611081.0
5513,852422.5
5514,520199.72
5515,607069.3
5516,524336.8
5517,665570.25
5518,645650.56
5519,660656.9
5520,490226.84
5521,628183.5
5522,842134.7
5523,891487.75
5524,524336.8
5525,891767.2
5526,615677.56
5527,628183.5
5528,641169.2
5529,645650.56
5530,669162.94
5531,645650.56
5532,1803367.0
5533,961794.5
5534,597660.2
5535,615677.56
5539,628183.5
5540,641054.0
5541,611081.0
5542,727845.8
5543,850571.2
5544,851954.56
5545,787281.6
5546,654846.75
5547,640384.5
5548,641054.0
5549,680576.5
5550,615677.56
5551,490226.84
5552,645650.56
5553,627179.7
5554,615677.56
5555,490226.84
5556,623586.94
5557,1007123.6
5558,736975.7
5559,660656.9
5560,540119.44
5561,632445.75
5565,2328035.2
5566,526926.1
5567,615677.56
5568,615677.56
5569,496953.2
5570,628183.5
5571,615677.56
5572,689888.0
5573,1104680.5
5574,490226.84
5575,640384.5
5576,1755114.2
5577,645650.56
5578,660304.2
5579,641169.2
5580,615677.56
5581,656175.5
5582,665570.25
5583,660656.9
5584,962016.2
5585,615677.56
5586,641054.0
5587,1163700.2
5588,692480.56
5589,607069.3
5590,886690.6
5591,607069.3
5595,60485116.0
5596,30291872.0
5597,25888914.0
5598,12747345.0
5599,9218812.0
5600,27844166.0
5601,15990640.0
5602,8186164.0
5603,10087575.0
5604,65183750.0
5605,59583504.0
5606,54202652.0
5607,13954795.0
5608,22807520.0
5609,19445950.0
5610,86907450.0
5611,12293605.0
5612,63932736.0
5613,20485316.0
5614,22997568.0
5615,3341031.5
5616,9260166.0
5620,35941796.0
5621,47193844.0
5622,21127452.0
5623,22237894.0
5624,26793096.0
5625,12757009.0
5626,12763560.0
5627,10801977.0
5628,11272997.0
5629,62043850.0
5630,55214930.0
5631,37921720.0
5632,24093476.0
5633,17042880.0
5634,25474610.0
5635,29113224.0
5636,44170004.0
5637,42472424.0
5638,25423764.0
5641,20437158.0
5642,9351506.0
5643,9718842.0
5644,11957677.0
5645,9310615.0
5646,18054810.0
5647,9110467.0
5648,8147478.0
5649,7262476.5
5650,23430102.0
5651,18099190.0
5652,12986576.0
5653,15471214.0
5654,6660582.5
5655,19752840.0
5656,15101337.0
5657,18588054.0
5658,17898796.0
5659,18447548.0
5660,15174695.0
5663,8480266.0
5664,5984154.0
5665,5510414.0
5666,7186950.5
5667,4995601.0
5668,4694173.0
5669,5594639.5
5670,5794325.5
5671,19917994.0
5672,7038126.0
5673,28764366.0
5674,4916509.5
5675,6204572.0
5676,13218799.0
5677,6335576.0
5678,6762596.5
5679,25199086.0
5680,8763107.0
5681,4754103.5
5682,9159549.0
5683,7355920.5
5684,9950774.0
5685,12259408.0
5686,5062328.5
5690,6286086.5
5691,6829487.5
5692,5313076.5
5693,7597740.5
5694,11885533.0
5695,6053896.5
5696,18368202.0
5697,2888763.5
5698,6003866.5
5699,6851326.0
5700,3841303.0
5701,13300624.0
5702,5499079.0
5703,3032335.2
5704,8652607.0
5705,15930005.0
5706,12926391.0
5707,10331563.0
5708,4603837.5
5709,2648501.5
5713,6879629.5
5714,4464113.5
5715,9740763.0
5716,3470783.2
5717,4411670.0
5718,8550642.0
5719,6731149.5
5720,4162661.8
5721,4740752.5
5722,18328586.0
5723,9128476.0
5724,4962298.5
5725,7472663.5
5726,17375300.0
5727,7667183.5
5728,10468532.0
5729,9050763.0
5730,4923672.5
5731,628625.56
5732,6044348.5
5733,4394054.5
5734,10777569.0
5735,5342719.5
5739,10716557.0
5740,5824754.5
5741,3583019.8
5742,4972003.0
5743,2665134.2
5744,3105168.2
5745,5828256.5
5746,2869530.5
5747,4165679.2
5748,3562291.0
5749,5452443.0
5750,3197609.0
5751,5024069.0
5752,3053471.2
5753,8377732.0
5754,6385737.5
5755,3921912.8
5756,3744320.5
5757,16744362.0
5758,9071451.0
5759,4474826.0
5760,3515055.2
5765,6561147.5
5766,8123915.5
5767,5916708.5
5768,4471604.5
5769,732744.5
5770,19608260.0
5771,6107381.5
5772,4075389.5
5773,5172257.0
5774,3208574.2
5775,10562134.0
5776,12040885.0
5777,9666357.0
5778,7852974.5
5779,7173770.0
5780,3638347.2
5781,6546475.0
5782,4069804.5
5783,589800.1
5784,3756973.2
5785,7695870.0
5786,3120305.5
5789,5268656.0
5790,3923322.2
5791,6538069.0
5792,5474692.0
5793,15638873.0
5794,9663255.0
5795,10933683.0
5796,5885098.0
5797,6878547.0
5798,10456858.0
5799,3472455.5
5800,3993587.0
5801,8185098.5
5802,4482293.0
5803,7139420.0
5804,6101130.0
5805,7311956.5
5806,8025789.5
5807,6231585.0
5808,6976563.0
5809,18907210.0
5810,3822965.2
5813,8055776.5
5814,6073339.5
5815,6282975.5
5816,598408.4
5817,3531629.2
5818,3409730.8
5819,3625608.2
5820,14701698.0
5821,7978085.0
5822,9744909.0
5823,5976002.0
5824,7022761.0
5825,4926892.5
5826,5114145.0
5827,4676638.5
5828,2739361.8
5829,5615507.5
5830,9151373.0
5831,7539157.5
5832,5009036.0
5833,1632980.9
5837,6044943.5
5838,6812460.5
5839,3764483.2
5840,6235590.5
5841,5436911.0
5842,3035325.2
5843,6718857.5
5844,3644422.2
5845,5669618.0
5846,3474516.2
5847,9906653.0
5848,3823688.5
5849,10660581.0
5850,3086934.2
5851,6866390.0
5852,3086934.2
5853,3278256.0
5854,14464139.0
5855,8120043.0
5856,6319045.5
5857,4521526.5
5858,4320681.0
5861,14678943.0
5862,3269486.8
5863,2635551.0
5864,6643880.5
5865,3768247.0
5866,4398523.5
5867,2552964.8
5868,598408.4
5869,4472140.0
5870,4188384.5
5871,3290880.5
5872,3452100.8
5873,6930677.0
5874,4319389.5
5875,5551397.0
5876,3932722.8
5877,4309410.0
5878,3483392.2
5879,4861597.0
5880,2638099.8
5884,8989783.0
5885,2456113.8
5886,5518193.0
5887,2894658.8
5888,2839947.2
5889,3543836.0
5890,3452100.8
5891,7307523.5
5892,3556104.0
5893,2954021.2
5894,4241365.0
5895,3927604.2
5896,8881470.0
5897,6119349.0
5898,4243101.0
5899,3021993.2
5900,7323960.5
5901,3120305.5
5902,9365489.0
5903,3925895.2
5904,4398837.5
5905,6462339.5
5909,11772400.0
5910,4961342.5
5911,3484587.0
5912,4411851.0
5913,5282539.5
5914,3853716.8
5915,5466387.5
5916,4799494.0
5917,8015140.5
5918,1414551.4
5919,3474516.2
5920,3604976.0
5921,4579714.0
5922,3452100.8
5923,9932784.0
5924,4644186.0
5925,6958574.5
5926,7181964.0
5927,3954268.5
5928,3120305.5
5929,4318872.5
5930,7594192.0
5931,8561669.0
5932,4884377.5
5936,3914126.0
5937,4962040.5
5938,3469913.0
5939,3467314.8
5940,4346147.5
5941,4183405.5
5942,3452100.8
5943,5119201.0
5944,3731269.8
5945,4949045.0
5946,3552653.5
5947,5802763.0
5948,3914126.0
5949,2771798.5
5950,4205519.5
5951,3870768.2
5952,4508563.0
5953,2552709.2
5954,6129309.0
5955,7307743.5
5956,8301989.0
5957,4717747.0
5961,6728342.5
5962,3269486.8
5963,6980273.5
5964,3474516.2
5965,4607883.5
5966,9324194.0
5967,2456113.8
5968,3879785.0
5969,11840337.0
5970,3521420.5
5971,7313024.0
5972,3843497.2
5973,3990125.0
5974,6772054.5
5975,7375718.0
5976,3012397.2
5977,3739624.5
5978,8833889.0
5979,7694231.0
5980,3136539.2
5981,2456113.8
5985,7846623.0
5986,4905804.5
5987,3873419.8
5988,3717863.5
5989,3999512.5
5990,3779924.0
5991,6100392.0
5992,3775560.2
5993,5550372.5
5994,3258918.8
5995,3848257.5
5996,3624722.2
5997,4144083.8
5998,3269486.8
5999,7736029.5
6000,5594410.5
6001,2916462.8
6002,2552709.2
6003,3198779.8
6004,6211183.5
6005,4629210.5
6006,4267943.0
6007,3657983.5
6010,4390423.0
6011,4398523.5
6012,12115129.0
6013,3563190.2
6014,4039054.8
6015,6661641.5
6016,3864222.2
6017,3670083.0
6018,7085456.5
6019,3922645.5
6020,4687734.0
6021,4379310.5
6022,2658510.8
6023,3927966.8
6024,8425583.0
6025,6177721.0
6026,3957826.2
6027,7618105.0
6028,2945698.0
6029,2916462.8
6030,12199368.0
6031,2705964.0
6034,4775271.5
6035,3450021.0
6036,5413208.5
6037,2838194.5
6038,3065846.5
6039,4649388.0
6040,4670023.0
6041,6110237.5
6042,2844642.8
6043,3103168.0
6044,3474516.2
6045,2635551.0
6046,2635551.0
6047,2676798.2
6048,2813409.8
6049,3274021.2
6050,3582560.5
6051,3810412.0
6052,5279896.5
6053,4972244.5
6054,4805899.0
6055,8522774.0
6056,2483027.5
6057,2552964.8
6058,3635073.0
6059,3485472.0
6060,4922951.5
6063,3735565.5
6064,5041673.5
6065,4244126.5
6066,2483027.5
6067,2635551.0
6068,3474516.2
6069,6175689.0
6070,3109349.8
6071,2552964.8
6072,3739728.5
6073,3703351.2
6074,4040443.5
6075,3833089.0
6076,3900230.0
6077,3814638.0
6078,3666837.2
6079,4367997.0
6080,3566079.0
6081,3438249.0
6082,2635551.0
6083,3733711.2
6084,3273287.5
6085,5189619.5
6086,4805270.5
6090,665878.06
6091,683895.44
6092,614973.25
6093,1437444.4
6094,630268.6
6095,1450938.4
6096,683895.44
6097,599536.44
6098,492311.94
6099,640391.9
6100,698901.7
6101,1436123.2
6102,614973.25
6103,614973.25
6104,614973.25
6105,9561729.0
6106,499021.44
6107,614973.25
6108,526421.94
6109,657272.6
6110,740975.3
6111,2051005.9
6112,3712220.2
6113,3048386.8
6114,492311.94
6117,2727537.5
6118,4006896.0
6119,630268.6
6120,841363.25
6121,1443358.6
6122,614973.25
6123,630268.6
6124,641424.5
6125,696401.4
6126,489522.56
6127,3825005.0
6128,630268.6
6129,650032.75
6130,650147.94
6131,965455.06
6132,681423.8
6133,614973.25
6134,596955.9
6135,5029602.0
6136,691547.0
6137,1821243.6
6140,653964.56
6141,1311117.4
6142,566751.1
6143,552893.7
6144,931458.4
6145,665579.25
6146,939520.3
6147,624171.1
6148,1422192.9
6149,1265689.1
6150,653073.3
6151,623279.94
6152,497829.2
6153,1804323.4
6154,638575.25
6155,618905.06
6156,623279.94
6157,686935.9
6158,623279.94
6159,658339.4
6160,897878.94
6161,618905.06
6164,1159061.6
6165,650032.75
6166,487937.12
6167,2168547.5
6168,844551.2
6169,657272.6
6170,513902.3
6171,630268.6
6172,574504.8
6173,1904486.9
6174,597354.06
6175,691137.44
6176,610598.44
6177,614973.25
6178,513902.3
6179,614973.25
6180,1734407.1
6181,614973.25
6182,1200483.4
6183,630268.6
6184,622215.25
6186,682529.2
6187,601990.2
6188,610598.44
6192,3461742.5
6193,698901.7
6194,650032.75
6195,526421.94
6196,614973.25
6197,489522.56
6198,626467.94
6199,660664.25
6200,761684.8
6201,2971473.0
6202,1257081.4
6203,650032.75
6204,716027.4
6205,1013114.3
6206,614973.25
6207,675287.2
6208,1025601.75
6209,662538.7
6210,609589.2
6211,645657.94
6214,683895.44
6215,614973.25
6216,904463.44
6217,614973.25
6218,614973.25
6219,596955.9
6220,630268.6
6221,489522.56
6222,596955.9
6223,861865.94
6224,539588.25
6225,630268.6
6226,698901.7
6227,650032.75
6228,614973.25
6229,1145408.9
6230,614973.25
6231,675287.2
6232,683895.44
6233,662538.7
6234,610598.44
6235,630268.6
6236,626749.3
6237,524581.94
6238,618984.6
6241,644766.7
6242,485147.75
6243,610598.44
6244,678629.4
6245,496248.88
6247,573450.9
6248,606365.0
6249,683895.44
6250,614973.25
6251,630268.6
6252,1013114.3
6253,509527.5
6254,1088560.9
6257,513902.3
6258,645657.94
6259,606365.0
6260,746110.7
6261,630268.6
6262,2414037.5
6263,889457.1
6264,660664.25
6265,684059.06
6266,650032.75
6269,630268.6
6270,535213.44
6271,2638713.8
6272,612251.25
6273,683895.44
6274,614973.25
6275,612251.25
6276,645657.94
6277,844551.2
6278,1518980.5
6279,630268.6
6280,675287.2
6281,2233845.8
6282,630268.6
6283,630268.6
6284,630268.6
6285,2061008.2
6286,630268.6
6287,614973.25
6288,650032.75
6289,614973.25
6290,797435.6
6291,1620580.9
6292,957247.8
6296,716027.4
6297,627640.56
6298,513902.3
6299,492311.94
6300,614973.25
6301,531308.3
6302,614973.25
6303,940385.56
6304,612251.25
6305,650032.75
6306,558692.0
6307,645657.94
6308,644766.7
6309,650032.75
6310,643960.06
6311,665154.25
6312,606365.0
6313,513902.3
6314,614973.25
6315,678629.4
6316,499038.3
6317,509527.5
6318,614973.25
6321,546314.6
6322,614973.25
6323,643960.06
6324,643960.06
6325,614973.25
6326,1870522.5
6328,1556320.0
6329,489522.56
6330,614973.25
6331,993699.25
6332,614973.25
6333,496248.88
6334,665039.06
6335,499038.3
6336,643960.06
6337,858624.1
6338,614973.25
6339,610598.44
6340,810600.1
6341,645657.94
6342,614973.25
6345,1202634.8
6346,672396.25
6347,683895.44
6348,601990.2
6350,630268.6
6351,614973.25
6352,698901.7
6353,630268.6
6355,657272.6
6356,614973.25
6357,662538.7
6358,662538.7
6359,637049.7
6360,849817.25
6361,948473.0
6362,814974.94
6363,885154.8
6364,614973.25
6365,848837.56
6366,644766.7
6367,614973.25
6368,601990.2
6371,630268.6
6372,509527.5
6373,513902.3
6374,645657.94
6375,650032.75
6376,614973.25
6377,657272.6
6378,871301.3
6379,716142.56
6380,489522.56
6381,677545.0
6382,678629.4
6383,496248.88
6384,644766.7
6385,688248.2
6386,513902.3
6391,915889.1
6392,716643.7
6393,485147.75
6395,605432.9
6398,614973.25
6399,793609.2
6400,614973.25
6401,1571096.8
6402,492311.94
6403,492295.06
6404,1815404.2
6405,643960.06
6406,699016.9
6408,614973.25
6409,614973.25
6410,596955.9
6411,630268.6
6412,492311.94
6413,640391.9
6414,658163.9
6415,496248.88
6416,614973.25
6417,614973.25
6418,617745.8
6419,846118.2
6420,489522.56
6423,573450.9
6424,645657.94
6425,614973.25
6426,614973.25
6427,524581.94
6428,614973.25
6429,614973.25
6430,814974.94
6431,849817.25
6432,485147.75
6433,815160.75
6434,614973.25
6435,489522.56
6436,485147.75
6437,596955.9
6438,610598.44
6439,489522.56
6440,610598.44
6441,606365.0
6442,1081288.5
6443,1904806.1
6444,496248.88
6445,665154.25
6449,665039.06
6450,665039.06
6451,940385.56
6452,622215.25
6453,650032.75
6454,1548242.9
6455,630268.6
6456,614973.25
6457,614973.25
6458,884191.06
6459,1105697.6
6460,614973.25
6461,614973.25
6462,652899.94
6463,612251.25
6464,614973.25
6465,645657.94
6466,644766.7
6467,1797880.6
6468,614973.25
6469,645657.94
6470,492311.94
6474,796260.75
6475,489522.56
6476,700081.25
6477,614973.25
6478,614973.25
6479,665039.06
6480,614973.25
6481,866125.6
6482,614973.25
6483,665039.06
6484,685343.5
6485,833831.2
6486,644766.7
6487,1542703.5
6488,606365.0
6489,2051794.2
6490,614973.25
6491,614973.25
6492,614973.25
6493,644766.7
6496,630268.6
6497,614973.25
6498,604197.9
6499,596955.9
6500,492311.94
6501,626749.3
6502,614973.25
6503,650032.75
6504,614973.25
6505,630268.6
6506,614973.25
6507,630268.6
6508,614973.25
6509,489522.56
6510,683895.44
6511,814974.94
6512,614973.25
6513,596955.9
6514,614973.25
6515,614973.25
6516,610598.44
6517,614973.25
6520,640391.9
6521,696401.4
6522,614973.25
6523,684059.06
6524,614973.25
6525,627479.2
6526,492311.94
6527,650032.75
6528,558692.0
6529,887890.1
6530,614973.25
6531,660664.25
6532,614973.25
6533,614973.25
6534,644766.7
6535,1229153.9
6536,606365.0
6537,614973.25
6538,610598.44
6539,487937.12
6542,1459190.5
6543,1286480.4
6544,829724.94
6545,614973.25
6546,614973.25
6547,665039.06
6548,614973.25
6549,614973.25
6550,645657.94
6551,596955.9
6552,496248.88
6553,656430.8
6554,513902.3
6555,614973.25
6556,614973.25
6557,630268.6
6558,644766.7
6559,614973.25
6560,614973.25
6561,596955.9
6562,610598.44
6565,614973.25
6566,496248.88
6567,614973.25
6568,489522.56
6569,622215.25
6570,614973.25
6571,614973.25
6572,614973.25
6573,489522.56
6574,633041.2
6575,610598.44
6576,489522.56
6577,614973.25
6578,614973.25
6579,614973.25
6580,1088690.4
6581,644766.7
6582,636158.44
6583,879980.7
6584,513902.3
6585,617840.44
6586,645657.94
6587,648430.44
6588,610598.44
6591,491874.06
6592,592581.06
6593,614973.25
6594,614973.25
6595,610598.44
6596,650032.75
6597,625611.3
6598,492311.94
6599,636158.44
6600,1142218.4
6601,906905.2
6602,707419.1
6603,645657.94
6604,665039.06
6605,665039.06
6606,1848445.9
6607,614973.25
6608,630268.6
6609,496248.88
6610,711767.7
6611,614973.25
6614,539321.0
6615,592581.06
6616,596955.9
6617,513902.3
6618,598408.4
6619,610598.44
6620,614973.25
6621,614973.25
6622,614973.25
6623,6707001.0
6624,489522.56
6625,865532.5
6626,614973.25
6627,630268.6
6628,614973.25
6629,789700.44
6630,1348658.2
6631,4076068.2
6632,657272.6
6633,614973.25
6634,935588.5
6635,559593.4
6636,496248.88
6637,492311.94
6641,15995654.0
6642,5585007.5
6643,8502410.0
6644,7049611.0
6645,4192362.8
6646,2940855.0
6647,3324564.8
6648,2824524.8
6649,5395865.5
6650,3781932.8
6651,13997511.0
6652,6018424.5
6653,3543435.0
6654,3095039.0
6655,8154673.0
6656,15450425.0
6657,15890660.0
6658,9482561.0
6659,21625110.0
6660,2656012.0
6661,2580978.8
6665,6016152.5
6666,1597420.5
6667,4574117.0
6668,1396976.2
6669,3181484.8
6670,4759490.0
6671,4105060.5
6672,1590445.2
6673,1663526.1
6674,4990194.0
6675,6672235.0
6676,8100553.0
6677,570225.3
6678,1663526.1
6679,14630590.0
6680,1763625.9
6681,5662710.0
6682,5437640.0
6683,1681266.8
6684,2231855.5
6685,582731.25
6686,2061874.0
6687,11527433.0
6688,2480184.8
6689,2782898.0
6693,8910445.0
6694,2242311.0
6695,4420788.5
6696,1143706.5
6697,4543602.0
6698,1638701.5
6699,1561096.5
6700,1791598.8
6701,4234466.0
6702,1566362.6
6703,3177022.8
6704,5673413.5
6705,7351637.5
6706,2103800.2
6707,4183508.0
6708,2467440.2
6709,3623757.5
6710,2476342.5
6711,1433524.1
6712,8052609.0
6713,1654376.8
6714,2075136.1
6715,3838614.8
6716,1306603.9
6717,2439915.2
6718,7022376.0
6719,2432998.2
6720,5830969.5
6721,4290690.5
6722,2231124.8
6726,830984.0
6727,2053277.0
6728,870540.75
6729,1726198.0
6730,2540153.5
6731,1336317.5
6732,3003581.0
6733,1293403.2
6734,4428282.5
6735,3582452.5
6736,826772.75
6737,1708566.4
6738,714194.44
6740,3199587.2
6741,8017510.5
6742,4768039.0
6743,802019.4
6744,802019.4
6745,1603083.1
6746,11948445.0
6747,1093885.4
6751,1409843.6
6752,830984.0
6753,2634107.5
6754,2947885.5
6756,1067850.4
6757,929118.44
6758,978699.25
6759,880052.44
6760,1490060.2
6761,1318551.1
6762,1279980.5
6763,1694569.5
6764,903386.6
6765,1650948.5
6766,2451632.8
6767,1337317.9
6768,4964812.0
6769,1342583.9
6770,1496217.4
6771,1603107.1
6772,802019.4
6773,879570.75
6774,879570.75
6775,2224803.5
6776,802019.4
6777,793411.1
6781,1293403.2
6782,802019.4
6783,3273373.8
6784,1154062.9
6785,835381.0
6786,837179.1
6787,879570.75
6788,970091.0
6789,833836.94
6790,1065888.2
6791,824427.8
6792,842445.2
6793,802019.4
6794,802019.4
6795,1443807.6
6796,2207831.8
6797,904771.44
6798,1293403.2
6799,879570.75
6800,802019.4
6801,1505922.5
6802,1342583.9
6803,1082376.9
6804,802019.4
6805,802019.4
6806,802019.4
6810,1293403.2
6811,802019.4
6812,830984.0
6813,714079.25
6814,842445.2
6815,830984.0
6816,802019.4
6817,802019.4
6818,819161.75
6819,802019.4
6820,6273870.5
6821,2870146.2
6822,1381345.5
6823,879570.75
6824,802019.4
6825,802019.4
6826,802019.4
6827,3675090.5
6828,835381.0
6829,978814.44
6830,842445.2
6831,1342583.9
6836,837179.1
6837,1430526.1
6838,837179.1
6839,802019.4
6840,1534217.4
6841,837179.1
6842,3240462.8
6843,837179.1
6844,802019.4
6845,686872.8
6846,1547020.5
6847,842445.2
6848,802019.4
6849,686872.8
6850,1624016.2
6851,802019.4
6852,802019.4
6853,1607834.4
6854,812966.6
6855,1439060.6
6856,830984.0
6857,802019.4
6858,1649341.9
6859,802019.4
6860,871409.8
6861,1613250.5
6862,842560.4
6863,984411.06
6867,879570.75
6868,842445.2
6869,802019.4
6870,2155192.8
6871,673653.44
6872,1051915.6
6873,835381.0
6874,864345.6
6875,802019.4
6876,842445.2
6877,570256.06
6878,1190944.4
6880,3106031.2
6881,875922.0
6882,1452934.9
6883,536894.44
6884,1696806.1
6885,802019.4
6886,802019.4
6887,1452934.9
6888,1730025.2
6889,2023820.5
6890,825720.06
6891,837179.1
6892,657194.75
6896,802019.4
6897,1724150.1
6898,802019.4
6899,1157729.2
6900,1337317.9
6901,710839.94
6902,793411.1
6903,4000368.8
6904,1959078.1
6905,978814.44
6906,896868.5
6907,2714582.5
6908,1534906.0
6909,871409.8
6910,793411.1
6911,807285.44
6912,793411.1
6913,3033199.5
6914,2924004.8
6915,1067789.2
6916,842445.2
6917,802019.4
6918,1142918.4
6919,4568047.0
6920,1381345.5
6924,802019.4
6925,2172054.2
6926,3140152.5
6927,784002.0
6928,802019.4
