,PredictedValueXGB
8596,952372.2
8599,1757702.5
8600,1495635.1
8601,948357.5
8602,952372.2
8603,728388.94
8604,890117.4
8605,968075.2
8606,1743710.6
8607,972973.7
8608,1442995.4
8609,969954.44
8610,905305.25
8611,952372.2
8612,758361.9
8613,1170264.1
8614,989189.4
8615,953623.56
8616,943763.94
8617,2967602.8
8618,1242626.0
8619,785242.94
8620,1212056.1
8621,939866.25
8625,2842112.0
8626,969193.7
8627,942122.4
8628,785242.94
8629,930892.6
8630,2041636.0
8631,1156973.1
8632,1619723.0
8633,919062.56
8634,969839.25
8635,905305.25
8636,871072.25
8637,1107720.8
8638,1051737.1
8639,962349.5
8640,939866.25
8641,805485.75
8642,923650.6
8643,939866.25
8644,1064197.1
8645,1927845.1
8646,1804771.1
8647,1724679.1
8648,931258.0
8651,952372.2
8652,1385436.1
8653,901290.56
8654,1404260.2
8655,1698754.0
8656,1026455.3
8657,4222551.5
8658,939866.25
8659,3102176.8
8660,2835870.2
8661,962349.5
8662,1420184.9
8663,782094.1
8664,1670255.9
8665,4597388.5
8666,939866.25
8667,1137520.1
8668,1678981.9
8669,999774.25
8670,2266770.0
8671,1211664.8
8672,939866.25
8673,919062.56
8674,2373072.8
8675,1224881.5
8679,906556.6
8680,982345.2
8681,953623.56
8682,952372.2
8683,939866.25
8684,889089.6
8685,1545397.5
8686,939866.25
8687,1016966.0
8688,1148861.6
8689,977141.25
8690,912271.5
8691,906556.6
8692,758361.9
8693,2054510.2
8694,2201995.8
8695,939866.25
8696,1430854.0
8697,935278.2
8698,889089.6
8699,952372.2
8700,939866.25
8701,1680963.8
8702,952372.2
8703,1409106.4
8704,757859.25
8705,923650.6
8708,939866.25
8709,936156.56
8710,2494422.5
8711,1015720.6
8712,1500176.5
8713,936156.56
8714,1353596.4
8715,993686.6
8716,1757702.5
8717,989189.4
8718,1043337.6
8719,1195380.4
8720,1364474.5
8721,1719436.5
8722,1719436.5
8723,2796748.0
8724,969956.9
8725,3122296.2
8726,876583.7
8727,943763.94
8732,1141198.1
8733,915282.56
8734,2665336.5
8735,944829.0
8736,936156.56
8737,939866.25
8738,876583.7
8740,858566.3
8741,728388.94
8742,952720.0
8743,939866.25
8744,1266069.6
8745,939866.25
8746,728388.94
8747,1686451.9
8748,997692.44
8749,1380042.2
8750,953623.56
8751,1748334.2
8752,939866.25
8753,969193.7
8754,936156.56
8755,757859.25
8756,1249799.8
8757,1008090.25
8758,947108.25
8759,939866.25
8760,888344.4
8764,757859.25
8765,3155221.8
8766,775512.8
8767,953623.56
8768,2919437.0
8769,728388.94
8770,965440.2
8771,939866.25
8772,982345.2
8773,939866.25
8774,728388.94
8775,3693164.5
8776,939866.25
8777,952372.2
8778,962349.5
8779,939866.25
8780,1406909.4
8781,2686433.0
8782,977471.06
8783,4159137.5
8784,858566.3
8785,3457298.2
8786,775512.8
8787,1177023.2
8790,2807255.2
8791,969839.25
8792,1051737.1
8793,962349.5
8794,821701.4
8795,825971.4
8796,1226276.4
8797,1241118.6
8798,1060779.4
8799,1836934.0
8800,973199.06
8801,775512.8
8802,892799.3
8803,1415847.6
8804,901290.56
8805,939866.25
8806,2686133.0
8807,5869901.5
8808,1999863.9
8809,1383867.0
8810,953623.56
8811,936156.56
8812,2848858.0
8813,1347165.0
8814,874781.94
8815,4626112.0
8818,2484877.8
8819,910751.56
8820,669878.8
8821,1382753.6
8822,1136007.1
8823,662638.94
8824,1345891.5
8825,705038.7
8826,692532.75
8827,531922.06
8828,657372.9
8829,657372.9
8830,706524.75
8831,669878.8
8832,1371744.5
8833,657372.9
8834,687023.44
8835,662754.1
8836,1488547.8
8837,657372.9
8838,2434829.0
8839,972888.44
8840,689039.2
8844,751052.3
8845,690050.94
8846,748372.1
8847,654891.06
8848,2337332.0
8849,656096.8
8850,578849.1
8851,654891.06
8852,693353.6
8853,1051094.1
8854,3877940.8
8855,978683.0
8856,1554787.2
8857,585575.5
8858,992330.7
8859,663499.3
8860,562428.44
8861,690050.94
8862,754585.06
8863,664698.2
8866,1643848.1
8867,671385.94
8868,683891.9
8869,552661.5
8870,1010920.9
8871,720386.9
8872,683891.9
8873,700914.56
8874,695648.5
8875,719051.75
8876,660488.6
8877,671469.56
8878,683891.9
8879,700577.2
8880,700914.56
8881,660488.6
8882,651880.4
8883,719051.75
8884,675283.6
8885,700914.56
8886,695648.5
8891,669878.8
8892,837104.94
8893,657372.9
8894,669878.8
8895,742924.75
8896,657372.9
8897,838235.06
8898,697798.8
8899,669878.8
8900,697798.8
8901,685727.94
8902,706524.75
8903,647091.3
8904,2603640.5
8905,721646.3
8906,774605.94
8907,1435146.6
8908,657372.9
8909,670136.25
8910,657372.9
8911,1242101.6
8912,1795228.6
8913,1442442.9
8914,639355.5
8915,710419.94
8919,710304.75
8920,657372.9
8921,657372.9
8922,697798.8
8923,657372.9
8924,1020795.44
8925,710304.75
8926,710304.75
8927,692532.75
8928,655699.56
8929,706524.75
8930,996788.5
8931,1391929.4
8932,706639.94
8933,657372.9
8934,669878.8
8935,657372.9
8936,655699.56
8937,1400314.9
8938,721051.2
8939,692532.75
8940,697914.0
8941,706524.75
8942,657372.9
8943,579074.4
8944,647091.3
8945,661083.3
8948,657372.9
8949,647091.3
8950,705038.7
8951,842590.44
8952,1165990.4
8953,657372.9
8954,697798.8
8955,596727.94
8956,990744.0
8957,657372.9
8958,538648.44
8959,3307208.2
8960,1053136.1
8961,697798.8
8962,657372.9
8963,1382753.6
8964,874170.7
8965,560768.2
8966,657372.9
8967,657372.9
8968,669878.8
8969,2786322.8
8970,657372.9
8971,657372.9
8975,652357.4
8976,657372.9
8977,657372.9
8978,572348.0
8979,647091.3
8980,1000008.25
8981,647091.3
8982,696125.5
8983,706524.75
8984,669878.8
8985,708545.25
8986,657372.9
8987,721531.1
8988,657372.9
8989,538648.44
8990,710304.75
8991,647091.3
8992,538648.44
8993,697798.8
8994,657372.9
8995,876376.56
8996,657372.9
8997,910866.75
8998,1374389.6
8999,994812.56
9000,1745682.6
9003,572348.0
9004,1882474.4
9005,639355.5
9006,657372.9
9007,706524.75
9008,657372.9
9009,697798.8
9010,538648.44
9011,717553.3
9012,786798.8
9013,657372.9
9014,706524.75
9015,900569.75
9016,706524.75
9017,669878.8
9018,538648.44
9019,669878.8
9020,657372.9
9021,1615067.4
9022,556302.0
9023,531922.06
9024,668205.5
9028,697798.8
9029,657372.9
9030,639355.5
9031,706524.75
9032,1504730.4
9033,531922.06
9034,730604.1
9035,657372.9
9036,2713494.5
9037,1063351.0
9038,706871.94
9039,657372.9
9040,531922.06
9041,704851.44
9042,1296739.8
9043,647091.3
9044,696125.5
9045,994812.56
9046,1640641.8
9047,732277.44
9048,657372.9
9049,1052146.9
9050,878049.94
9051,647091.3
9055,1317056.0
9056,942895.8
9057,1399986.8
9058,657372.9
9059,1193293.2
9060,657372.9
9061,754774.1
9062,697798.8
9063,657372.9
9064,661083.3
9065,1283095.9
9066,669878.8
9067,657372.9
9068,657372.9
9069,647091.3
9070,722111.06
9071,905425.44
9072,697798.8
9073,697914.0
9074,647091.3
9078,732277.44
9079,1410620.0
9080,696125.5
9081,647091.3
9082,697798.8
9083,697798.8
9084,1337165.6
9085,657372.9
9086,2445107.5
9087,703279.2
9088,715785.1
9089,1045499.7
9090,639355.5
9091,657372.9
9092,638408.7
9093,657372.9
9094,657372.9
9095,1032885.4
9096,897496.06
9097,572348.0
9098,662638.94
9099,647091.3
9100,639355.5
9101,657372.9
9102,647091.3
9106,706524.75
9107,669878.8
9108,657372.9
9109,668205.5
9110,531922.06
9111,732277.44
9112,669878.8
9113,669878.8
9114,687021.3
9115,596080.3
9116,669878.8
9117,804417.06
9118,669878.8
9119,1296739.8
9120,657372.9
9121,1017337.56
9122,657372.9
9124,692532.75
9125,722111.06
9126,657372.9
9127,697798.8
9128,647091.3
9131,657372.9
9132,1154509.9
9133,710304.75
9134,687021.3
9135,1565223.2
9136,655699.56
9137,763859.5
9138,2655563.0
9139,696125.5
9140,994812.56
9141,697798.8
9142,989546.5
9143,721531.1
9144,657372.9
9145,647091.3
9146,647091.3
9147,692532.75
9148,721646.3
9149,657372.9
9150,698263.7
9151,697798.8
9152,647091.3
9153,647091.3
9156,721051.2
9157,697914.0
9158,647091.3
9159,647091.3
9160,657372.9
9161,1545660.9
9162,692532.75
9163,669878.8
9164,721531.1
9165,722111.06
9166,721051.2
9167,669878.8
9168,640495.8
9169,657372.9
9170,1396745.5
9171,678834.9
9172,991582.44
9173,698278.4
9174,596727.94
9175,696125.5
9176,657372.9
9177,583094.44
9178,647091.3
9181,596727.94
9182,692532.75
9183,669878.8
9184,916171.9
9185,657372.9
9186,538648.44
9187,657372.9
9188,1345891.5
9189,657372.9
9190,647091.3
9191,657372.9
9192,657372.9
9193,655699.56
9194,657372.9
9195,657372.9
9196,657372.9
9197,697798.8
9198,1385300.6
9199,657372.9
9200,657372.9
9201,657372.9
9202,657372.9
9203,647091.3
9208,657372.9
9209,793063.2
9210,732277.44
9211,657372.9
9212,772563.8
9213,531922.06
9214,657372.9
9215,657372.9
9216,538648.44
9217,639355.5
9218,655699.56
9219,729777.1
9220,669878.8
9221,657372.9
9222,669878.8
9223,668205.5
9225,657372.9
9226,706524.75
9227,647091.3
9228,657372.9
9229,657372.9
9230,657372.9
9231,669878.8
9232,669878.8
9233,1021902.75
9237,566032.1
9238,657372.9
9239,657372.9
9240,697798.8
9241,760155.4
9242,567081.94
9243,669878.8
9244,710304.75
9245,655699.56
9246,669878.8
9247,639355.5
9248,657372.9
9249,669878.8
9250,669878.8
9251,657372.9
9252,538648.44
9253,676089.7
9254,870300.5
9255,986821.8
9256,657372.9
9257,4068215.0
9261,657372.9
9262,657372.9
9263,657372.9
9264,697798.8
9265,763859.5
9266,1223093.2
9267,1015618.4
9268,1337165.6
9269,678834.9
9270,647091.3
9271,657372.9
9272,531922.06
9273,2744136.0
9274,567081.94
9275,1553295.5
9276,655699.56
9277,669878.8
9278,657372.9
9279,670136.25
9280,647091.3
9281,657372.9
9282,1337165.6
9283,679781.44
9284,692532.75
9285,538648.44
9286,692532.75
9287,657372.9
9288,668205.5
9292,657372.9
9293,669878.8
9294,692532.75
9295,710304.75
9296,835593.8
9297,669878.8
9298,657372.9
9299,692532.75
9300,682251.2
9301,1365663.8
9302,659597.25
9303,682251.2
9304,657372.9
9305,679781.44
9306,916171.9
9307,1017337.56
9308,657372.9
9309,697798.8
9310,799349.25
9311,1943441.1
9312,687517.25
9313,655699.56
9314,647091.3
9318,719857.8
9319,657372.9
9320,657372.9
9321,721531.1
9322,808729.94
9323,657372.9
9324,664614.9
9325,721531.1
9326,657372.9
9327,657372.9
9328,706987.1
9329,657372.9
9330,655699.56
9331,721646.3
9332,1374389.6
9333,647091.3
9334,657372.9
9335,660817.5
9336,669878.8
9337,967361.2
9338,687517.25
9339,706639.94
9344,697798.8
9345,774721.1
9346,591461.9
9347,856591.6
9348,647091.3
9349,639355.5
9350,657372.9
9351,679781.44
9352,697798.8
9353,647091.3
9354,567081.94
9355,697798.8
9356,1360397.8
9357,647091.3
9358,556302.0
9359,669878.8
9360,669878.8
9361,647091.3
9362,655699.56
9365,655699.56
9366,669878.8
9367,657372.9
9368,655699.56
9369,1384292.6
9370,692532.75
9371,697798.8
9372,657372.9
9373,704851.44
9374,596727.94
9375,657372.9
9376,669878.8
9377,596727.94
9378,538648.44
9379,639355.5
9380,692532.75
9381,706639.94
9382,572348.0
9383,1252498.1
9384,750666.5
9385,1174872.0
9386,556302.0
9387,657372.9
9390,647091.3
9391,669878.8
9392,669878.8
9393,2749022.2
9394,657372.9
9395,692532.75
9396,1019919.9
9397,538648.44
9398,834683.7
9399,657372.9
9400,719857.8
9401,531922.06
9402,1609798.1
9403,1012403.1
9404,657372.9
9405,907085.0
9406,669878.8
9407,657372.9
9408,697798.8
9409,647091.3
9410,696125.5
9414,876376.56
9415,669878.8
9416,1388019.6
9417,537188.1
9418,657372.9
9419,692532.75
9420,657372.9
9422,875591.56
9423,692532.75
9424,537188.1
9425,804417.06
9426,657372.9
9427,669878.8
9428,1673329.6
9429,713994.75
9430,697798.8
9431,655699.56
9432,531922.06
9433,905526.8
9434,1040138.7
9435,531922.06
9436,690859.44
9437,697798.8
9438,647091.3
9439,657372.9
9440,657372.9
9441,647091.3
9445,13061437.0
9446,3033962.5
9447,1569677.4
9448,1039028.6
9449,561617.06
9450,4818665.0
9451,1830309.5
9452,6704334.5
9453,6819034.5
9454,13957729.0
9455,5945910.0
9456,8969576.0
9457,3741634.8
9458,3028110.0
9459,14125422.0
9460,5867069.5
9461,9893505.0
9462,11608909.0
9463,9231825.0
9464,5316143.5
9465,7269602.5
9466,2264855.0
9471,3520248.0
9472,2055353.5
9473,1369048.1
9474,2023494.8
9475,1482872.0
9476,2721810.8
9477,4547823.0
9478,2081658.8
9479,7594741.5
9480,5130326.0
9481,6424708.5
9482,8254836.5
9483,5532004.5
9484,2892683.2
9485,4062888.5
9486,2841878.5
9487,3325169.2
9488,3403895.0
9489,5952997.5
9490,2382102.5
9495,4478932.5
9496,1731405.4
9497,2245501.8
9498,1452934.9
9499,1321901.4
9500,6746112.0
9501,5783194.0
9502,7255813.5
9503,828570.9
9504,5639124.5
9505,6365303.5
9506,2865408.2
9507,2205688.0
9508,7269263.5
9509,802019.4
9510,879685.94
9511,2754995.5
9512,802019.4
9513,1019571.06
9514,837179.1
9515,7329267.0
9516,3209172.8
9517,1808818.9
9522,911276.0
9523,8976354.0
9524,802019.4
9525,3795887.2
9526,833836.94
9527,833836.94
9528,2958821.0
9529,1349368.9
9530,1587100.1
9531,2251671.0
9532,871409.8
9533,3308266.0
9534,793411.1
9535,1120311.4
9536,5216039.5
9537,842445.2
9538,1267086.1
9539,3756323.8
9540,2644720.8
9541,1759464.4
9542,1140488.8
9543,8616972.0
9544,1827211.4
9545,2129178.0
9550,875806.8
9551,1185434.8
9552,908535.4
9553,1748028.9
9554,1708083.4
9555,708813.2
9556,802019.4
9557,908535.4
9558,842445.2
9559,1410766.2
9560,802019.4
9561,1645606.0
9562,842445.2
9563,1452934.9
9564,1381345.5
9565,2477852.0
9566,1435446.4
9567,812966.6
9568,1721491.9
9569,4106010.2
9570,959352.3
9571,879570.75
9572,547494.4
9573,4535858.0
9574,2443141.0
9575,1293403.2
9580,849687.2
9581,879570.75
9582,871409.8
9583,793411.1
9584,830984.0
9585,1321901.4
9586,1687095.8
9587,2968881.0
9588,4003615.8
9589,2081476.4
9590,1663461.4
9591,1806849.8
9592,842445.2
9593,802019.4
9594,842445.2
9595,4125984.5
9596,802019.4
9597,802019.4
9598,2177390.2
9599,1402158.0
9605,793411.1
9606,802019.4
9607,837179.1
9608,822375.75
9609,714256.5
9610,1771265.6
9611,1724371.2
9612,1299192.1
9613,3969345.2
9614,835381.0
9615,2801757.8
9616,7546947.0
9617,871409.8
9618,2173965.2
9619,2020264.9
9620,2197013.8
9621,2014720.9
9622,833836.94
9623,3007321.8
9624,793411.1
9625,1927574.6
9626,1340875.9
9627,793411.1
9631,866145.9
9632,1165017.9
9633,842445.2
9634,2153359.0
9635,1410766.2
9636,921779.44
9637,842445.2
9638,842445.2
9639,1430526.1
9640,930387.7
9641,1088514.0
9642,842445.2
9643,1585834.2
9644,978814.44
9645,837179.1
9646,802019.4
9647,1424423.5
9648,2519196.8
9649,837179.1
9650,1405500.2
9651,2770726.0
9652,1293403.2
9653,842445.2
9657,837179.1
9658,802019.4
9659,1381345.5
9660,842445.2
9661,978699.25
9663,3228772.0
9664,837179.1
9665,1452934.9
9666,3657214.8
9667,842445.2
9668,842445.2
9669,1452934.9
9670,4684769.5
9671,1293403.2
9672,793411.1
9673,4740712.0
9674,842445.2
9675,1293403.2
9676,1662953.4
9677,802019.4
9678,2081672.4
9679,4099249.5
9680,978814.44
9681,842445.2
9682,1288137.2
9686,842445.2
9687,837179.1
9688,1036553.44
9689,686872.8
9690,830984.0
9691,837179.1
9692,657194.75
9693,2235882.8
9694,830984.0
9695,1052258.9
9696,2444851.5
9697,2326332.5
9698,1430526.1
9699,1730025.2
9700,871409.8
9701,842560.4
9702,1071516.9
9703,837179.1
9704,802019.4
9705,828570.9
9706,1846259.9
9707,842445.2
9708,688067.7
9713,879570.75
9714,802019.4
9715,802019.4
9716,793411.1
9717,871409.8
9718,1410766.2
9719,908535.4
9720,802019.4
9721,1452934.9
9722,1732144.2
9723,1608708.2
9724,3761665.8
9725,908535.4
9726,1360784.8
9727,1439731.0
9728,793411.1
9729,793411.1
9730,842445.2
9731,793411.1
9732,5285524.5
9733,1452934.9
9734,866655.2
9735,1571208.6
9740,754682.3
9741,842445.2
9742,802019.4
9743,714079.25
9744,4254622.5
9745,657194.75
9746,1321901.4
9747,830984.0
9748,802019.4
9749,1577158.0
9750,1709331.1
9751,837179.1
9752,842445.2
9753,802019.4
9754,1281475.5
9755,842445.2
9756,802019.4
9757,802019.4
9758,1562314.9
9759,584560.4
9763,1118107.0
9764,842445.2
9765,793411.1
9766,1379577.5
9767,807285.44
9768,959352.3
9769,1019571.06
9770,1342583.9
9771,879570.75
9772,749416.25
9773,871409.8
9774,1693135.4
9775,871409.8
9776,670414.1
9777,802019.4
9778,904771.44
9779,812966.6
9780,693333.75
9781,6083612.5
9782,802019.4
9783,871409.8
9784,1722599.1
9785,802019.4
9786,1453050.1
9787,5102800.0
9788,1591067.6
9789,793411.1
9793,842445.2
9794,802019.4
9795,960681.9
9796,842445.2
9797,802019.4
9798,2278599.5
9799,830984.0
9800,866143.75
9801,1342583.9
9802,1448006.9
9803,1571208.6
9804,802019.4
9805,830984.0
9806,837179.1
9807,837179.1
9808,793411.1
9809,1664098.4
9810,1321901.4
9811,802019.4
9812,2225242.5
9813,1405500.2
9814,802019.4
9815,688067.7
9816,879685.94
9817,793411.1
9821,842445.2
9822,842445.2
9823,879570.75
9824,802019.4
9825,1293403.2
9826,830984.0
9827,830984.0
9828,830984.0
9829,837179.1
9831,800653.1
9832,2027047.9
9833,1326764.9
9834,802019.4
9835,1258243.4
9836,793411.1
9837,1490175.5
9838,1293403.2
9839,802019.4
9840,793411.1
9841,871409.8
9842,802019.4
9843,830984.0
9844,657194.75
9845,837179.1
9846,793411.1
9847,657194.75
9848,670414.1
9849,793411.1
9854,842445.2
9855,837179.1
9856,3706361.5
9857,830984.0
9858,1173367.2
9859,1052374.1
9860,830984.0
9861,978699.25
9862,4192201.2
9863,3867319.8
9864,1430526.1
9865,1410766.2
9866,802019.4
9867,842445.2
9868,830984.0
9869,824427.8
9870,833952.1
9871,871921.25
9872,1827274.0
9873,802019.4
9874,1567630.4
9875,688067.7
9876,1288137.2
9877,657194.75
9882,6879021.0
9883,861553.4
9884,833836.94
9885,657194.75
9886,1417079.4
9887,842445.2
9888,842445.2
9889,710839.94
9890,879570.75
9891,842445.2
9892,835381.0
9893,864345.6
9894,842445.2
9895,675680.2
9896,802019.4
9897,802019.4
9898,835381.0
9899,802019.4
9900,842445.2
9901,3021477.5
9902,802019.4
9903,1410766.2
9904,842445.2
9905,2693901.8
9907,670414.1
9912,930387.7
9913,830984.0
9914,802019.4
9915,728493.5
9916,871409.8
9917,1111703.1
9918,828570.9
9919,802019.4
9920,879570.75
9921,528286.2
9922,1490060.2
9923,1340760.6
9924,842445.2
9925,842560.4
9926,837179.1
9927,528286.2
9928,842445.2
9929,802019.4
9930,793411.1
9931,1452934.9
9932,879685.94
9933,1577226.0
9934,1375358.6
9935,842560.4
9939,1848020.5
9940,837179.1
9941,4074784.5
9942,930387.7
9943,1727841.8
9944,7624376.0
9945,1381345.5
9946,908535.4
9947,1486296.5
9948,5883013.5
9949,7418941.0
9950,793411.1
9951,2938272.2
9952,1130073.6
9953,1132811.6
9954,2014720.9
9955,7891523.5
9956,2749955.5
9957,5099328.0
9958,1342583.9
9959,2137393.2
9960,8090762.5
9961,1666293.5
9962,4187230.8
9963,3789023.0
9964,3391800.5
9968,3722382.2
9969,916514.56
9970,1398775.1
9971,989176.9
9972,1673711.6
9973,2086206.4
9974,893370.4
9975,5747425.0
9976,2194452.5
9977,1398775.1
9978,1083493.6
9979,3352531.2
9980,916514.56
9981,6025060.0
9982,2003925.2
9983,927601.06
9984,1349594.5
9985,2577474.8
9986,3398631.5
9987,2432560.0
9988,6377573.0
9989,1284589.9
9990,3104706.0
9991,3263623.5
9992,2089738.9
9997,2937215.5
9998,1617635.0
9999,833836.94
10000,1798810.0
10001,1638712.1
10002,581218.2
10003,2773048.0
10004,1233954.0
10005,871409.8
10006,4376802.5
10007,3925411.0
10008,930387.7
10009,833952.1
10010,1905479.1
10011,1857364.0
10012,871409.8
10013,3426873.2
10014,6162635.0
10015,4315478.5
10016,5284199.5
10017,1109614.0
10018,5215249.0
10019,2721545.0
10020,1866565.9
10021,2908003.8
10022,837179.1
10023,6893332.5
10024,842445.2
10029,4234581.0
10030,842445.2
10031,4682794.5
10032,1240941.4
10033,855956.94
10034,4494629.0
10035,1550042.5
10036,2429129.5
10037,1342583.9
10038,3942711.0
10039,833836.94
10040,6088676.0
10041,5267799.5
10042,1410766.2
10043,930387.7
10044,824427.8
10045,9979175.0
10046,3900253.5
10047,2082968.6
10048,5537019.0
10049,4167532.5
10050,5344061.5
10051,2817772.2
10052,5760341.0
10053,635641.44
10058,802019.4
10059,3464559.8
10060,2447886.5
10061,1307424.0
10062,1293403.2
10063,688067.7
10064,1565192.8
10065,728493.5
10066,1435768.8
10067,1479909.9
10068,930387.7
10069,2018485.5
10070,1191828.9
10071,2372447.5
10072,833836.94
10073,1908368.4
10074,754682.3
10075,1103519.8
10076,4071267.0
10077,842445.2
10078,802019.4
10079,802019.4
10080,1158818.1
10081,888260.25
10082,2353873.2
10086,802019.4
10087,833836.94
10088,1854680.2
10089,1149863.2
10090,714194.44
10091,1316635.4
10092,1099351.9
10093,2050234.8
10094,697620.56
10095,793411.1
10096,1881032.0
10097,1342583.9
10098,3302516.8
10099,871409.8
10100,842445.2
10101,2085717.9
10102,833836.94
10103,828570.9
10104,3544388.0
10105,807285.44
10106,2563704.5
10107,861668.56
10108,842445.2
10109,842445.2
10110,842560.4
10111,1603607.0
10112,2691779.5
10113,2220488.8
10117,842445.2
10118,830984.0
10119,930387.7
10120,2342937.5
10121,1663983.1
10122,1627040.5
10123,842445.2
10124,1243426.4
10125,2275378.2
10126,1529361.2
10127,1650024.6
10128,837179.1
10129,833836.94
10130,2488030.0
10131,1851279.6
10132,688067.7
10133,2084257.2
10134,1006288.44
10135,1447668.9
10136,802019.4
10137,837179.1
10138,798677.2
10139,824427.8
10140,802019.4
10141,842445.2
10146,866143.75
10147,984811.0
10148,1043313.7
10149,802019.4
10150,793411.1
10151,5446535.0
10152,802019.4
10153,950744.06
10154,879570.75
10155,1335494.6
10156,870962.5
10157,837179.1
10158,2170775.8
10159,3027245.0
10160,830984.0
10161,2693901.8
10162,1573844.4
10163,3230851.5
10164,842445.2
10165,875291.0
10166,1185319.5
10167,851791.06
10168,697735.75
10169,4238703.0
10170,1987309.8
10171,842445.2
10177,842445.2
10178,917518.9
10179,842445.2
10180,1827211.4
10181,871409.8
10182,819161.75
10183,1536570.6
10184,930387.7
10185,802019.4
10186,5947647.0
10187,871409.8
10188,842445.2
10189,824427.8
10190,802019.4
10191,842445.2
10192,908650.56
10193,1640235.6
10194,1811640.6
10195,1731701.0
10196,802019.4
10197,2491522.2
10198,4455057.0
10199,728493.5
10200,879570.75
10201,835831.7
10202,1974817.9
10203,1293403.2
10204,747965.5
10209,903386.6
10210,4281246.0
10211,842445.2
10212,802019.4
10213,802019.4
10214,673653.44
10215,842445.2
10216,819161.75
10217,802019.4
10218,1293403.2
10219,879570.75
10220,1342583.9
10221,2882273.8
10222,802019.4
10223,1028087.7
10224,1539807.5
10225,688067.7
10226,1743396.1
10227,1490175.5
10228,1724759.2
10229,1667764.9
10230,728493.5
10231,6621429.5
10232,837179.1
10233,1322723.8
10237,837179.1
10238,3376151.0
10239,879570.75
10240,802019.4
10241,842445.2
10242,833836.94
10243,723227.44
10244,833836.94
10245,2102444.8
10246,4762556.5
10247,2645668.8
10248,1721331.9
10249,802019.4
10250,1410766.2
10251,857535.5
10252,802019.4
10253,2926229.8
10254,828570.9
10255,4423238.5
10256,1210745.1
10257,879570.75
10258,842560.4
10259,2964061.8
10260,837179.1
10261,1384137.0
10262,966126.1
10263,1135315.6
10268,842445.2
10269,1118107.0
10270,1073438.1
10271,930387.7
10272,1827211.4
10273,1024421.06
10274,1472642.2
10275,802019.4
10276,1238469.4
10277,842445.2
10278,721429.3
10279,802019.4
10280,842445.2
10281,842445.2
10282,1602585.6
10283,784002.0
10284,1410881.5
10285,1725823.2
10286,842445.2
10287,844526.0
10288,879570.75
10289,3545372.5
10290,1811525.4
10291,830984.0
10292,1965267.5
10293,1430526.1
10294,802019.4
10299,842445.2
10300,3529104.5
10301,853392.44
10302,673653.44
10303,793411.1
10304,853392.44
10305,852734.7
10306,802019.4
10307,842445.2
10308,842445.2
10309,872730.1
10310,754682.3
10311,861553.4
10312,1165133.1
10313,673653.44
10314,1794268.4
10315,4015981.0
10316,710839.94
10317,4991053.5
10318,830984.0
10319,2819081.2
10320,830984.0
10321,3658898.2
10322,1721491.9
10323,1344102.9
10324,784002.0
10325,1492052.5
10330,3461255.2
10331,1193353.1
10332,1293403.2
10333,752473.94
10334,1293403.2
10335,1105783.8
10336,830984.0
10337,830984.0
10338,1337317.9
10339,2164739.8
10340,1464188.9
10341,1676642.6
10342,861553.4
10343,2618469.2
10344,842445.2
10345,857535.5
10346,802019.4
10347,728493.5
10348,842445.2
10349,793411.1
10350,1943592.1
10351,1207641.8
10352,1293403.2
10357,1342583.9
10358,789268.06
10359,793411.1
10360,802019.4
10361,828570.9
10362,710839.94
10363,879570.75
10364,828570.9
10365,830984.0
10366,1405500.2
10367,1741824.0
10368,1415882.5
10369,2064791.6
10370,1549896.9
10371,842445.2
10372,837179.1
10373,802019.4
10374,1264374.2
10375,830984.0
10376,3109408.5
10377,1276345.6
10378,793411.1
10383,842445.2
10384,871409.8
10385,2027340.4
10386,802019.4
10387,1293403.2
10388,688067.7
10389,866143.75
10390,908535.4
10391,833836.94
10392,842445.2
10393,728493.5
10394,784002.0
10395,3037519.0
10396,802019.4
10397,830984.0
10398,871409.8
10399,825720.06
10400,1396892.0
10401,871077.7
10402,1520001.4
10403,842445.2
10404,837179.1
10405,857535.5
10406,802019.4
10407,930387.7
10408,807285.44
10409,1444230.8
10410,830984.0
10411,802019.4
10412,842445.2
10417,830984.0
10418,754682.3
10419,1219682.4
10420,4985856.5
10421,842445.2
10422,1100948.8
10423,879570.75
10424,1139447.8
10425,879570.75
10426,784002.0
10427,3446310.5
10428,830984.0
10429,970206.2
10430,657194.75
10431,830984.0
10432,842445.2
10433,802019.4
10434,2347018.0
10435,692354.5
10436,879570.75
10437,1342583.9
10438,837179.1
10441,1071516.9
10442,1503024.9
10443,802019.4
10444,1186219.9
10445,1172430.1
10446,721429.3
10447,673653.44
10448,842445.2
10449,1297974.9
10450,3696235.8
10452,842445.2
10453,793411.1
10454,1172430.1
10455,1057280.0
10456,833836.94
10457,1452934.9
10462,561617.06
10463,567214.3
10464,414801.78
10465,531644.1
10466,552758.3
10467,540252.4
10468,540252.4
10469,439181.66
10470,469154.6
10471,570225.3
10472,1703277.8
10473,439181.66
10474,819129.44
10475,451501.06
10476,564959.25
10477,570225.3
10478,552207.94
10479,531644.1
10480,531644.1
10481,3093529.5
10482,556351.0
10483,439181.66
10484,540252.4
10485,585231.7
10486,600018.3
10487,540252.4
10488,564959.25
10489,540252.4
10490,540252.4
10491,574456.3
10496,570225.3
10497,469154.6
10498,570225.3
10499,578617.5
10500,556351.0
10501,531644.1
10502,579011.25
10503,414801.78
