,LeagueCountry,NationalLeagueLevel,InternationalTeam,League,Club,Age,ClubSince,ActiveInternational,FormerInternational,InternationalGames,Trending,Value
11007,Belgien,1.Liga,Belgien U21,Jupiler Pro League,FC Brügge,20.0,1050.0,1,0,4.0,0,600000.0
11008,Belgien,1.Liga,Belgien U21,Jupiler Pro League,FC Brügge,22.0,1416.0,0,1,0.0,1,300000.0
11035,Belgien,1.Liga,Belgien U21,Jupiler Pro League,KRC Genk,21.0,1416.0,1,0,8.0,1,9000000.0
11036,Belgien,1.Liga,Belgien U18,Jupiler Pro League,KRC Genk,21.0,1416.0,0,1,2.0,1,400000.0
11037,Belgien,1.Liga,Belgien U20,Jupiler Pro League,KRC Genk,20.0,685.0,1,0,1.0,1,100000.0
11063,Belgien,1.Liga,,Jupiler Pro League,Royal Antwerpen,27.0,1050.0,0,0,0.0,1,6000000.0
11064,Belgien,1.Liga,Belgien U21,Jupiler Pro League,Royal Antwerpen,26.0,681.0,0,1,4.0,0,500000.0
11065,Belgien,1.Liga,Belgien U21,Jupiler Pro League,Royal Antwerpen,35.0,320.0,0,1,1.0,0,100000.0
11089,Belgien,1.Liga,Niederlande,Jupiler Pro League,RSC Anderlecht,20.0,994.0,1,0,0.0,1,5000000.0
11090,Belgien,1.Liga,Belgien,Jupiler Pro League,RSC Anderlecht,30.0,1385.0,0,1,1.0,0,2500000.0
11091,Belgien,1.Liga,Belgien U21,Jupiler Pro League,RSC Anderlecht,30.0,685.0,0,1,10.0,0,250000.0
11115,Belgien,1.Liga,Frankreich U21,Jupiler Pro League,KAA Gent,28.0,258.0,0,1,3.0,0,2500000.0
11116,Belgien,1.Liga,Belgien,Jupiler Pro League,KAA Gent,29.0,1050.0,0,1,0.0,0,2000000.0
11117,Belgien,1.Liga,,Jupiler Pro League,KAA Gent,21.0,320.0,0,0,0.0,0,150000.0
11118,Belgien,1.Liga,,Jupiler Pro League,KAA Gent,21.0,685.0,0,0,0.0,1,100000.0
11140,Belgien,1.Liga,Luxemburg,Jupiler Pro League,Union SG,33.0,1021.0,1,0,55.0,1,1500000.0
11141,Belgien,1.Liga,Belgien U21,Jupiler Pro League,Union SG,28.0,685.0,0,1,1.0,0,400000.0
11142,Belgien,1.Liga,Schweden U20,Jupiler Pro League,Union SG,21.0,320.0,1,0,2.0,1,100000.0
11164,Belgien,1.Liga,Belgien U21,Jupiler Pro League,Stand. Lüttich,25.0,2327.0,0,1,3.0,0,3500000.0
11165,Belgien,1.Liga,,Jupiler Pro League,Stand. Lüttich,30.0,1050.0,0,0,0.0,0,400000.0
11166,Belgien,1.Liga,Belgien U18,Jupiler Pro League,Stand. Lüttich,18.0,685.0,1,0,2.0,1,200000.0
11189,Belgien,1.Liga,Burkina Faso,Jupiler Pro League,RSC Charleroi,26.0,680.0,1,0,48.0,0,1500000.0
11190,Belgien,1.Liga,,Jupiler Pro League,RSC Charleroi,25.0,317.0,0,0,0.0,1,700000.0
11191,Belgien,1.Liga,Belgien U19,Jupiler Pro League,RSC Charleroi,19.0,320.0,1,0,0.0,1,100000.0
11192,Belgien,1.Liga,,Jupiler Pro League,RSC Charleroi,19.0,685.0,0,0,0.0,1,50000.0
11214,Belgien,1.Liga,Polen,Jupiler Pro League,Cercle Brügge,23.0,301.0,0,1,1.0,0,2500000.0
11215,Belgien,1.Liga,,Jupiler Pro League,Cercle Brügge,26.0,1196.0,0,0,0.0,1,500000.0
11216,Belgien,1.Liga,Belgien U20,Jupiler Pro League,Cercle Brügge,34.0,880.0,0,1,0.0,0,100000.0
11237,Belgien,1.Liga,Rumänien,Jupiler Pro League,OH Leuven,27.0,320.0,0,1,0.0,1,900000.0
11238,Belgien,1.Liga,Belgien U21,Jupiler Pro League,OH Leuven,25.0,320.0,0,1,12.0,0,500000.0
11239,Belgien,1.Liga,Belgien U15,Jupiler Pro League,OH Leuven,21.0,1050.0,0,1,1.0,1,50000.0
11259,Belgien,1.Liga,Türkei,Jupiler Pro League,KVC Westerlo,34.0,320.0,0,1,12.0,0,1300000.0
11260,Belgien,1.Liga,,Jupiler Pro League,KVC Westerlo,27.0,320.0,0,0,0.0,0,350000.0
11261,Belgien,1.Liga,,Jupiler Pro League,KVC Westerlo,33.0,3607.0,0,0,0.0,0,100000.0
11286,Belgien,1.Liga,Belgien,Jupiler Pro League,KV Mechelen,24.0,1050.0,0,1,0.0,0,1000000.0
11287,Belgien,1.Liga,,Jupiler Pro League,KV Mechelen,32.0,1393.0,0,0,0.0,0,300000.0
11288,Belgien,1.Liga,Marokko U20,Jupiler Pro League,KV Mechelen,18.0,320.0,1,0,2.0,1,50000.0
11316,Belgien,1.Liga,,Jupiler Pro League,KV Oostende,27.0,294.0,0,0,0.0,0,600000.0
11317,Belgien,1.Liga,Belgien U21,Jupiler Pro League,KV Oostende,29.0,1037.0,0,1,2.0,0,600000.0
11318,Belgien,1.Liga,,Jupiler Pro League,KV Oostende,22.0,1416.0,0,0,0.0,1,100000.0
11348,Belgien,1.Liga,,Jupiler Pro League,KV Kortrijk,30.0,320.0,0,0,0.0,1,575000.0
11349,Belgien,1.Liga,Frankreich U21,Jupiler Pro League,KV Kortrijk,33.0,685.0,0,1,8.0,0,200000.0
11350,Belgien,1.Liga,Belgien U19,Jupiler Pro League,KV Kortrijk,21.0,1416.0,0,1,3.0,1,50000.0
11376,Belgien,1.Liga,,Jupiler Pro League,KAS Eupen,23.0,320.0,0,0,0.0,1,600000.0
11377,Belgien,1.Liga,Ghana,Jupiler Pro League,KAS Eupen,24.0,2146.0,1,0,2.0,0,400000.0
11378,Belgien,1.Liga,Haiti,Jupiler Pro League,KAS Eupen,23.0,258.0,1,0,1.0,0,200000.0
11379,Belgien,1.Liga,,Jupiler Pro League,KAS Eupen,19.0,320.0,0,0,0.0,1,50000.0
11380,Belgien,1.Liga,,Jupiler Pro League,KAS Eupen,22.0,685.0,0,0,0.0,1,25000.0
11407,Belgien,1.Liga,,Jupiler Pro League,Zulte Waregem,29.0,3242.0,0,0,0.0,0,350000.0
11408,Belgien,1.Liga,Belgien,Jupiler Pro League,Zulte Waregem,37.0,6164.0,0,1,1.0,0,100000.0
11409,Belgien,1.Liga,Belgien U16,Jupiler Pro League,Zulte Waregem,20.0,320.0,0,1,2.0,1,50000.0
11410,Belgien,1.Liga,,Jupiler Pro League,Zulte Waregem,20.0,685.0,0,0,0.0,1,50000.0
11437,Belgien,1.Liga,Japan,Jupiler Pro League,VV St. Truiden,31.0,1399.0,1,0,13.0,1,1500000.0
11438,Belgien,1.Liga,Belgien U21,Jupiler Pro League,VV St. Truiden,32.0,320.0,0,1,0.0,0,300000.0
11439,Belgien,1.Liga,Belgien U19,Jupiler Pro League,VV St. Truiden,19.0,320.0,0,1,3.0,1,100000.0
11460,Belgien,1.Liga,Frankreich U21,Jupiler Pro League,RFC Seraing,22.0,1050.0,0,0,1.0,1,900000.0
11461,Belgien,1.Liga,Belgien U21,Jupiler Pro League,RFC Seraing,21.0,942.0,0,1,0.0,1,250000.0
11462,Belgien,1.Liga,Luxemburg U21,Jupiler Pro League,RFC Seraing,22.0,279.0,1,0,4.0,1,100000.0
11488,Belgien,2.Liga,Belgien U21,Challenger Pro League,RWDM,31.0,674.0,0,1,1.0,0,500000.0
11489,Belgien,2.Liga,Belgien U19,Challenger Pro League,RWDM,22.0,835.0,0,1,3.0,0,100000.0
11490,Belgien,2.Liga,Belgien U15,Challenger Pro League,RWDM,21.0,992.0,0,1,2.0,1,25000.0
11519,Belgien,2.Liga,,Challenger Pro League,Lommel SK,23.0,1020.0,0,0,0.0,1,250000.0
11520,Belgien,2.Liga,Montenegro U21,Challenger Pro League,Lommel SK,20.0,320.0,1,0,10.0,1,200000.0
11521,Belgien,2.Liga,,Challenger Pro League,Lommel SK,36.0,320.0,0,0,0.0,0,50000.0
11547,Belgien,2.Liga,,Challenger Pro League,SK Beveren,21.0,302.0,0,0,0.0,1,350000.0
11548,Belgien,2.Liga,,Challenger Pro League,SK Beveren,29.0,310.0,0,0,0.0,0,150000.0
11549,Belgien,2.Liga,Belgien U19,Challenger Pro League,SK Beveren,24.0,1416.0,0,1,3.0,0,75000.0
11575,Belgien,2.Liga,Belgien U15,Challenger Pro League,Club NXT,19.0,320.0,0,1,0.0,1,100000.0
11576,Belgien,2.Liga,Belgien U18,Challenger Pro League,Club NXT,19.0,685.0,0,1,1.0,1,50000.0
11599,Belgien,2.Liga,,Challenger Pro League,Beerschot V.A.,23.0,320.0,0,0,0.0,1,300000.0
11600,Belgien,2.Liga,Belgien U21,Challenger Pro League,Beerschot V.A.,33.0,1781.0,0,1,1.0,0,150000.0
11601,Belgien,2.Liga,Kroatien U20,Challenger Pro League,Beerschot V.A.,23.0,270.0,0,1,1.0,0,100000.0
11602,Belgien,2.Liga,Belgien U19,Challenger Pro League,Beerschot V.A.,24.0,173.0,0,1,2.0,0,50000.0
11625,Belgien,2.Liga,Belgien U19,Challenger Pro League,RSCA Futures,19.0,1050.0,0,1,1.0,1,100000.0
11626,Belgien,2.Liga,Belgien U16,Challenger Pro League,RSCA Futures,21.0,320.0,0,1,2.0,1,100000.0
11627,Belgien,2.Liga,Belgien U17,Challenger Pro League,RSCA Futures,18.0,320.0,0,1,1.0,1,50000.0
11647,Belgien,2.Liga,Belgien U18,Challenger Pro League,SL16 FC,17.0,685.0,1,0,2.0,1,200000.0
11649,Belgien,2.Liga,Marokko U23,Challenger Pro League,SL16 FC,19.0,685.0,1,0,1.0,1,50000.0
11650,Belgien,2.Liga,Belgien U18,Challenger Pro League,SL16 FC,19.0,1050.0,0,1,3.0,1,50000.0
11674,Belgien,2.Liga,Belgien U18,Challenger Pro League,Jong Genk,17.0,320.0,1,0,2.0,0,150000.0
11675,Belgien,2.Liga,Belgien U19,Challenger Pro League,Jong Genk,19.0,320.0,0,1,0.0,1,100000.0
11676,Belgien,2.Liga,Belgien U17,Challenger Pro League,Jong Genk,18.0,320.0,0,1,1.0,1,50000.0
11702,Belgien,2.Liga,,Challenger Pro League,KMSK Deinze,25.0,320.0,0,0,0.0,0,250000.0
11703,Belgien,2.Liga,,Challenger Pro League,KMSK Deinze,34.0,1048.0,0,0,0.0,0,100000.0
11704,Belgien,2.Liga,,Challenger Pro League,KMSK Deinze,20.0,320.0,0,0,0.0,1,25000.0
11732,Belgien,2.Liga,,Challenger Pro League,RE Virton,29.0,306.0,0,0,0.0,0,300000.0
11733,Belgien,2.Liga,,Challenger Pro League,RE Virton,34.0,649.0,0,0,0.0,0,100000.0
11764,Belgien,2.Liga,Belgien U21,Challenger Pro League,KSK Lierse Kem.,21.0,286.0,1,0,2.0,1,400000.0
11765,Belgien,2.Liga,Belgien,Challenger Pro League,KSK Lierse Kem.,25.0,320.0,0,1,0.0,0,300000.0
11766,Belgien,2.Liga,Belgien U19,Challenger Pro League,KSK Lierse Kem.,24.0,1050.0,0,1,4.0,0,100000.0
11767,Belgien,2.Liga,Belgien U16,Challenger Pro League,KSK Lierse Kem.,20.0,320.0,0,1,1.0,1,50000.0
11790,Belgien,2.Liga,Belgien U18,Challenger Pro League,FCV Dender EH,26.0,2877.0,0,1,3.0,1,300000.0
11791,Belgien,2.Liga,,Challenger Pro League,FCV Dender EH,24.0,1050.0,0,0,0.0,1,25000.0
11817,Russland,1.Liga,Russland U21,Premier Liga,Zenit S-Pb,20.0,501.0,0,1,0.0,1,1200000.0
11818,Russland,1.Liga,Russland,Premier Liga,Zenit S-Pb,36.0,2877.0,0,0,0.0,0,500000.0
11819,Russland,1.Liga,Russland U21,Premier Liga,Zenit S-Pb,28.0,1394.0,0,1,0.0,0,400000.0
11840,Russland,1.Liga,Russland,Premier Liga,Spartak Moskau,29.0,2327.0,1,0,1.0,0,2800000.0
11841,Russland,1.Liga,Russland,Premier Liga,Spartak Moskau,25.0,1781.0,0,1,0.0,0,2000000.0
11842,Russland,1.Liga,Russland U19,Premier Liga,Spartak Moskau,23.0,320.0,0,1,10.0,0,100000.0
11866,Russland,1.Liga,Russland,Premier Liga,Dinamo Moskau,36.0,5980.0,0,0,15.0,0,900000.0
11867,Russland,1.Liga,Russland U21,Premier Liga,Dinamo Moskau,27.0,1962.0,0,1,5.0,0,600000.0
11868,Russland,1.Liga,Russland U21,Premier Liga,Dinamo Moskau,21.0,946.0,0,1,2.0,0,250000.0
11889,Russland,1.Liga,Russland,Premier Liga,ZSKA Moskau,37.0,7441.0,0,1,111.0,0,2000000.0
11890,Russland,1.Liga,Russland U21,Premier Liga,ZSKA Moskau,19.0,1014.0,1,0,1.0,1,500000.0
11915,Russland,1.Liga,Russland,Premier Liga,FK Krasnodar,24.0,1597.0,1,0,9.0,0,15000000.0
11916,Russland,1.Liga,Russland U21,Premier Liga,FK Krasnodar,21.0,501.0,1,0,4.0,1,600000.0
11938,Russland,1.Liga,Russland U21,Premier Liga,Lok Moskau,19.0,685.0,1,0,2.0,1,2500000.0
11939,Russland,1.Liga,Russland,Premier Liga,Lok Moskau,27.0,136.0,0,1,0.0,1,2000000.0
11940,Russland,1.Liga,Russland,Premier Liga,Lok Moskau,37.0,5768.0,0,1,19.0,0,500000.0
11941,Russland,1.Liga,Russland U20,Premier Liga,Lok Moskau,23.0,320.0,0,1,1.0,1,250000.0
11967,Russland,1.Liga,Russland,Premier Liga,FK Rostov,34.0,2146.0,1,0,2.0,0,800000.0
11968,Russland,1.Liga,Russland U21,Premier Liga,FK Rostov,28.0,300.0,0,1,0.0,0,300000.0
11991,Russland,1.Liga,Russland,Premier Liga,KS Samara,24.0,1019.0,0,1,0.0,0,1500000.0
11992,Russland,1.Liga,Russland U20,Premier Liga,KS Samara,24.0,1232.0,0,1,1.0,1,600000.0
11993,Russland,1.Liga,Russland B,Premier Liga,KS Samara,35.0,1200.0,0,1,0.0,0,200000.0
12016,Russland,1.Liga,Russland U21,Premier Liga,Sochi,25.0,811.0,0,1,0.0,0,800000.0
12017,Russland,1.Liga,Russland,Premier Liga,Sochi,36.0,1403.0,0,1,3.0,0,500000.0
12018,Russland,1.Liga,Russland U21,Premier Liga,Sochi,33.0,1781.0,0,1,24.0,0,400000.0
12041,Russland,1.Liga,,Premier Liga,Akhmat Grozny,34.0,1019.0,0,0,0.0,0,500000.0
12042,Russland,1.Liga,,Premier Liga,Akhmat Grozny,29.0,320.0,0,0,0.0,1,400000.0
12071,Russland,1.Liga,Russland,Premier Liga,Ural,26.0,685.0,1,0,0.0,1,1800000.0
12072,Russland,1.Liga,,Premier Liga,Ural,28.0,1962.0,0,0,0.0,0,200000.0
12073,Russland,3.Liga,,2 Liga Gruppe 4,Ural 2,21.0,268.0,0,0,0.0,1,100000.0
12099,Russland,1.Liga,,Premier Liga,FK Orenburg,24.0,1416.0,0,0,0.0,1,800000.0
12100,Russland,1.Liga,Russland U21,Premier Liga,FK Orenburg,25.0,982.0,0,1,1.0,1,400000.0
12101,Russland,1.Liga,Russland U20,Premier Liga,FK Orenburg,23.0,501.0,0,1,2.0,0,400000.0
12124,Russland,1.Liga,Russland U20,Premier Liga,Pari NN,24.0,467.0,0,1,3.0,1,600000.0
12125,Russland,1.Liga,Russland U21,Premier Liga,Pari NN,31.0,678.0,0,1,0.0,0,600000.0
12126,Russland,1.Liga,,Premier Liga,Pari NN,30.0,2877.0,0,0,0.0,0,250000.0
12150,Russland,1.Liga,Russland U21,Premier Liga,Khimki,28.0,311.0,0,1,1.0,0,600000.0
12151,Russland,1.Liga,Russland U21,Premier Liga,Khimki,27.0,320.0,0,1,14.0,0,300000.0
12177,Russland,1.Liga,Russland U21,Premier Liga,Torpedo Moskau,29.0,305.0,0,1,5.0,0,500000.0
12178,Russland,1.Liga,Russland U21,Premier Liga,Torpedo Moskau,21.0,1199.0,0,1,0.0,0,500000.0
12179,Russland,1.Liga,,Premier Liga,Torpedo Moskau,36.0,852.0,0,0,0.0,0,100000.0
12206,Russland,1.Liga,,Premier Liga,Fakel Voronezh,22.0,320.0,0,0,0.0,1,600000.0
12207,Russland,1.Liga,,Premier Liga,Fakel Voronezh,29.0,501.0,0,0,0.0,1,400000.0
12231,Russland,2.Liga,Russland,1.Division,Rubin Kazan,35.0,1416.0,0,1,0.0,0,800000.0
12232,Russland,2.Liga,Russland,1.Division,Rubin Kazan,36.0,300.0,0,1,0.0,0,400000.0
12233,Russland,2.Liga,Russland U19,1.Division,Rubin Kazan,20.0,320.0,0,1,2.0,1,175000.0
12264,Russland,2.Liga,Russland U16,1.Division,Alania Vl.,25.0,1010.0,0,1,4.0,1,900000.0
12265,Russland,2.Liga,,1.Division,Alania Vl.,23.0,306.0,0,0,0.0,0,100000.0
12266,Russland,2.Liga,,1.Division,Alania Vl.,32.0,679.0,0,0,0.0,0,50000.0
12292,Russland,2.Liga,,1.Division,Arsenal Tula,31.0,2511.0,0,0,0.0,0,300000.0
12293,Russland,2.Liga,Kirgisistan,1.Division,Arsenal Tula,36.0,653.0,1,0,0.0,0,275000.0
12294,Russland,2.Liga,,1.Division,Arsenal Tula,28.0,1754.0,0,0,0.0,0,250000.0
12319,Russland,2.Liga,Russland U20,1.Division,Rodina Moskau,22.0,316.0,0,1,2.0,0,225000.0
12320,Russland,2.Liga,,1.Division,Rodina Moskau,24.0,483.0,0,0,0.0,1,200000.0
12321,Russland,2.Liga,,1.Division,Rodina Moskau,24.0,1402.0,0,0,0.0,0,150000.0
12352,Russland,2.Liga,Russland U21,1.Division,Baltika,23.0,1416.0,0,1,5.0,1,600000.0
12353,Russland,2.Liga,Russland U16,1.Division,Baltika,24.0,1386.0,0,1,1.0,1,500000.0
12354,Russland,2.Liga,,1.Division,Baltika,21.0,315.0,0,0,0.0,0,150000.0
12376,Russland,2.Liga,,1.Division,SKA Khabarovsk,26.0,1027.0,0,0,0.0,1,450000.0
12377,Russland,2.Liga,,1.Division,SKA Khabarovsk,22.0,320.0,0,0,0.0,1,250000.0
12378,Russland,2.Liga,Russland B,1.Division,SKA Khabarovsk,34.0,320.0,0,1,2.0,0,150000.0
12403,Russland,2.Liga,,1.Division,Neftekhimik,30.0,1781.0,0,0,0.0,0,500000.0
12404,Russland,2.Liga,Russland U21,1.Division,Neftekhimik,26.0,320.0,0,1,3.0,1,400000.0
12405,Russland,2.Liga,,1.Division,Neftekhimik,21.0,678.0,0,0,0.0,0,25000.0
12425,Russland,2.Liga,,1.Division,Dinamo Makhach.,28.0,306.0,0,0,0.0,0,300000.0
12426,Russland,2.Liga,,1.Division,Dinamo Makhach.,21.0,310.0,0,0,0.0,0,150000.0
12427,Russland,2.Liga,Russland U16,1.Division,Dinamo Makhach.,22.0,127.0,0,1,2.0,0,50000.0
12453,Russland,2.Liga,,1.Division,Enisey,28.0,311.0,0,0,0.0,1,300000.0
12454,Russland,2.Liga,Team PFL,1.Division,Enisey,25.0,302.0,0,1,2.0,0,200000.0
12455,Russland,2.Liga,Team PFL,1.Division,Enisey,25.0,1181.0,0,1,2.0,0,125000.0
12456,Russland,2.Liga,Russland U17,1.Division,Enisey,22.0,41.0,0,1,0.0,1,50000.0
12479,Russland,2.Liga,,1.Division,Akron Togliatti,28.0,1416.0,0,0,0.0,1,600000.0
12480,Russland,2.Liga,Russland U18,1.Division,Akron Togliatti,23.0,301.0,0,1,1.0,0,125000.0
12481,Russland,2.Liga,,1.Division,Akron Togliatti,20.0,320.0,0,0,0.0,0,50000.0
12501,Russland,2.Liga,Team PFL,1.Division,KamAZ,24.0,1050.0,0,1,2.0,1,400000.0
12502,Russland,2.Liga,,1.Division,KamAZ,29.0,306.0,0,0,0.0,0,250000.0
12503,Russland,2.Liga,,1.Division,KamAZ,19.0,307.0,0,0,0.0,0,25000.0
12526,Russland,2.Liga,,1.Division,Volga Uljanovsk,24.0,1199.0,0,0,0.0,0,250000.0
12527,Russland,2.Liga,Belarus,1.Division,Volga Uljanovsk,34.0,266.0,0,1,2.0,0,200000.0
12528,Russland,2.Liga,,1.Division,Volga Uljanovsk,17.0,685.0,0,0,0.0,1,25000.0
12555,Russland,2.Liga,,1.Division,Volgar,32.0,685.0,0,0,0.0,0,300000.0
12556,Russland,2.Liga,Team PFL,1.Division,Volgar,24.0,2511.0,0,1,2.0,0,200000.0
12557,Russland,2.Liga,Team PFL,1.Division,Volgar,23.0,2146.0,0,1,2.0,0,100000.0
12581,Russland,2.Liga,,1.Division,FK Ufa,29.0,93.0,0,0,0.0,1,450000.0
12582,Russland,2.Liga,Russland U18,1.Division,FK Ufa,20.0,320.0,0,1,0.0,1,250000.0
12583,Russland,2.Liga,Team PFL,1.Division,FK Ufa,24.0,286.0,0,1,3.0,0,75000.0
12607,Russland,2.Liga,Russland U18,1.Division,Kuban,31.0,677.0,0,1,3.0,0,225000.0
12608,Russland,2.Liga,Russland U19,1.Division,Kuban,22.0,320.0,0,1,2.0,0,200000.0
12634,Russland,2.Liga,Russland U19,1.Division,Shinnik,30.0,685.0,0,1,2.0,0,350000.0
12635,Russland,2.Liga,Team FNL,1.Division,Shinnik,28.0,671.0,0,1,1.0,0,200000.0
12657,Russland,2.Liga,Russland U21,1.Division,Veles Moskau,26.0,285.0,0,1,1.0,0,400000.0
12658,Russland,2.Liga,Russland U18,1.Division,Veles Moskau,24.0,1781.0,0,1,1.0,0,300000.0
12659,Russland,2.Liga,,1.Division,Veles Moskau,23.0,306.0,0,0,0.0,0,150000.0
12683,Russland,2.Liga,Russland U16,1.Division,Krasnodar 2,20.0,320.0,0,1,2.0,1,175000.0
12684,Russland,2.Liga,Russland U17,1.Division,Krasnodar 2,20.0,685.0,0,1,0.0,0,175000.0
12685,Russland,2.Liga,,1.Division,Krasnodar 2,20.0,320.0,0,0,0.0,0,50000.0
12686,Russland,2.Liga,,1.Division,Krasnodar 2,20.0,685.0,0,0,0.0,0,50000.0
12715,Griechenland,1.Liga,,Super League 1,Olymp. Piräus,20.0,1416.0,0,0,0.0,1,1500000.0
12716,Griechenland,1.Liga,,Super League 1,Olymp. Piräus,33.0,230.0,0,0,0.0,0,1000000.0
12717,Griechenland,1.Liga,,Super League 1,Olymp. Piräus,33.0,1017.0,0,0,0.0,0,300000.0
12718,Griechenland,1.Liga,,Super League 1,Olymp. Piräus,19.0,320.0,0,0,0.0,1,200000.0
12744,Griechenland,1.Liga,,Super League 1,PAOK Saloniki,23.0,319.0,0,0,0.0,1,2000000.0
12745,Griechenland,1.Liga,,Super League 1,PAOK Saloniki,34.0,1416.0,0,0,0.0,0,450000.0
12746,Griechenland,1.Liga,,Super League 1,PAOK Saloniki,22.0,1050.0,0,0,0.0,0,200000.0
12774,Griechenland,1.Liga,,Super League 1,AEK Athen,30.0,685.0,0,0,0.0,0,2000000.0
12775,Griechenland,1.Liga,,Super League 1,AEK Athen,30.0,1416.0,0,0,0.0,1,1800000.0
12776,Griechenland,2.Liga,,Super League 2,AEK Athen B,23.0,685.0,0,0,0.0,1,200000.0
12777,Griechenland,1.Liga,,Super League 1,AEK Athen,20.0,993.0,0,0,0.0,1,100000.0
12805,Griechenland,1.Liga,,Super League 1,Panathinaikos,31.0,621.0,0,0,0.0,1,1500000.0
12806,Griechenland,1.Liga,,Super League 1,Panathinaikos,32.0,320.0,0,0,11.0,0,500000.0
12807,Griechenland,1.Liga,,Super League 1,Panathinaikos,24.0,2487.0,0,0,0.0,0,200000.0
12835,Griechenland,1.Liga,,Super League 1,Aris Saloniki,32.0,1771.0,0,0,0.0,0,500000.0
12836,Griechenland,1.Liga,,Super League 1,Aris Saloniki,23.0,954.0,0,0,0.0,0,350000.0
12837,Griechenland,1.Liga,,Super League 1,Aris Saloniki,18.0,306.0,0,0,0.0,1,100000.0
12865,Griechenland,1.Liga,,Super League 1,OFI Kreta,21.0,471.0,0,0,0.0,0,600000.0
12866,Griechenland,1.Liga,,Super League 1,OFI Kreta,23.0,106.0,0,0,1.0,1,200000.0
12867,Griechenland,1.Liga,,Super League 1,OFI Kreta,19.0,244.0,0,0,0.0,1,150000.0
12868,Griechenland,1.Liga,,Super League 1,OFI Kreta,35.0,1781.0,0,0,0.0,0,100000.0
12869,Griechenland,1.Liga,,Super League 1,OFI Kreta,21.0,1597.0,0,0,0.0,1,50000.0
12896,Griechenland,1.Liga,,Super League 1,Atromitos Athen,30.0,607.0,0,0,0.0,0,600000.0
12897,Griechenland,1.Liga,,Super League 1,Atromitos Athen,29.0,99.0,0,0,0.0,0,150000.0
12898,Griechenland,1.Liga,,Super League 1,Atromitos Athen,21.0,854.0,0,0,0.0,1,50000.0
12922,Griechenland,1.Liga,,Super League 1,Panetolikos,26.0,100.0,0,0,0.0,1,1000000.0
12923,Griechenland,1.Liga,,Super League 1,Panetolikos,32.0,501.0,0,0,0.0,0,450000.0
12924,Griechenland,1.Liga,,Super League 1,Panetolikos,24.0,320.0,0,0,5.0,0,300000.0
12925,Griechenland,1.Liga,,Super League 1,Panetolikos,21.0,982.0,0,0,0.0,1,50000.0
12953,Griechenland,1.Liga,,Super League 1,APO Levadiakos,26.0,483.0,0,0,0.0,1,350000.0
12954,Griechenland,1.Liga,,Super League 1,APO Levadiakos,26.0,952.0,0,0,0.0,0,300000.0
12955,Griechenland,1.Liga,,Super League 1,APO Levadiakos,34.0,106.0,0,0,0.0,0,250000.0
12956,Griechenland,1.Liga,,Super League 1,APO Levadiakos,25.0,127.0,0,0,0.0,1,50000.0
12984,Griechenland,1.Liga,,Super League 1,PAS Giannina,29.0,136.0,0,0,0.0,0,300000.0
12985,Griechenland,1.Liga,,Super League 1,PAS Giannina,28.0,676.0,0,0,0.0,0,200000.0
12986,Griechenland,1.Liga,,Super League 1,PAS Giannina,23.0,960.0,0,0,2.0,1,150000.0
13015,Griechenland,1.Liga,,Super League 1,PAS Lamia,29.0,90.0,0,0,25.0,0,400000.0
13016,Griechenland,1.Liga,,Super League 1,PAS Lamia,30.0,685.0,0,0,0.0,0,300000.0
13017,Griechenland,1.Liga,,Super League 1,PAS Lamia,35.0,685.0,0,0,1.0,0,150000.0
13018,Griechenland,1.Liga,,Super League 1,PAS Lamia,22.0,125.0,0,0,5.0,1,75000.0
13019,Griechenland,1.Liga,,Super League 1,PAS Lamia,18.0,866.0,0,0,0.0,1,50000.0
13048,Griechenland,1.Liga,,Super League 1,Asteras Tripoli,23.0,2146.0,0,0,3.0,0,500000.0
13049,Griechenland,1.Liga,,Super League 1,Asteras Tripoli,33.0,1781.0,0,0,0.0,0,400000.0
13050,Griechenland,1.Liga,,Super League 1,Asteras Tripoli,21.0,973.0,0,0,0.0,1,50000.0
13081,Griechenland,1.Liga,,Super League 1,Volos NPS,32.0,1019.0,0,0,0.0,0,400000.0
13082,Griechenland,1.Liga,,Super League 1,Volos NPS,32.0,685.0,0,0,0.0,0,150000.0
13083,Griechenland,1.Liga,,Super League 1,Volos NPS,23.0,1012.0,0,0,0.0,1,150000.0
13106,Griechenland,1.Liga,,Super League 1,Ionikos Nikeas,28.0,681.0,0,0,4.0,1,450000.0
13107,Griechenland,1.Liga,,Super League 1,Ionikos Nikeas,31.0,105.0,0,0,0.0,0,350000.0
13108,Griechenland,1.Liga,,Super League 1,Ionikos Nikeas,22.0,626.0,0,0,0.0,1,50000.0
13134,Griechenland,2.Liga,Griechenland U21,Super League 2,PAOK Saloniki B,21.0,685.0,1,0,2.0,1,125000.0
13135,Griechenland,2.Liga,Griechenld. U19,Super League 2,PAOK Saloniki B,19.0,320.0,1,0,6.0,1,50000.0
13165,Griechenland,2.Liga,Griechenland U17,Super League 2,Panserraikos,30.0,320.0,0,1,2.0,0,250000.0
13166,Griechenland,2.Liga,Griechenland U21,Super League 2,Panserraikos,24.0,649.0,0,1,1.0,0,125000.0
13167,Griechenland,2.Liga,,Super League 2,Panserraikos,18.0,249.0,0,0,0.0,1,50000.0
13168,Griechenland,2.Liga,Montenegro U19,Super League 2,Panserraikos,19.0,106.0,0,1,2.0,1,25000.0
