,PredictedValueSimpleModel
4551,18795906.0
4552,690382.9
4553,32382242.0
4554,17962420.0
4555,18973580.0
4556,15573618.0
4557,5333234.0
4558,25359818.0
4560,44801572.0
4561,3875110.5
4562,10032112.0
4563,4745176.5
4564,70998110.0
4565,25273954.0
4566,10454813.0
4567,4342729.5
4571,23196862.0
4572,24141468.0
4573,11862491.0
4574,10663042.0
4575,7826081.5
4576,3590238.0
4577,16423593.0
4578,7073292.5
4579,14497898.0
4580,9950817.0
4581,6320463.0
4582,27038656.0
4583,12381356.0
4584,15814925.0
4585,2946816.8
4586,24110806.0
4587,18885416.0
4588,4550064.0
4589,25440688.0
4590,29941752.0
4591,7706063.5
4592,9970205.0
4596,28066818.0
4597,17159700.0
4598,13136922.0
4599,9119103.0
4600,8515950.0
4601,2345719.8
4602,14023103.0
4603,12712870.0
4604,6790438.5
4605,20564070.0
4606,2907122.8
4607,6335809.5
4608,10688586.0
4609,7939145.5
4610,5687697.5
4611,3763321.8
4612,10058215.0
4613,32151410.0
4614,1023839.7
4615,5342366.5
4616,10528650.0
4617,5412948.0
4618,24138394.0
4619,43436216.0
4620,12296936.0
4624,18285366.0
4625,13239550.0
4626,5863384.5
4627,5663651.0
4628,12148096.0
4629,2247932.8
4630,17108272.0
4631,13838550.0
4632,4507905.0
4633,9375738.0
4634,387073.78
4635,51557824.0
4636,17222342.0
4637,9319007.0
4638,9413890.0
4639,8621192.0
4640,5240170.0
4641,17355546.0
4642,13638044.0
4643,4545179.0
4644,1492516.9
4645,1618557.8
4646,16050553.0
4650,20858894.0
4651,6736100.0
4652,10880070.0
4653,5697276.5
4654,3949489.8
4655,3305731.5
4656,12369567.0
4657,3567357.8
4658,21316726.0
4659,8385141.5
4660,8873300.0
4661,4158650.5
4662,2492864.2
4663,3259130.0
4664,7853641.5
4665,6670856.5
4666,26001672.0
4667,7379371.5
4668,14516894.0
4669,16665135.0
4670,11891032.0
4671,13871070.0
4672,9656154.0
4676,6341903.5
4677,4869896.0
4678,4635857.5
4679,2533089.5
4680,7702479.0
4681,3336174.5
4682,6735348.0
4683,5011264.0
4684,5703705.5
4685,9422953.0
4686,18978454.0
4687,11533177.0
4688,5578921.0
4689,3776483.8
4690,7936592.0
4691,5899033.5
4692,12995501.0
4693,4127476.8
4694,16208117.0
4695,4752325.0
4696,13621319.0
4697,7013964.0
4698,4437955.0
4703,15677966.0
4704,9414496.0
4705,3133455.0
4706,5084491.0
4707,5187525.0
4708,2039870.5
4709,10104314.0
4710,7237709.5
4711,2499564.5
4712,6180818.5
4713,4809598.0
4714,9677755.0
4715,10062003.0
4716,5318070.0
4717,4543047.5
4718,4960516.0
4719,2840380.8
4720,16416745.0
4721,10409129.0
4722,8404663.0
4723,2202439.0
4724,1836225.2
4725,2944272.0
4726,5292012.0
4730,9879311.0
4731,7709574.5
4732,6357317.0
4733,4834727.0
4734,2288871.5
4735,2758047.2
4736,12968008.0
4737,3211773.2
4738,2451057.8
4739,2980013.0
4740,4969749.5
4741,3397019.0
4742,8629008.0
4743,7589117.0
4744,1620147.0
4745,1570947.5
4746,6960347.5
4747,10835938.0
4748,7857373.5
4749,7107569.0
4750,9698053.0
4751,6021520.5
4752,1804296.4
4753,4472308.0
4758,10455222.0
4759,5559462.0
4760,3272966.2
4761,3823262.5
4762,3792892.0
4763,1454259.2
4764,6059578.5
4765,5122497.0
4766,4162978.2
4767,1769895.9
4768,5544469.0
4769,5690665.0
4770,257517.28
4771,6059879.5
4772,9015951.0
4773,7226923.5
4774,6126773.5
4775,2256511.0
4776,3818420.0
4777,4306478.5
4778,3842259.0
4779,8485037.0
4781,9750702.0
4782,9326947.0
4783,1907265.0
4788,3295667.2
4789,3221254.8
4790,1059597.8
4791,-242456.95
4792,4180271.8
4793,-242456.95
4794,3548557.5
4795,1562168.0
4796,2585793.8
4797,-310156.62
4798,7221839.5
4799,2306235.2
4800,13853206.0
4801,8533477.0
4802,2989140.0
4803,3587467.5
4804,2123243.0
4805,3755105.2
4806,3875667.2
4807,2830849.8
4808,2208011.5
4809,6501473.5
4810,7077329.5
4811,5954434.0
4812,2211001.5
4813,3224519.0
4818,1584097.2
4819,4309909.5
4820,2148658.5
4821,3145819.2
4822,-218933.78
4823,1395844.1
4824,4945814.0
4825,2727914.8
4826,4530888.5
4827,3928097.5
4828,1774260.9
4829,5053991.0
4830,3419892.5
4831,2774790.2
4832,2375550.5
4833,1674190.2
4834,1085235.6
4835,1461493.6
4836,5474078.5
4837,2258992.5
4838,10917144.0
4839,1794410.0
4840,7155703.5
4841,2379695.2
4842,1255607.8
4843,756656.6
4847,7529647.0
4848,3979559.0
4849,1477545.0
4850,5292003.0
4851,4012977.5
4852,2779573.8
4853,2036099.8
4854,5247302.0
4855,8905571.0
4856,2694970.0
4857,1782515.4
4858,1936508.4
4859,4324037.0
4860,3315884.2
4861,2571127.5
4862,3649161.0
4863,5947617.5
4864,72937.94
4865,2301731.8
4866,9884509.0
4867,5976044.0
4868,2095341.8
4869,3426456.2
4870,3236789.2
4875,3705432.2
4876,3681458.0
4877,7417213.5
4878,2208160.0
4879,703224.44
4880,343502.12
4881,444949.62
4882,3365855.0
4883,6165539.0
4884,6261275.0
4885,2536958.0
4886,2807607.5
4887,8151890.0
4888,464849.6
4889,3194833.5
4890,3058492.2
4891,2959962.2
4892,2650083.2
4893,3069401.0
4894,410581.5
4895,2078354.9
4896,2659356.5
4897,4056889.2
4898,2573563.8
4899,6588632.0
4900,7791961.5
4901,841576.56
4906,6225257.0
4907,2054645.8
4908,2577156.5
4909,2710702.2
4910,3554460.0
4911,2736770.5
4912,3963539.0
4913,4493247.5
4914,2527635.5
4915,4574111.0
4916,1790633.4
4917,279892.6
4918,3098859.8
4919,3078063.5
4920,1741861.9
4921,1603731.4
4922,1388531.4
4923,4716858.5
4924,5080773.0
4925,2103150.5
4926,2317852.8
4927,2622596.5
4928,8205469.0
4929,3428835.8
4930,4549040.5
4934,4764813.0
4935,3218794.5
4936,2491315.8
4937,2623257.0
4938,5160712.5
4939,2370792.5
4940,2970468.2
4941,2491375.8
4942,3292083.8
4943,3535450.2
4944,2928842.0
4945,4581028.5
4946,332612.84
4947,-354239.03
4948,2017140.2
4949,957025.7
4950,4034337.8
4951,8849060.0
4952,6547547.0
4953,2316546.0
4954,2346347.8
4955,2850740.8
4956,4160584.8
4957,2623132.5
4958,3228188.0
4959,522815.7
4963,2051681.9
4964,3040106.5
4965,228355.98
4966,2234259.5
4967,1291615.8
4968,2594317.0
4969,2593213.5
4970,4043872.8
4971,2402340.0
4972,8741375.0
4973,-2818952.0
4974,1387065.1
4975,618891.25
4976,1162535.4
4977,3606951.8
4978,5553913.5
4979,205922.4
4980,4616878.5
4981,5328930.0
4982,1514407.8
4983,2695742.0
4984,4758110.5
4985,2371673.5
4986,3894100.5
4987,3355875.0
4988,83707.766
4993,2798307.2
4994,6332130.0
4995,3017701.0
4996,4392067.5
4997,2088789.8
4998,1906134.8
4999,2843518.5
5000,4622012.5
5001,2984939.2
5002,3174019.0
5003,3240476.8
5004,2476963.5
5005,771988.75
5006,3221170.2
5007,4889698.0
5008,586392.94
5009,1289996.0
5010,6057600.0
5011,878722.06
5012,4608647.5
5013,3030205.8
5014,471710.84
5019,1127655.8
5020,937933.3
5021,728984.1
5022,1229232.8
5023,1215092.8
5024,1282671.2
5025,760084.1
5026,-1808481.2
5027,949632.75
5028,906615.44
5029,1197420.6
5030,555213.4
5031,1024077.6
5032,505817.88
5033,1232964.4
5034,1913560.2
5035,1126873.0
5036,1368010.5
5038,1619174.0
5039,1903127.9
5040,3445289.0
5041,1448228.4
5042,1294483.4
5043,1258836.9
5044,1443896.9
5045,868802.3
5051,1861776.1
5052,1727279.2
5053,1675903.0
5054,1896290.6
5055,3157071.8
5056,3109522.0
5057,601165.1
5058,1352055.8
5059,658534.75
5060,4749121.5
5061,591637.1
5062,1114966.8
5063,760501.7
5064,618146.1
5065,720798.8
5066,596665.4
5067,3074606.5
5068,878617.0
5069,4930621.0
5070,1090321.0
5071,854042.9
5072,1771813.6
5073,589189.94
5074,1984589.5
5075,-103051.22
5079,754663.4
5080,973803.75
5081,209453.66
5082,562205.56
5083,1060010.5
5084,1024903.44
5085,698670.9
5086,641113.94
5087,716948.94
5088,1174506.0
5089,1196187.2
5090,754663.4
5091,591637.1
5092,530112.56
5093,937558.4
5094,487584.28
5095,1236618.0
5096,601744.1
5097,823554.0
5098,1781890.2
5099,-118057.39
5100,1188366.9
5101,2525099.5
5102,2195398.2
5103,660527.8
5104,1097536.8
5109,1464653.4
5110,757912.1
5111,745379.7
5112,170873.44
5113,743555.56
5114,183797.67
5115,497064.38
5116,998530.8
5117,748032.3
5118,133991.9
5119,1903639.8
5120,2558758.0
5121,1650849.0
5122,631213.94
5123,1385081.0
5124,315631.1
5125,592515.94
5126,848073.75
5127,1157327.5
5128,433956.72
5129,1666848.6
5130,1595544.9
5131,1548372.5
5136,591637.1
5137,980533.5
5138,1080896.0
5139,1090226.8
5140,591637.1
5141,746147.8
5142,942656.94
5143,1027780.3
5144,441900.9
5145,7991615.5
5146,2333401.8
5147,1045224.25
5148,781528.0
5149,572774.44
5150,222502.92
5151,1166029.2
5152,756730.7
5153,656448.8
5154,813306.06
5155,1373451.8
5156,375062.97
5157,106645.49
5158,1102502.1
5159,783014.75
5163,948743.2
5164,1932448.5
5165,852433.2
5166,147649.34
5167,1197260.6
5168,914303.4
5169,1303877.6
5170,470509.78
5171,1329282.2
5172,563892.44
5173,2088142.9
5174,562846.06
5175,553056.94
5176,400488.16
5177,372342.9
5178,1164637.9
5179,914478.9
5180,1020415.5
5181,839612.7
5182,814223.2
5183,621947.56
5184,977296.75
5185,252688.44
5189,1090226.8
5190,896983.94
5191,716083.1
5192,183797.67
5193,562205.56
5194,698670.9
5195,562153.6
5196,264979.7
5197,253056.56
5198,344752.28
5199,754663.4
5200,908406.0
5201,611518.94
5202,562205.56
5203,1060010.5
5204,757790.7
5205,378318.34
5206,756730.7
5207,784973.75
5208,776933.94
5209,3512166.2
5210,2900034.8
5211,943567.3
5212,660527.8
5213,252688.44
5217,1119476.1
5218,1608510.0
5219,716083.1
5220,824078.6
5221,147649.34
5222,781528.0
5223,1003665.25
5224,934073.06
5225,750282.0
5226,395888.53
5227,896983.94
5228,990402.5
5229,783912.8
5230,591637.1
5231,754663.4
5232,619227.5
5233,716083.1
5234,1405680.4
5235,399644.84
5236,823554.0
5237,730411.8
5238,823554.0
5239,927294.44
5240,1153862.4
5241,404707.28
5246,887373.56
5247,1471525.9
5248,591455.0
5249,344752.28
5250,968704.4
5251,2909740.2
5252,698670.9
5253,499941.34
5254,-19451.777
5255,-2149491.2
5256,306106.47
5257,899077.7
5258,586537.75
5259,837230.1
5260,944554.3
5261,745379.7
5262,1267084.8
5263,183797.67
5264,819716.44
5265,660527.8
5266,879668.2
5267,502263.1
5268,2444372.0
5269,660345.7
5270,3562187.5
5271,1739951.9
5272,655428.44
5273,850418.75
5277,2865288.5
5278,547439.2
5279,781528.0
5280,749564.0
5281,2198884.2
5282,694237.8
5283,698670.9
5284,712750.0
5285,662967.6
5286,1132627.5
5287,727696.3
5288,560460.7
5289,591637.1
5290,1086874.6
5291,858403.7
5292,233804.19
5293,529832.8
5294,170873.44
5295,355072.2
5296,1070117.4
5297,913559.9
5298,631096.25
5299,882444.44
5300,791267.6
5301,2273304.5
5302,823554.0
5306,396433.84
5307,1114376.8
5308,170873.44
5309,-567111.06
5310,534643.1
5311,314577.7
5312,725535.5
5313,2258013.2
5314,431929.6
5315,543790.56
5316,3466792.8
5317,30661.297
5318,586537.75
5319,568114.44
5320,1151850.0
5321,754663.4
5322,660527.8
5323,459636.66
5324,749900.44
5325,1093795.1
5326,790542.1
5327,689777.25
5328,1464504.9
5329,-202368.81
5333,711650.06
5334,-758083.1
5335,2508391.8
5336,754663.4
5337,752096.44
5338,-25181.697
5339,868245.4
5340,397860.62
5341,662967.6
5342,395888.53
5343,439068.34
5344,281071.44
5345,468317.78
5346,468317.78
5347,620886.56
5348,783912.8
5349,531881.25
5350,628959.25
5351,781528.0
5352,579565.9
5353,859464.6
5354,536271.6
5355,2449334.0
5356,560910.94
5357,1159117.5
5358,881777.6
5359,307593.88
5360,873652.44
5364,896983.94
5365,492020.16
5366,781528.0
5367,737292.9
5368,562205.56
5369,1288597.1
5370,506213.0
5371,981156.44
5372,470509.78
5373,1226426.1
5374,754663.4
5375,553056.94
5376,325866.8
5377,750230.3
5378,848871.8
5379,-37901.902
5380,147649.34
5381,233804.19
5382,209453.66
5383,621947.56
5384,965874.7
5385,302694.97
5386,302694.97
5387,339704.0
5388,621947.56
5389,823554.0
5390,853913.4
5391,305934.9
5395,2249644.8
5396,719285.4
5397,310675.88
5398,344752.28
5399,708559.06
5400,535462.6
5401,652050.94
5402,407147.28
5403,1152226.5
5404,908406.0
5405,487584.28
5406,-347988.6
5407,754663.4
5408,209453.66
5409,692600.8
5410,562205.56
5411,944554.3
5412,556466.0
5413,669573.75
5414,487755.56
5415,413643.16
5416,631096.25
5417,719401.7
5418,616848.3
5422,908406.0
5423,754663.4
5424,-152194.56
5425,381926.78
5426,523625.3
5427,497064.38
5428,888561.8
5429,499941.34
5430,547149.6
5431,562205.56
5432,553056.94
5433,744415.3
5434,1046547.0
5435,233804.19
5436,939454.94
5437,586537.75
5438,996111.6
5439,209453.66
5440,553056.94
5441,1017391.6
5442,584103.06
5443,1108036.6
5444,264114.7
5445,379566.62
5446,689777.25
5447,408628.84
5451,591637.1
5452,553056.94
5453,856947.0
5454,346715.22
5455,752096.44
5456,-2044264.0
5457,748196.75
5458,530545.25
5459,629103.25
5460,781190.3
5461,558403.6
5462,238703.12
5463,534643.1
5464,534643.1
5465,754663.4
5466,-2045438.8
5467,1090226.8
5468,591637.1
5469,698248.75
5470,507959.1
5471,746366.06
5472,1013445.06
5473,1464463.9
5474,618856.6
5475,507959.1
5480,2249644.8
5481,1395253.4
5482,209453.66
5483,1119476.1
5484,754663.4
5485,524258.62
5486,1063483.6
5487,506853.5
5488,263002.22
5489,961850.44
5490,529190.75
5491,494841.97
5492,289745.25
5493,1395573.4
5494,1253253.1
5495,411683.1
5496,1059658.0
5497,1407765.2
5498,1779161.8
5499,591637.1
5500,1792477.4
5501,302694.97
5502,-800541.2
5503,719401.7
5504,1159117.5
5505,660345.7
5506,468710.34
5507,150095.22
5511,781528.0
5512,923527.94
5513,517983.47
5514,183797.67
5515,487584.28
5516,605528.6
5517,1034233.94
5518,660090.6
5519,692217.06
5520,79177.81
5521,944554.3
5522,1060010.5
5523,1222137.2
5524,534643.1
5525,331989.9
5526,754663.4
5527,908406.0
5528,689777.25
5529,852803.44
5530,-16453.36
5531,851144.5
5532,746776.44
5533,1256725.4
5534,818454.75
5535,784973.75
5539,944554.3
5540,439068.34
5541,760501.7
5542,359319.2
5543,-370464.56
5544,931330.94
5545,974152.75
5546,-294968.94
5547,754663.4
5548,774343.56
5549,1080896.0
5550,439068.34
5551,170873.44
5552,783912.8
5553,487584.28
5554,523625.3
5555,209453.66
5556,830215.25
5557,788176.1
5558,969206.56
5559,660345.7
5560,776933.94
5561,517894.84
5565,1552570.4
5566,238703.12
5567,754663.4
5568,754663.4
5569,114881.03
5570,536818.6
5571,662967.6
5572,258525.9
5573,413249.12
5574,92102.08
5575,591637.1
5576,107989.82
5577,562205.56
5578,1253253.1
5579,523625.3
5580,562205.56
5581,478424.8
5582,947764.94
5583,669573.75
5584,1009321.1
5585,621947.56
5586,784973.75
5587,525459.75
5588,50807.2
5589,556475.06
5590,727045.56
5591,302694.97
5595,77944780.0
5596,44860570.0
5597,40648410.0
5598,7583781.5
5599,-328658.28
5600,33511020.0
5601,16947620.0
5602,4692973.5
5603,3807916.8
5604,86957120.0
5605,97998584.0
5606,61269424.0
5607,17722884.0
5608,16164171.0
5609,8443889.0
5610,114828710.0
5611,6611374.0
5612,77179464.0
5613,29642060.0
5614,34249676.0
5615,1957838.1
5616,2548230.8
5620,69806130.0
5621,60994300.0
5622,28949756.0
5623,17221136.0
5624,23516978.0
5625,6996101.5
5626,5708009.5
5627,7665813.5
5628,8867653.0
5629,88905560.0
5630,86542980.0
5631,59815100.0
5632,30889274.0
5633,8467755.0
5634,36024468.0
5635,31774812.0
5636,62662790.0
5637,49482630.0
5638,37279148.0
5641,33335928.0
5642,18152896.0
5643,5724549.0
5644,20292322.0
5645,12939209.0
5646,24884272.0
5647,8083681.0
5648,15738020.0
5649,6243639.5
5650,42198624.0
5651,30132460.0
5652,13207992.0
5653,19848758.0
5654,8172821.5
5655,26588530.0
5656,23767000.0
5657,32160460.0
5658,24749444.0
5659,26694166.0
5660,16167202.0
5663,27708322.0
5664,13145109.0
5665,11431635.0
5666,6822425.0
5667,6528042.0
5668,1019904.2
5669,10049975.0
5670,1188134.9
5671,36889340.0
5672,9431631.0
5673,50357516.0
5674,6456605.5
5675,1757370.6
5676,26310158.0
5677,2410835.0
5678,2799333.0
5679,45010468.0
5680,8612904.0
5681,2999067.8
5682,13229764.0
5683,15591426.0
5684,18475626.0
5685,15787974.0
5686,6620165.5
5690,3697975.2
5691,5368775.0
5692,3220269.8
5693,10411830.0
5694,10478599.0
5695,6548650.0
5696,24110742.0
5697,2600862.8
5698,6478748.0
5699,4033088.8
5700,5202448.5
5701,15677460.0
5702,6727403.0
5703,5984487.0
5704,16308865.0
5705,34354130.0
5706,16270497.0
5707,24150832.0
5708,11365686.0
5709,5140959.0
5713,14755478.0
5714,5972270.5
5715,7761014.5
5716,4164521.2
5717,10473429.0
5718,9820621.0
5719,6683916.5
5720,7147747.5
5721,4592739.0
5722,29331578.0
5723,13009289.0
5724,9938503.0
5725,2455586.5
5726,25945156.0
5727,16073078.0
5728,13618369.0
5729,15961906.0
5730,10610025.0
5731,625876.6
5732,2194081.0
5733,8893205.0
5734,19640532.0
5735,6448054.0
5739,20049346.0
5740,14025255.0
5741,9031015.0
5742,5394084.0
5743,2415607.2
5744,2042340.5
5745,6906192.5
5746,1021717.44
5747,597527.4
5748,5854519.5
5749,12947151.0
5750,4916923.0
5751,2415023.5
5752,2448296.8
5753,23878252.0
5754,7338030.5
5755,8806106.0
5756,8953500.0
5757,25188800.0
5758,19868744.0
5759,1617873.2
5760,3746016.0
5765,6361167.0
5766,8970173.0
5767,5451615.5
5768,5139525.5
5769,182285.16
5770,27821364.0
5771,7687125.0
5772,4958451.5
5773,10982520.0
5774,2610167.2
5775,17934746.0
5776,18394322.0
5777,14350110.0
5778,12377148.0
5779,10900037.0
5780,11373797.0
5781,10851771.0
5782,6744502.0
5783,512540.4
5784,6155662.0
5785,4116072.5
5786,7530279.5
5789,7686418.5
5790,6485511.0
5791,8289273.5
5792,6734384.0
5793,12008336.0
5794,9047486.0
5795,18123232.0
5796,4039949.8
5797,7551325.0
5798,7689872.5
5799,3083441.5
5800,7263665.0
5801,10041128.0
5802,4413549.0
5803,11656181.0
5804,9409532.0
5805,5236964.5
5806,7888399.5
5807,8013110.0
5808,12165030.0
5809,20280688.0
5810,7065228.5
5813,7290659.0
5814,7574672.5
5815,5008508.0
5816,395133.75
5817,9880304.0
5818,4363702.0
5819,2302948.0
5820,6773119.0
5821,12709284.0
5822,10114085.0
5823,23004304.0
5824,6875937.0
5825,6649211.5
5826,5014686.0
5827,3889623.5
5828,2005886.1
5829,7395067.0
5830,11998793.0
5831,7055420.0
5832,2103706.0
5833,1253868.6
5837,9235506.0
5838,5850692.0
5839,3527832.2
5840,3816496.2
5841,2972404.2
5842,2612270.0
5843,6559418.5
5844,2729917.0
5845,1314601.5
5846,3491874.0
5847,11314910.0
5848,4647289.5
5849,6749678.5
5850,3328847.5
5851,6903044.5
5852,3328847.5
5853,3348403.0
5854,22683374.0
5855,7859593.0
5856,3208340.8
5857,2338412.0
5858,3824254.8
5861,17507184.0
5862,3387486.0
5863,1680681.2
5864,10898636.0
5865,3607917.8
5866,5195986.5
5867,1547214.0
5868,426575.3
5869,5367604.5
5870,6467202.0
5871,2754555.2
5872,6074584.5
5873,9681829.0
5874,7283181.0
5875,6504510.5
5876,6194616.0
5877,6536092.5
5878,5945546.0
5879,4107792.2
5880,2530836.8
5884,13074051.0
5885,578329.6
5886,2203694.8
5887,1684214.9
5888,549048.8
5889,4685874.5
5890,2140984.8
5891,7998695.5
5892,3652782.8
5893,2927456.2
5894,2231403.5
5895,5177304.5
5896,6976771.0
5897,12174978.0
5898,4823390.5
5899,1495197.4
5900,11435362.0
5901,1981573.1
5902,16761889.0
5903,5579174.5
5904,6228812.0
5905,3058744.8
5909,11300620.0
5910,819157.56
5911,2052798.4
5912,1130395.4
5913,5948424.5
5914,2703493.8
5915,6668761.0
5916,1760726.6
5917,7502554.5
5918,769434.8
5919,638987.75
5920,3805488.8
5921,7984198.0
5922,2976094.2
5923,7104275.0
5924,3278781.5
5925,3609034.2
5926,7437745.5
5927,3783375.2
5928,2540293.5
5929,-924619.6
5930,6790499.5
5931,5871226.0
5932,4643982.5
5936,4565853.0
5937,2349807.5
5938,2868142.8
5939,1588447.5
5940,-213882.33
5941,6582338.0
5942,4159695.2
5943,4025684.0
5944,3388262.0
5945,4054384.5
5946,4713851.5
5947,7362642.5
5948,5236115.0
5949,3073402.5
5950,5916615.5
5951,4357059.5
5952,4916997.0
5953,2969055.8
5954,6654401.0
5955,8425341.0
5956,3513273.0
5957,5539401.5
5961,3142041.5
5962,1610773.4
5963,3605214.8
5964,2379321.0
5965,2512397.8
5966,5653957.0
5967,906292.44
5968,3257347.5
5969,5560399.0
5970,3608238.0
5971,5517349.0
5972,3258475.8
5973,2994802.8
5974,2391816.8
5975,5356273.0
5976,2258375.0
5977,2695493.2
5978,8364509.0
5979,4982250.5
5980,2851331.8
5981,1701435.1
5985,3860407.2
5986,2210307.5
5987,2237173.0
5988,3417310.2
5989,3586148.5
5990,3877411.0
5991,5488931.0
5992,3228230.0
5993,4555040.0
5994,2114034.0
5995,5285361.0
5996,3591600.5
5997,3850286.2
5998,2973657.5
5999,6187154.5
6000,3796940.0
6001,3193788.2
6002,2394057.8
6003,2938448.0
6004,5133920.5
6005,4980179.0
6006,5991637.0
6007,2383316.2
6010,2468654.5
6011,2558453.5
6012,7760637.5
6013,2387529.0
6014,-889963.5
6015,9619033.0
6016,2376958.5
6017,2627738.2
6018,4929887.5
6019,2452638.5
6020,3565613.8
6021,2860632.2
6022,1373846.6
6023,2314830.5
6024,6256115.5
6025,5983651.0
6026,2541799.5
6027,4908642.0
6028,1549764.4
6029,2214876.2
6030,5231671.5
6031,-152136.12
6034,2567077.0
6035,2241940.2
6036,2455032.5
6037,1131349.0
6038,1265967.0
6039,2465979.0
6040,2259617.5
6041,4909228.0
6042,1750743.4
6043,2100909.5
6044,1796453.4
6045,1847587.9
6046,1847587.9
6047,1848268.6
6048,2483797.0
6049,2395384.0
6050,2360642.0
6051,3634301.2
6052,1507342.9
6053,3090880.2
6054,3781735.8
6055,6957528.5
6056,1743280.9
6057,2075218.9
6058,2423647.0
6059,2588721.0
6060,4972139.5
6063,1613928.8
6064,2546081.5
6065,2944585.5
6066,1461545.4
6067,1596162.9
6068,2281178.8
6069,3923752.5
6070,2225714.0
6071,1540850.4
6072,2232108.0
6073,2626844.0
6074,3494110.8
6075,2750858.0
6076,2634439.5
6077,2919067.2
6078,2441733.0
6079,3432907.8
6080,3513618.5
6081,2987957.8
6082,2335314.5
6083,2834330.2
6084,2498341.0
6085,7147525.0
6086,5281941.5
6090,1527789.0
6091,2611894.0
6092,1012152.94
6093,1173559.6
6094,983024.9
6095,1803550.2
6096,509153.66
6097,1081636.8
6098,349591.56
6099,852964.25
6100,2189781.0
6101,1611394.8
6102,1012152.94
6103,1012152.94
6104,897813.75
6105,12886450.0
6106,572147.25
6107,963479.3
6108,935916.94
6109,1146653.5
6110,1211724.2
6111,-1455535.0
6112,2951773.2
6113,4810665.5
6114,548923.2
6117,5768022.5
6118,2967911.2
6119,694024.94
6120,436806.84
6121,3743153.8
6122,611167.94
6123,729207.25
6124,481303.75
6125,1828807.0
6126,121950.67
6127,4621573.0
6128,657876.6
6129,1171795.5
6130,1045185.0
6131,858086.6
6132,801661.06
6133,810944.7
6134,642819.0
6135,10764602.0
6136,2351188.0
6137,2730492.8
6140,527651.94
6141,3029759.5
6142,264821.62
6143,280767.12
6144,2308784.5
6145,449315.62
6146,1176996.8
6147,416276.0
6148,3305750.8
6149,1295543.4
6150,667160.44
6151,504134.06
6152,121950.67
6153,962979.8
6154,1000835.56
6155,651756.06
6156,647918.4
6157,1263668.4
6158,810944.7
6159,609338.2
6160,589877.9
6161,488729.78
6164,2061917.0
6165,504134.06
6166,-99042.25
6167,-29781.074
6168,1428017.8
6169,638032.4
6170,165553.52
6171,602329.4
6172,198211.03
6173,933872.6
6174,1552699.2
6175,2698487.8
6176,513810.03
6177,504134.06
6178,420275.62
6179,552821.25
6180,-24089.832
6181,579906.6
6182,1033495.9
6183,964687.3
6184,675508.7
6186,7286901.0
6187,553541.44
6188,488729.78
6192,2757491.8
6193,1110522.5
6194,397510.75
6195,574018.2
6196,572587.56
6197,30254.914
6198,-162642.66
6199,526036.9
6200,1769002.5
6201,4505755.0
6202,400703.78
6203,930832.2
6204,1447892.6
6205,1309571.5
6206,647918.4
6207,2743811.8
6208,921911.8
6209,837809.3
6210,135795.84
6211,479399.03
6214,1187896.0
6215,667160.44
6216,205693.19
6217,667160.44
6218,380129.78
6219,443042.16
6220,765355.56
6221,-8325.292
6222,499034.62
6223,9128.047
6224,577898.3
6225,857051.2
6226,1681762.2
6227,667160.44
6228,436122.25
6229,-342052.53
6230,715847.6
6231,6078290.0
6232,1749047.4
6233,1264507.8
6234,619014.2
6235,801661.06
6236,642819.0
6237,692433.3
6238,274230.34
6241,436122.25
6242,131626.69
6243,344945.44
6244,1187896.0
6245,83370.445
6247,1064925.6
6248,90308.7
6249,41745.54
6250,575464.75
6251,857051.2
6252,1165787.0
6253,161084.42
6254,957282.56
6257,401033.62
6258,-419566.38
6259,543865.56
6260,1973150.9
6261,837809.3
6262,975895.6
6263,426851.4
6264,479399.03
6265,365410.25
6266,717960.7
6269,857051.2
6270,594302.4
6271,285813.84
6272,688925.56
6273,1110522.5
6274,611167.94
6275,760256.2
6276,507971.75
6277,179311.03
6278,2890562.0
6279,857051.2
6280,2919309.8
6281,444065.97
6282,905738.4
6283,706563.9
6284,964687.3
6285,3287266.8
6286,837809.3
6287,647918.4
6288,618486.8
6289,609338.2
6290,2063725.6
6291,1478247.4
6292,1084927.2
6296,702857.9
6297,821586.56
6298,257249.19
6299,96294.66
6300,418709.97
6301,65958.17
6302,409561.4
6303,1039338.1
6304,597230.0
6305,504134.06
6306,903087.75
6307,947236.5
6308,667160.44
6309,979519.4
6310,647323.06
6311,1103866.2
6312,505285.34
6313,564060.0
6314,810944.7
6315,1331680.4
6316,240078.98
6317,410709.62
6318,609338.2
6321,18921.031
6322,474702.44
6323,666565.06
6324,447546.28
6325,611167.94
6326,662715.1
6328,1029647.4
6329,121950.67
6330,504134.06
6331,584215.5
6332,667160.44
6333,333664.25
6334,970188.6
6335,144981.84
6336,647323.06
6337,745014.8
6338,647918.4
6339,651756.06
6340,642425.25
6341,488729.78
6342,810944.7
6345,296833.34
6346,527982.25
6347,1187896.0
6348,240892.36
6350,572452.44
6351,418709.97
6352,1522716.0
6353,765355.56
6355,857051.2
6356,474702.44
6357,1055143.4
6358,677132.25
6359,439006.47
6360,80340.54
6361,1264325.6
6362,1103866.2
6363,574709.1
6364,810944.7
6365,1635058.9
6366,772364.44
6367,618486.8
6368,553541.44
6371,657876.6
6372,266925.2
6373,257249.19
6374,344945.44
6375,1067115.8
6376,373857.88
6377,694024.94
6378,1432017.5
6379,1399205.4
