league_country;scraping_time;link;no;name;league;club;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Griechenland;20230422105953;https://www.transfermarkt.ch/anastasios-papachristos/profil/spieler/193950;93;Anastasios Papachristos;Super League 2;Veria NPS;2.Liga;175 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;300 Tsd. €;20.04.2017;30;1,75 m;Griechenland;Linker Verteidiger;links;;;28.08.2020;30.06.2023;;;;;42;43;;5;;;;;;;;;;;;;;;;;
Griechenland;20230422110016;https://www.transfermarkt.ch/michalis-boukouvalas/profil/spieler/52390;2;Michalis Boukouvalas;Super League 2;Veria NPS;2.Liga;150 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;700 Tsd. €;26.12.2009;35;1,69 m;Griechenland;Rechter Verteidiger;rechts;SG Agency;;26.08.2020;30.06.2023;;Griechenland;0;0;84;83;;15;;;;;;;;;;;;;;;;;
Griechenland;20230422110033;https://www.transfermarkt.ch/asterios-mouchalis/profil/spieler/287646;26;Asterios Mouchalis;Super League 2;Veria NPS;2.Liga;150 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;175 Tsd. €;27.06.2022;26;1,75 m;Griechenland;Rechter Verteidiger;rechts;Familienangehörige;adidas;01.07.2018;30.06.2023;;Griechenl. U18;2;0;42;45;;5;;;;;;;;;;;;;;;;;
Griechenland;20230422110050;https://www.transfermarkt.ch/georgios-bletsas/profil/spieler/342913;7;Georgios Bletsas;Super League 2;Veria NPS;2.Liga;150 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;200 Tsd. €;28.06.2021;27;1,84 m;Griechenland;Defensives Mittelfeld;links;;;01.07.2018;30.06.2023;;;;;68;62;;0;;;;;;;;;;;;;;;;;
Griechenland;20230422110114;https://www.transfermarkt.ch/angelos-ikonomou/profil/spieler/161202;6;Angelos Ikonomou;Super League 2;Panserraikos;2.Liga;200 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;300 Tsd. €;27.06.2022;27;1,70 m;Griechenland;Zentrales Mittelfeld;rechts;ohne Berater;;01.07.2022;30.06.2023;;Griechenld. U19;2;0;;;;;;KreuzbandverletzungRückkehr unbekannt;;;;;;;;;;;;;;;
Griechenland;20230422110131;https://www.transfermarkt.ch/alexandros-vergonis/profil/spieler/18923;;Alexandros Vergonis;;Karriereende;Veria NPS;;;;400 Tsd. €;10.05.2015;37;1,88 m;Griechenland;Zentrales Mittelfeld;links;;;01.07.2021;-;;;;;;;;;;;;;;;;;;;;;;;;;
Griechenland;20230422110203;https://www.transfermarkt.ch/di-giovanni-nouma-oum/profil/spieler/395931;;Di Giovanni Nouma Oum;N3 - Bourg.-Fr.-Comté;FC Montceau B.;5.Liga;;;;50 Tsd. €;06.10.2020;26;1,90 m;Frankreich;Zentrales Mittelfeld;rechts;;;01.02.2022;-;;;;;;;;;;;;;;;;;;;;;;;;;
Griechenland;20230422110235;https://www.transfermarkt.ch/alexandros-karagiannis/profil/spieler/234135;;Alexandros Karagiannis;;FS Kozani;;;;;300 Tsd. €;20.04.2017;29;1,73 m;Griechenland;Offensives Mittelfeld;links;KICK OFF SPORT MANAGEMENT;;09.09.2021;30.06.2023;;;;;;;;;;;;;;;;;;;;;;;;;
Griechenland;20230422110317;https://www.transfermarkt.ch/stelios-pozoglou/profil/spieler/292621;;Stelios Pozoglou;;Kampaniakos;;;;;350 Tsd. €;27.09.2015;27;1,74 m;Griechenland;Linksaußen;rechts;cts;;16.01.2023;30.06.2023;;Griechenld. U19;10;2;;;;;;;;;;;;;;;;;;;;;
Griechenland;20230422110351;https://www.transfermarkt.ch/savvas-mourgos/profil/spieler/340323;21;Savvas Mourgos;Super League 2;Panserraikos;2.Liga;400 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;400 Tsd. €;27.02.2023;25;1,73 m;Griechenland;Rechtsaußen;links;DRANGOLD AGENCY;;05.07.2022;30.06.2024;;Griechenld. U19;4;0;78;75;;19;http://www.instagram.com/savvasmourgos/;;;;;;;;;;;;;;;;
Griechenland;20230422110406;https://www.transfermarkt.ch/konstantinos-apostolopoulos/profil/spieler/252437;10;Konstantinos Apostolopoulos;;Eolikos;;;;;350 Tsd. €;20.04.2017;29;1,73 m;Griechenland;Rechtsaußen;rechts;;;06.08.2021;30.06.2023;;;;;;;;;;;;;;;;;;;;;;;;;
Griechenland;20230422110449;https://www.transfermarkt.ch/giannis-loukinas/profil/spieler/105817;25;Giannis Loukinas;Super League 2;Kallithea;2.Liga;350 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;500 Tsd. €;27.09.2015;31;1,85 m;Griechenland;Mittelstürmer;rechts;SG Agency;;04.07.2022;30.06.2024;;Griechenld. U19;2;0;68;63;;27;;;;;;;;;;;;;;;;;
Griechenland;20230422110510;https://www.transfermarkt.ch/giannis-pasas/profil/spieler/130149;21;Giannis Pasas;Super League 2;PS Kalamata;2.Liga;350 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;400 Tsd. €;21.12.2016;32;1,84 m;Griechenland;Mittelstürmer;links;Elite Players Management;;05.07.2022;30.06.2024;;;;;63;57;;28;;;;;;;;;;;;;;;;;
Griechenland;20230422110535;https://www.transfermarkt.ch/alberto-simoni/profil/spieler/567479;9;Alberto Simoni;Super League 2;Makedonikos;2.Liga;125 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;125 Tsd. €;27.02.2023;26;1,82 m;Albanien;Mittelstürmer;rechts;Zafi Agent;;09.08.2022;30.06.2023;;;;;79;72;;24;;Gelbsperre - Super League 2bis 25.04.2023;;;17;1,24;4;1;-;2;11;4;1;-;-;309';1.236'
Griechenland;20230422110555;https://www.transfermarkt.ch/georgios-vasiltsis/profil/spieler/689423;;Georgios Vasiltsis;;AEP Kozanis;;;;;10 Tsd. €;28.06.2021;20;;Griechenland;Mittelstürmer;;;;01.07.2022;30.06.2023;;;;;;;;;;;;;;;;;;;;;;;;;
Griechenland;20230422110644;https://www.transfermarkt.ch/evan-salines/profil/spieler/755163;;Evan Salines;;Golden Lion;;;;;25 Tsd. €;28.06.2021;25;1,74 m;Martinique;Mittelfeld;links;;;01.07.2022;-;Martinique;;2;0;;;;;;;;;;;;;;;;;;;;;
Griechenland;20230422110718;https://www.transfermarkt.ch/panagiotis-roumeliotis/profil/spieler/737203;;Panagiotis Roumeliotis;;AO Diavolitsiou;;;;;;;19;;Griechenland;Sturm;;;;12.09.2022;30.06.2023;;;;;;;;;;;;;;;;;;;;;;;;;
Griechenland;20230422110807;https://www.transfermarkt.ch/dimitrios-tairis/profil/spieler/125031;88;Dimitrios Tairis;Super League 2;PS Kalamata;2.Liga;200 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;300 Tsd. €;07.06.2015;33;1,84 m;Griechenland;Torwart;rechts;;;31.08.2020;30.06.2023;;;;;89;89;20;;;;;;;;;;;;;;;;;;
