league_country;scraping_time;link;no;name;league;club;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Österreich;20230422105834;https://www.transfermarkt.ch/lukas-ibertsberger/profil/spieler/531640;26;Lukas Ibertsberger;2. Liga;FC Liefering;2.Liga;250 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;250 Tsd. €;17.11.2022;19;;Österreich;Linker Verteidiger;links;More than Sport GmbH;;01.01.2021;30.06.2025;Österreich U21;;2;0;63;61;;2;;;;;18;1,56;-;1;-;3;5;3;-;-;-;-;1.308'
Österreich;20230422105850;https://www.transfermarkt.ch/mario-pejazic/profil/spieler/724062;20;Mario Pejazic;2. Liga;FC Liefering;2.Liga;200 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;200 Tsd. €;20.09.2022;18;;Österreich;Linker Verteidiger;links;;;01.07.2022;-;Österreich U19;;1;0;33;38;;2;;;;;14;1,36;-;1;-;6;2;1;-;-;-;-;822'
Österreich;20230422105915;https://www.transfermarkt.ch/benjamin-atiabou/profil/spieler/655215;27;Benjamin Atiabou;2. Liga;FC Liefering;2.Liga;250 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;250 Tsd. €;25.05.2022;19;1,78 m;Österreich;Rechter Verteidiger;rechts;CAA Base Ltd;;01.07.2021;-;;Österreich U18;8;0;25;24;;2;;KreuzbandrissRückkehr unbekannt;;;6;1,33;1;-;-;-;2;2;-;-;-;529';529'
Österreich;20230422105934;https://www.transfermarkt.ch/dario-bijelic/profil/spieler/678349;24;Dario Bijelic;2. Liga;FC Liefering;2.Liga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;23.07.2022;18;1,77 m;Kroatien;Rechter Verteidiger;rechts;;;01.07.2022;30.06.2023;Kroatien U18;;6;0;8;9;;0;;;;;6;2,17;-;-;-;4;2;-;-;-;-;-;201'
Österreich;20230422105952;https://www.transfermarkt.ch/mark-gevorgyan/profil/spieler/692472;44;Mark Gevorgyan;2. Liga;FC Liefering;2.Liga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;17.11.2022;17;;Deutschland;Rechter Verteidiger;rechts;Berater bekannt - Spieler unter 18;;01.07.2022;-;;Deutschland U17;5;0;58;55;;5;;;;;15;0,87;1;1;-;1;4;5;-;-;-;1.188';1.188'
Österreich;20230422110012;https://www.transfermarkt.ch/daniel-klicnik/profil/spieler/527584;18;Daniel Klicnik;2. Liga;FC Liefering;2.Liga;75 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;125 Tsd. €;25.05.2022;19;1,78 m;Österreich;Rechter Verteidiger;rechts;MLG Sports Consulting;adidas;01.07.2021;30.06.2023;;Österreich U16;6;0;;;;;;PatellasehnenrissRückkehr unbekannt;;;;;;;;;;;;;;;
Österreich;20230422110026;https://www.transfermarkt.ch/soumaila-diabate/profil/spieler/1089004;10;Soumaila Diabate;2. Liga;FC Liefering;2.Liga;250 Tsd. €Letzte Änderung: 02.01.2023;Tsd. €;Letzte Änderung: 02.01.2023;250 Tsd. €;02.01.2023;18;1,68 m;Mali;Defensives Mittelfeld;;BLACKSKILL;;02.01.2023;30.06.2027;;;;;25;28;;0;;;;;;;;;;;;;;;;;
Österreich;20230422110051;https://www.transfermarkt.ch/lawrence-agyekum/profil/spieler/733410;35;Lawrence Agyekum;Bundesliga;RB Salzburg;1.Liga;1,00 Mio. €Letzte Änderung: 17.11.2022;Mio. €;Letzte Änderung: 17.11.2022;1,00 Mio. €;17.11.2022;19;1,74 m;Ghana;Zentrales Mittelfeld;rechts;Kick&Run;;07.02.2022;30.06.2026;;;;;15;17;;0;;;;;3;2,33;-;-;-;1;2;1;-;-;-;-;197'
Österreich;20230422110112;https://www.transfermarkt.ch/justin-omoregie/profil/spieler/581880;36;Justin Omoregie;Bundesliga;RB Salzburg;1.Liga;800 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;800 Tsd. €;25.05.2022;19;1,91 m;Österreich;Zentrales Mittelfeld;links;MLG Sports Consulting;adidas;01.07.2022;30.06.2027;Österreich U19;;10;0;;;;;;RückenproblemeRückkehr unbekannt;;;;;;;;;;;;;;;
Österreich;20230422110125;https://www.transfermarkt.ch/tolgahan-sahin/profil/spieler/629037;22;Tolgahan Sahin;2. Liga;FC Liefering;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;300 Tsd. €;01.12.2021;18;;Österreich;Zentrales Mittelfeld;rechts;HAGMAYR Sportmanagement;Puma;01.07.2021;-;Österreich U19;;2;0;63;61;;2;;;;;20;1,15;-;1;-;5;7;1;-;-;-;-;1.306'
Österreich;20230422110141;https://www.transfermarkt.ch/raphael-hofer/profil/spieler/603953;8;Raphael Hofer;2. Liga;FC Liefering;2.Liga;250 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;250 Tsd. €;17.11.2022;20;;Österreich;Zentrales Mittelfeld;;More than Sport GmbH;;01.07.2021;30.06.2026;;;;;71;69;;14;;;;;22;1,23;3;3;-;5;11;3;-;-;-;498';1.494'
Österreich;20230422110209;https://www.transfermarkt.ch/moussa-kounfolo-yeo/profil/spieler/1041861;49;Moussa Kounfolo Yeo;2. Liga;FC Liefering;2.Liga;250 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;250 Tsd. €;08.08.2022;18;1,72 m;Mali;Zentrales Mittelfeld;rechts;BLACKSKILL;;08.08.2022;30.06.2027;;;;;52;50;;8;;;;;;;;;;;;;;;;;
Österreich;20230422110233;https://www.transfermarkt.ch/mohammad-sadeqi/profil/spieler/610393;21;Mohammad Sadeqi;2. Liga;FC Liefering;2.Liga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;17.11.2022;19;1,81 m;Österreich;Zentrales Mittelfeld;rechts;BTFM;;01.07.2022;-;;;;;17;15;;2;;Gelbrotsperre - 2. Ligabis 01.05.2023;;;9;1,78;-;1;-;5;2;1;1;-;-;-;317'
Österreich;20230422110254;https://www.transfermarkt.ch/tim-paumgartner/profil/spieler/742014;35;Tim Paumgartner;2. Liga;FC Liefering;2.Liga;100 Tsd. €Letzte Änderung: 24.02.2023;Tsd. €;Letzte Änderung: 24.02.2023;100 Tsd. €;24.02.2023;18;;Österreich;Zentrales Mittelfeld;;;;01.01.2023;-;Österreich U18;;6;0;8;14;;0;;;;;;;;;;;;;;;;;
Österreich;20230422110319;https://www.transfermarkt.ch/alparslan-baran/profil/spieler/724053;39;Alparslan Baran;2. Liga;FC Liefering;2.Liga;75 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;75 Tsd. €;02.07.2022;18;1,80 m;Österreich;Zentrales Mittelfeld;links;HAGMAYR Sportmanagement;adidas;01.07.2022;-;Österreich U18;;9;1;0;0;;0;;;;;1;0,00;-;-;-;1;-;-;-;-;-;-;-
Österreich;20230422110338;https://www.transfermarkt.ch/dijon-kameri/profil/spieler/629005;8;Dijon Kameri;Bundesliga;RB Salzburg;1.Liga;4,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;20.09.2022;19;1,81 m;Österreich;Offensives Mittelfeld;rechts;Key United;Puma;01.07.2022;30.06.2026;Österreich U21;;2;0;16;10;;4;;;;;6;2,67;1;1;-;2;4;-;-;-;-;235';235'
Österreich;20230422110355;https://www.transfermarkt.ch/zeteny-jano/profil/spieler/692474;29;Zeteny Jano;2. Liga;FC Liefering;2.Liga;500 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;500 Tsd. €;17.11.2022;18;;Österreich;Offensives Mittelfeld;rechts;;;01.07.2022;-;Österreich U18;;6;2;50;53;;19;;;;;24;1,25;2;6;-;12;10;4;-;-;-;573';1.145'
Österreich;20230422110417;https://www.transfermarkt.ch/dominik-lechner/profil/spieler/804029;;Dominik Lechner;ÖFB Jugendliga U18;AKA Salzb. U18;Jugendliga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;20.09.2022;18;;Österreich;Offensives Mittelfeld;;Sports360 GmbH;;01.07.2021;-;Österreich U18;;5;2;25;21;;4;;;;;;;;;;;;;;;;;
Österreich;20230422110438;https://www.transfermarkt.ch/karim-konate/profil/spieler/847278;19;Karim Konaté;Bundesliga;RB Salzburg;1.Liga;4,00 Mio. €Letzte Änderung: 17.11.2022;Mio. €;Letzte Änderung: 17.11.2022;4,00 Mio. €;17.11.2022;19;1,78 m;Elfenbeinküste;Mittelstürmer;rechts;VV Consulting;;01.07.2022;30.06.2027;Elfenbeink. U23;;0;0;0;3;;5;;;;;4;2,00;1;-;-;4;-;-;-;-;-;25';25'
Österreich;20230422110455;https://www.transfermarkt.ch/oumar-diakite/profil/spieler/847279;37;Oumar Diakité;2. Liga;FC Liefering;2.Liga;900 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;900 Tsd. €;17.11.2022;19;1,82 m;Elfenbeinküste;Mittelstürmer;rechts;AD ASTRA SM;;13.01.2022;30.06.2026;Elfenbeinküste;;0;0;71;69;;33;;;;;19;1,37;8;6;-;2;7;-;-;-;2;188';1.500'
Österreich;20230422110512;https://www.transfermarkt.ch/elias-havel/profil/spieler/566626;7;Elias Havel;2. Liga;FC Liefering;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;400 Tsd. €;26.05.2021;20;1,84 m;Österreich;Mittelstürmer;rechts;ROOF;Nike;01.01.2021;-;;Österreich U19;6;0;46;52;;19;;;;;23;1,30;6;2;-;12;8;3;-;-;-;188';1.126'
Österreich;20230422110528;https://www.transfermarkt.ch/luka-reischl/profil/spieler/629039;9;Luka Reischl;2. Liga;FC Liefering;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;650 Tsd. €;19.12.2020;19;1,84 m;Österreich;Mittelstürmer;;Key United;Nike;01.08.2020;30.06.2026;Österreich U19;;3;1;25;28;;5;;;;;16;1,44;-;2;-;10;5;1;-;-;-;-;607'
Österreich;20230422110545;https://www.transfermarkt.ch/marcell-berki/profil/spieler/632996;13;Marcell Berki;2. Liga;FC Liefering;2.Liga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;23.07.2022;18;1,80 m;Ungarn;Mittelstürmer;rechts;EM Sports Consulting;Nike;01.07.2022;30.06.2026;Ungarn U19;;4;2;4;6;;0;;;;;7;0,57;-;-;-;6;1;-;-;-;-;-;130'
Österreich;20230422110601;https://www.transfermarkt.ch/federico-crescenti/profil/spieler/633190;45;Federico Crescenti;2. Liga;FC Liefering;2.Liga;150 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;02.07.2021;18;1,73 m;Schweiz;Mittelstürmer;rechts;SBE Management AG;Puma;01.07.2021;31.05.2026;Schweiz U19;;6;1;0;6;;5;;;;;8;1,50;2;-;-;8;-;-;-;-;-;62';124'
Österreich;20230422110616;https://www.transfermarkt.ch/nicolas-schmid/profil/spieler/291097;1;Nicolas Schmid;2. Liga;Blau-Weiß Linz;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;300 Tsd. €;26.05.2021;26;1,95 m;Österreich;Torwart;beidfüßig;CONNEXION;;01.07.2019;30.06.2025;;Österreich U19;1;0;96;96;33;;;;24;6;22;1,91;-;;-;-;-;1;-;-;;;1.980'
Österreich;20230422110634;https://www.transfermarkt.ch/felix-gschossmann/profil/spieler/286798;21;Felix Gschossmann;2. Liga;Blau-Weiß Linz;2.Liga;75 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;150 Tsd. €;01.12.2018;26;1,85 m;Österreich;Torwart;rechts;Reza Sport Consulting;;01.08.2020;30.06.2025;;Österreich U18;0;0;4;4;0;;;;-;1;1;3,00;-;;-;-;-;-;-;-;;;90'
Österreich;20230422110653;https://www.transfermarkt.ch/kevin-radulovic/profil/spieler/746156;31;Kevin Radulovic;2. Liga;Blau-Weiß Linz;2.Liga;10 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;10 Tsd. €;02.07.2022;20;;Österreich;Torwart;;THE PLAYERS AGENT SRL;;01.07.2022;-;;;;;0;0;0;;;;-;-;-;-;-;;-;-;-;-;-;-;;;-
Österreich;20230422110719;https://www.transfermarkt.ch/armin-sarcevic/profil/spieler/440676;41;Armin Sarcevic;2. Liga;Blau-Weiß Linz;2.Liga;10 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;10 Tsd. €;02.07.2022;23;;Österreich;Torwart;;RR Sports Management;;01.07.2022;-;;;;;;;;;;;;;;;;;;;;;;;;;
Österreich;20230422110747;https://www.transfermarkt.ch/manuel-maranda/profil/spieler/287995;15;Manuel Maranda;2. Liga;Blau-Weiß Linz;2.Liga;350 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;400 Tsd. €;21.12.2020;25;1,88 m;Österreich;Innenverteidiger;rechts;SPOCS Global Sports;;02.07.2021;30.06.2024;;Österreich U21;5;0;100;97;;11;http://www.instagram.com/manuel_maranda/;;;;23;1,96;3;3;-;-;4;2;-;-;-;668';2.003'
Österreich;20230422110804;https://www.transfermarkt.ch/fabio-strauss/profil/spieler/154140;2;Fabio Strauss;2. Liga;Blau-Weiß Linz;2.Liga;300 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;550 Tsd. €;02.06.2017;28;1,95 m;Österreich;Innenverteidiger;rechts;ROGON;;28.08.2020;31.05.2024;;;;;78;75;;4;;;;;18;2,28;-;2;-;-;2;6;-;-;-;-;1.545'
Österreich;20230422110826;https://www.transfermarkt.ch/christoph-schosswendter/profil/spieler/68379;3;Christoph Schösswendter;2. Liga;Blau-Weiß Linz;2.Liga;175 Tsd. €Letzte Änderung: 17.11.2022;Tsd. €;Letzte Änderung: 17.11.2022;800 Tsd. €;22.12.2016;34;1,94 m;Österreich;Innenverteidiger;rechts;More than Sport GmbH;;22.01.2022;30.06.2023;;Österreich U20;1;0;26;24;;2;http://instagram.com/chriistoph_sch;;;;9;1,44;-;1;-;3;3;2;-;-;-;-;488'
