league_country,scraping_time,link,no,name,league,club,league_level,age,height,nationality,position,foot,consultancy,supplier,club_since,contract_until,international,former_international,international_games,international_goals,market_value,market_value_currency,market_value_latest_correction,highest_market_value,highest_market_value_date,starting_eleven_quote,minutes_quote,penalty_saves_quote,goal_participation_quote,instagram,injury,goals_conceded,clean_sheets,games,points_per_game,goals,assists,own_goals,ins,outs,yellow_cards,yellow_red_cards,red_cards,penalty_goals,minutes_per_goal,minutes
Österreich,20230420225834,https://www.transfermarkt.ch/moussa-kounfolo-yeo/profil/spieler/1041861,49,Moussa Kounfolo Yeo,2. Liga,FC Liefering,2.Liga,18,"1,72 m",Mali,Zentrales Mittelfeld,rechts,BLACKSKILL,,08.08.2022,30.06.2027,,,,,250 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,250 Tsd. €,08.08.2022,55,53,,9,,,,,,,,,,,,,,,,,
Österreich,20230420225858,https://www.transfermarkt.ch/mohammad-sadeqi/profil/spieler/610393,21,Mohammad Sadeqi,2. Liga,FC Liefering,2.Liga,19,"1,81 m",Österreich,Zentrales Mittelfeld,rechts,BTFM,,01.07.2022,-,,,,,150 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,150 Tsd. €,17.11.2022,13,13,,2,,,,,8,"2,00",-,1,-,5,2,1,-,-,-,-,273'
Österreich,20230420225923,https://www.transfermarkt.ch/tim-paumgartner/profil/spieler/742014,35,Tim Paumgartner,2. Liga,FC Liefering,2.Liga,18,,Österreich,Zentrales Mittelfeld,,,,01.01.2023,-,Österreich U18,,6,0,100 Tsd. €Letzte Änderung: 24.02.2023,Tsd. €,Letzte Änderung: 24.02.2023,100 Tsd. €,24.02.2023,9,16,,0,,,,,,,,,,,,,,,,,
Österreich,20230420225949,https://www.transfermarkt.ch/alparslan-baran/profil/spieler/724053,39,Alparslan Baran,2. Liga,FC Liefering,2.Liga,18,"1,80 m",Österreich,Zentrales Mittelfeld,links,HAGMAYR Sportmanagement,adidas,01.07.2022,-,Österreich U18,,9,1,75 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,75 Tsd. €,02.07.2022,0,0,,0,,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Österreich,20230420230007,https://www.transfermarkt.ch/dijon-kameri/profil/spieler/629005,8,Dijon Kameri,Bundesliga,RB Salzburg,1.Liga,19,"1,81 m",Österreich,Offensives Mittelfeld,rechts,Key United,Puma,01.07.2022,30.06.2026,Österreich U21,,2,0,"4,00 Mio. €Letzte Änderung: 10.11.2022",Mio. €,Letzte Änderung: 10.11.2022,"4,00 Mio. €",20.09.2022,16,10,,4,,,,,6,"2,67",1,1,-,2,4,-,-,-,-,235',235'
Österreich,20230420230025,https://www.transfermarkt.ch/zeteny-jano/profil/spieler/692474,29,Zeteny Jano,2. Liga,FC Liefering,2.Liga,18,,Österreich,Offensives Mittelfeld,rechts,,,01.07.2022,-,Österreich U18,,6,2,500 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,500 Tsd. €,17.11.2022,48,51,,17,,,,,23,"1,30",1,6,-,12,10,4,-,-,-,1.055',1.055'
Österreich,20230420230051,https://www.transfermarkt.ch/dominik-lechner/profil/spieler/804029,,Dominik Lechner,ÖFB Jugendliga U18,AKA Salzb. U18,Jugendliga,18,,Österreich,Offensives Mittelfeld,,Sports360 GmbH,,01.07.2021,-,Österreich U18,,5,2,150 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,150 Tsd. €,20.09.2022,25,21,,4,,,,,,,,,,,,,,,,,
Österreich,20230420230114,https://www.transfermarkt.ch/karim-konate/profil/spieler/847278,19,Karim Konaté,Bundesliga,RB Salzburg,1.Liga,19,"1,78 m",Elfenbeinküste,Mittelstürmer,rechts,VV Consulting,,01.07.2022,30.06.2027,Elfenbeink. U23,,0,0,"4,00 Mio. €Letzte Änderung: 17.11.2022",Mio. €,Letzte Änderung: 17.11.2022,"4,00 Mio. €",17.11.2022,0,3,,5,,,,,4,"2,00",1,-,-,4,-,-,-,-,-,25',25'
Österreich,20230420230131,https://www.transfermarkt.ch/oumar-diakite/profil/spieler/847279,37,Oumar Diakité,2. Liga,FC Liefering,2.Liga,19,"1,82 m",Elfenbeinküste,Mittelstürmer,rechts,AD ASTRA SM,,13.01.2022,30.06.2026,Elfenbeinküste,,0,0,900 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,900 Tsd. €,17.11.2022,70,69,,34,,,,,18,"1,44",8,6,-,2,6,-,-,-,2,177',1.418'
Österreich,20230420230146,https://www.transfermarkt.ch/elias-havel/profil/spieler/566626,7,Elias Havel,2. Liga,FC Liefering,2.Liga,20,"1,84 m",Österreich,Mittelstürmer,rechts,ROOF,Nike,01.01.2021,-,,Österreich U19,6,0,300 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,400 Tsd. €,26.05.2021,43,51,,17,,,,,22,"1,36",6,1,-,12,7,3,-,-,-,174',1.044'
Österreich,20230420230202,https://www.transfermarkt.ch/luka-reischl/profil/spieler/629039,9,Luka Reischl,2. Liga,FC Liefering,2.Liga,19,"1,84 m",Österreich,Mittelstürmer,,Key United,Nike,01.08.2020,30.06.2026,Österreich U19,,3,1,300 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,650 Tsd. €,19.12.2020,26,29,,5,,,,,15,"1,53",-,2,-,9,5,1,-,-,-,-,599'
Österreich,20230420230220,https://www.transfermarkt.ch/marcell-berki/profil/spieler/632996,13,Marcell Berki,2. Liga,FC Liefering,2.Liga,18,"1,80 m",Ungarn,Mittelstürmer,rechts,EM Sports Consulting,Nike,01.07.2022,30.06.2026,Ungarn U19,,4,2,150 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,150 Tsd. €,23.07.2022,4,6,,0,,,,,7,"0,57",-,-,-,6,1,-,-,-,-,-,130'
Österreich,20230420230237,https://www.transfermarkt.ch/federico-crescenti/profil/spieler/633190,45,Federico Crescenti,2. Liga,FC Liefering,2.Liga,18,"1,73 m",Schweiz,Mittelstürmer,rechts,SBE Management AG,Puma,01.07.2021,31.05.2026,Schweiz U19,,6,1,150 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,150 Tsd. €,02.07.2021,0,6,,5,,,,,7,"1,71",2,-,-,7,-,-,-,-,-,58',116'
Österreich,20230420230255,https://www.transfermarkt.ch/nicolas-schmid/profil/spieler/291097,1,Nicolas Schmid,2. Liga,Blau-Weiß Linz,2.Liga,26,"1,95 m",Österreich,Torwart,beidfüßig,CONNEXION,,01.07.2019,30.06.2025,,Österreich U19,1,0,300 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,300 Tsd. €,26.05.2021,96,96,33,,,,24,6,22,"1,91",-,,-,-,-,1,-,-,,,1.980'
Österreich,20230420230314,https://www.transfermarkt.ch/felix-gschossmann/profil/spieler/286798,21,Felix Gschossmann,2. Liga,Blau-Weiß Linz,2.Liga,26,"1,85 m",Österreich,Torwart,rechts,Reza Sport Consulting,,01.08.2020,30.06.2025,,Österreich U18,0,0,75 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,150 Tsd. €,01.12.2018,4,4,0,,,,-,1,1,"3,00",-,,-,-,-,-,-,-,,,90'
Österreich,20230420230332,https://www.transfermarkt.ch/kevin-radulovic/profil/spieler/746156,31,Kevin Radulovic,2. Liga,Blau-Weiß Linz,2.Liga,20,,Österreich,Torwart,,THE PLAYERS AGENT SRL,,01.07.2022,-,,,,,10 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,10 Tsd. €,02.07.2022,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Österreich,20230420230359,https://www.transfermarkt.ch/armin-sarcevic/profil/spieler/440676,41,Armin Sarcevic,2. Liga,Blau-Weiß Linz,2.Liga,23,,Österreich,Torwart,,RR Sports Management,,01.07.2022,-,,,,,10 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,10 Tsd. €,02.07.2022,,,,,,,,,,,,,,,,,,,,,
Österreich,20230420230427,https://www.transfermarkt.ch/manuel-maranda/profil/spieler/287995,15,Manuel Maranda,2. Liga,Blau-Weiß Linz,2.Liga,25,"1,88 m",Österreich,Innenverteidiger,rechts,SPOCS Global Sports,,02.07.2021,30.06.2024,,Österreich U21,5,0,350 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,400 Tsd. €,21.12.2020,100,97,,11,http://www.instagram.com/manuel_maranda/,,,,23,"1,96",3,3,-,-,4,2,-,-,-,668',2.003'
Österreich,20230420230442,https://www.transfermarkt.ch/fabio-strauss/profil/spieler/154140,2,Fabio Strauss,2. Liga,Blau-Weiß Linz,2.Liga,28,"1,95 m",Österreich,Innenverteidiger,rechts,ROGON,,28.08.2020,31.05.2024,,,,,300 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,550 Tsd. €,02.06.2017,78,75,,4,,,,,18,"2,28",-,2,-,-,2,6,-,-,-,-,1.545'
Österreich,20230420230506,https://www.transfermarkt.ch/christoph-schosswendter/profil/spieler/68379,3,Christoph Schösswendter,2. Liga,Blau-Weiß Linz,2.Liga,34,"1,94 m",Österreich,Innenverteidiger,rechts,More than Sport GmbH,,22.01.2022,30.06.2023,,Österreich U20,1,0,175 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,800 Tsd. €,22.12.2016,26,24,,2,http://instagram.com/chriistoph_sch,,,,9,"1,44",-,1,-,3,3,2,-,-,-,-,488'
Österreich,20230420230521,https://www.transfermarkt.ch/lukas-rath/profil/spieler/67442,17,Lukas Rath,2. Liga,Blau-Weiß Linz,2.Liga,31,"1,85 m",Österreich,Innenverteidiger,links,More than Sport GmbH,,04.08.2022,30.06.2023,,Österreich U21,5,0,75 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,400 Tsd. €,24.09.2012,5,3,,0,,,,,2,"1,50",-,-,-,1,1,-,-,-,-,-,61'
Österreich,20230420230540,https://www.transfermarkt.ch/simon-pirkl/profil/spieler/243230,8,Simon Pirkl,2. Liga,Blau-Weiß Linz,2.Liga,26,"1,76 m",Österreich,Linker Verteidiger,links,Future Sports Concept,Puma,01.07.2021,30.06.2024,,Österreich U21,1,0,300 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,350 Tsd. €,27.05.2017,87,71,,15,,,,,21,"1,86",-,8,-,1,16,1,-,-,-,-,1.462'
Österreich,20230420230556,https://www.transfermarkt.ch/fabian-windhager/profil/spieler/434109,22,Fabian Windhager,2. Liga,Blau-Weiß Linz,2.Liga,21,"1,72 m",Österreich,Rechter Verteidiger,rechts,m & m deportivo,,02.07.2021,30.06.2024,,Österreich U19,1,0,300 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,300 Tsd. €,17.11.2022,78,58,,6,,,,,19,"2,21",3,-,-,1,17,4,-,-,-,398',1.193'
Österreich,20230420230613,https://www.transfermarkt.ch/danilo-mitrovic/profil/spieler/574666,5,Danilo Mitrovic,2. Liga,Blau-Weiß Linz,2.Liga,22,"1,82 m",Serbien,Rechter Verteidiger,rechts,Partners for Soccer,,04.07.2019,30.06.2024,,Serbien U21,3,0,175 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,275 Tsd. €,26.05.2021,17,30,,9,,,,,15,"2,13",1,4,-,11,2,1,-,-,-,613',613'
Österreich,20230420230631,https://www.transfermarkt.ch/julian-golles/profil/spieler/339826,14,Julian Gölles,2. Liga,Blau-Weiß Linz,2.Liga,23,"1,90 m",Österreich,Rechter Verteidiger,rechts,MLG Sports Consulting,,01.07.2021,30.06.2023,,Österreich U21,3,0,175 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,350 Tsd. €,03.09.2019,9,24,,4,,,,,14,"1,71",-,2,-,12,2,-,-,-,-,-,496'
Österreich,20230420230647,https://www.transfermarkt.ch/michael-brandner/profil/spieler/159095,13,Michael Brandner,2. Liga,Blau-Weiß Linz,2.Liga,28,"1,75 m",Österreich,Defensives Mittelfeld,beidfüßig,CONNEXION,,01.07.2019,30.06.2025,,Österreich U20,5,0,300 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,350 Tsd. €,01.06.2016,78,76,,4,,,,,19,"1,74",2,-,-,1,6,7,-,-,2,782',1.563'
Österreich,20230420230704,https://www.transfermarkt.ch/lukas-tursch/profil/spieler/206951,26,Lukas Tursch,2. Liga,Blau-Weiß Linz,2.Liga,27,"1,86 m",Österreich,Defensives Mittelfeld,,HAGMAYR Sportmanagement,,01.07.2022,30.06.2024,,Österreich U19,7,0,250 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,300 Tsd. €,19.12.2020,91,95,,2,,,,,23,"1,96",1,-,-,2,1,3,-,-,-,1.970',1.970'
Österreich,20230420230725,https://www.transfermarkt.ch/alexander-briedl/profil/spieler/531634,23,Alexander Briedl,2. Liga,Blau-Weiß Linz,2.Liga,20,"1,80 m",Österreich,Defensives Mittelfeld,links,More than Sport GmbH,,01.07.2022,30.06.2024,,,,,200 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,200 Tsd. €,25.05.2022,9,24,,2,,,,,19,"2,00",-,1,-,17,2,-,-,-,-,-,498'
Österreich,20230420230749,https://www.transfermarkt.ch/tobias-koch/profil/spieler/434103,6,Tobias Koch,2. Liga,Blau-Weiß Linz,2.Liga,22,"1,80 m",Österreich,Zentrales Mittelfeld,rechts,SBE Management AG,adidas,01.07.2021,30.06.2024,,Österreich U19,3,0,400 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,400 Tsd. €,17.11.2022,87,86,,13,,,,,22,"1,91",3,4,-,2,3,2,-,-,-,595',1.784'
Österreich,20230420230802,https://www.transfermarkt.ch/marco-krainz/profil/spieler/223965,4,Marco Krainz,2. Liga,Blau-Weiß Linz,2.Liga,25,,Österreich,Zentrales Mittelfeld,rechts,Future Sports Concept,,31.08.2022,30.06.2024,,Österreich U21,2,0,350 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,400 Tsd. €,25.05.2022,35,38,,5,,,,,12,"2,33",-,2,-,6,2,1,-,-,-,-,577'
Österreich,20230420230821,https://www.transfermarkt.ch/matthias-seidl/profil/spieler/526895,18,Matthias Seidl,2. Liga,Blau-Weiß Linz,2.Liga,22,"1,75 m",Österreich,Offensives Mittelfeld,beidfüßig,m & m deportivo,,01.07.2021,30.06.2024,,Österreich U19,5,1,"1,00 Mio. €Letzte Änderung: 17.11.2022",Mio. €,Letzte Änderung: 17.11.2022,"1,00 Mio. €",17.11.2022,83,79,,30,,SyndesmosebandanrissRückkehr unbekannt,,,19,"2,00",12,4,-,-,5,-,-,-,-,136',1.630'
Österreich,20230420230832,https://www.transfermarkt.ch/paul-mensah/profil/spieler/598541,10,Paul Mensah,2. Liga,Blau-Weiß Linz,2.Liga,23,"1,78 m",Ghana,Offensives Mittelfeld,,,,24.01.2022,30.06.2024,,,,,250 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,300 Tsd. €,01.06.2019,74,68,,15,,,,,23,"1,96",3,5,-,6,15,1,-,-,-,466',1.399'
Österreich,20230420230857,https://www.transfermarkt.ch/simon-seidl/profil/spieler/620496,20,Simon Seidl,2. Liga,Blau-Weiß Linz,2.Liga,20,,Österreich,Offensives Mittelfeld,,m & m deportivo,,01.07.2022,30.06.2024,,,,,150 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,150 Tsd. €,02.07.2022,9,17,,6,,,,,14,"2,29",1,2,-,12,2,2,-,-,-,361',361'
Österreich,20230420230923,https://www.transfermarkt.ch/jahn-herrmann/profil/spieler/406612,27,Jahn Herrmann,2. Liga,Blau-Weiß Linz,2.Liga,22,,Deutschland,Offensives Mittelfeld,rechts,Robert Schneider,,06.02.2023,30.06.2023,,Deutschland U20,0,0,75 Tsd. €Letzte Änderung: 30.12.2022,Tsd. €,Letzte Änderung: 30.12.2022,100 Tsd. €,11.06.2021,14,16,,0,,,,,2,"1,50",-,-,-,1,1,-,-,-,-,-,102'
Österreich,20230420230943,https://www.transfermarkt.ch/fally-mayulu/profil/spieler/826719,11,Fally Mayulu,2. Liga,Blau-Weiß Linz,2.Liga,20,"1,93 m",Frankreich,Mittelstürmer,rechts,Titanium Sports Management,,07.02.2022,31.05.2023,,,,,350 Tsd. €Letzte Änderung: 17.11.2022,Tsd. €,Letzte Änderung: 17.11.2022,350 Tsd. €,17.11.2022,65,62,,34,,,,,23,"1,96",10,8,-,8,11,3,-,-,-,129',1.288'
