league_country;scraping_time;link;no;name;league;club;image;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;international_active;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Serbien;20230516024432;https://www.transfermarkt.ch/nemanja-belakovic/profil/spieler/348119;23;Nemanja Belakovic;Super liga Srbije;Radnicki Nis;https://img.a.transfermarkt.technology/portrait/header/348119-1615664075.jpg?lm=1;1.Liga;350 Tsd. €Letzte Änderung: 23.11.2022;Tsd. €;Letzte Änderung: 23.11.2022;400 Tsd. €;24.07.2020;26;1,83 m;Serbien;Linksaußen;rechts;;;23.01.2023;-;;;;;;73;62;;14;;0;;;10;1,10;1;-;-;2;7;1;-;-;-;618';618'
Serbien;20230516024455;https://www.transfermarkt.ch/sasa-jovanovic/profil/spieler/143564;27;Sasa Jovanovic;Super liga Srbije;Radnicki Nis;https://img.a.transfermarkt.technology/portrait/header/143564-1606165634.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;350 Tsd. €;29.05.2016;29;1,84 m;Serbien;Linksaußen;beidfüßig;SJ Family Office;;16.08.2022;20.05.2023;;;Serbien U17;2;0;36;41;;4;;0;;;19;1,11;1;-;-;10;7;2;-;-;-;914';914'
Serbien;20230516024510;https://www.transfermarkt.ch/ognjen-ajdar/profil/spieler/619304;22;Ognjen Ajdar;Super liga Srbije;Radnicki Nis;;1.Liga;150 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;150 Tsd. €;18.11.2022;20;1,75 m;Serbien;Linksaußen;rechts;Dynamic Agency;;06.07.2022;30.06.2023;Serbien U21;;;0;0;0;10;;0;;0;;;;;;;;;;;;;;;
Serbien;20230516024529;https://www.transfermarkt.ch/stefan-dimic/profil/spieler/227550;21;Stefan Dimic;Super liga Srbije;Radnicki Nis;https://img.a.transfermarkt.technology/portrait/header/227550-1575126815.png?lm=1;1.Liga;350 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;350 Tsd. €;26.06.2022;30;1,84 m;Serbien;Rechtsaußen;rechts;;;01.07.2022;30.06.2023;;;Serbien U19;9;0;43;36;;7;;0;;;15;0,73;2;-;-;2;11;1;-;-;-;485';969'
Serbien;20230516024546;https://www.transfermarkt.ch/sava-petrov/profil/spieler/423610;88;Sava Petrov;Super liga Srbije;Radnicki Nis;https://img.a.transfermarkt.technology/portrait/header/423610-1568023103.jpg?lm=1;1.Liga;350 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;350 Tsd. €;18.11.2022;24;1,90 m;Serbien;Mittelstürmer;rechts;ohne Berater;;01.07.2022;30.06.2023;;;Serbien U19;3;1;80;66;;17;;0;;;28;1,00;2;3;-;4;20;3;-;-;-;891';1.781'
Serbien;20230516024602;https://www.transfermarkt.ch/miljan-skrbic/profil/spieler/260468;9;Miljan Skrbic;Super liga Srbije;Radnicki Nis;https://img.a.transfermarkt.technology/portrait/header/260468-1587821487.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;500 Tsd. €;25.12.2021;27;1,92 m;Serbien;Mittelstürmer;rechts;;;01.07.2021;30.05.2023;;;Serbien U18;0;0;7;14;;10;;0;;;11;1,09;3;-;-;9;1;1;-;-;-;128';383'
Serbien;20230516024617;https://www.transfermarkt.ch/matija-petrovic/profil/spieler/858563;;Matija Petrovic;;Radn. Nis U19;;;;;;50 Tsd. €;18.11.2022;18;;Serbien;Mittelstürmer;rechts;;;27.07.2022;31.05.2025;;;;;;;;;;;0;;;;;;;;;;;;;;;
Serbien;20230516024702;https://www.transfermarkt.ch/dejan-stanivukovic/profil/spieler/236922;94;Dejan Stanivukovic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/236922-1554582486.jpeg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;500 Tsd. €;18.11.2022;28;1,88 m;Serbien;Torwart;rechts;ck soccer solutions;;18.08.2020;30.06.2023;;;;;;93;93;43;;;0;37;10;28;1,32;-;;-;-;-;6;-;-;;;2.520'
Serbien;20230516024722;https://www.transfermarkt.ch/balsa-popovic/profil/spieler/502017;1;Balsa Popovic;Super liga Srbije;Kolubara;;1.Liga;100 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;100 Tsd. €;26.06.2022;22;1,94 m;Montenegro;Torwart;rechts;Lamfoot ...;;17.01.2022;30.06.2024;;;Montenegro U21;2;0;7;7;100;;;0;;;;;;;;;;;;;;;
Serbien;20230516024740;https://www.transfermarkt.ch/marko-gudzulic/profil/spieler/831591;12;Marko Gudzulic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/831591-1631776925.jpg?lm=1;1.Liga;50 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;50 Tsd. €;06.06.2021;20;;Serbien;Torwart;rechts;Miodrag Raznatovic;;15.08.2022;30.06.2025;;;;;;0;0;0;;;0;-;-;-;-;-;;-;-;-;-;-;-;;;-
Serbien;20230516024808;https://www.transfermarkt.ch/vasilije-bakic/profil/spieler/465568;66;Vasilije Bakic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/465568-1606334344.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;400 Tsd. €;26.06.2022;22;1,92 m;Serbien;Innenverteidiger;links;Marcel Kacinari;;01.07.2021;30.06.2023;;;Serbien U17;0;0;77;74;;0;;0;;;24;1,25;-;-;-;1;1;4;1;-;-;-;2.010'
Serbien;20230516024821;https://www.transfermarkt.ch/andrija-radovanovic/profil/spieler/729907;3;Andrija Radovanovic;Super liga Srbije;Kolubara;;1.Liga;300 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;350 Tsd. €;26.06.2022;22;1,85 m;Serbien;Innenverteidiger;rechts;;;16.01.2021;30.06.2023;;;Serbien U17;2;0;37;41;;0;;0;;;;;;;;;;;;;;;
Serbien;20230516024839;https://www.transfermarkt.ch/ilija-milicevic/profil/spieler/699756;24;Ilija Milicevic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/699756-1671132780.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;300 Tsd. €;12.06.2021;21;1,90 m;Serbien;Innenverteidiger;;Igor Gluscevic;;16.01.2023;30.06.2025;;;Serbien U20;1;0;64;71;;14;;0;;;10;1,60;1;-;-;3;1;4;-;-;-;703';703'
Serbien;20230516024857;https://www.transfermarkt.ch/zoran-gajic/profil/spieler/70328;21;Zoran Gajic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/70328-1633454934.png?lm=1;1.Liga;175 Tsd. €Letzte Änderung: 30.12.2022;Tsd. €;Letzte Änderung: 30.12.2022;600 Tsd. €;21.12.2017;32;1,87 m;Serbien;Innenverteidiger;links;Futbolero ...;;16.01.2023;15.01.2024;;;;;;0;0;;0;;0;;;-;-;-;-;-;-;-;-;-;-;-;-;-
Serbien;20230516024919;https://www.transfermarkt.ch/ivan-tatomirovic/profil/spieler/51157;26;Ivan Tatomirovic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/51157-1583779389.jpg?lm=1;1.Liga;150 Tsd. €Letzte Änderung: 15.12.2022;Tsd. €;Letzte Änderung: 15.12.2022;600 Tsd. €;22.07.2015;34;1,88 m;Serbien;Innenverteidiger;rechts;PD SportManagement;;31.01.2023;30.06.2023;;;Serbien U15;3;0;0;0;;0;http://www.instagram.com/ivantatko/;0;;;2;3,00;-;-;-;2;-;-;-;-;-;-;-
Serbien;20230516024934;https://www.transfermarkt.ch/nikola-vasiljevic/profil/spieler/129419;5;Nikola Vasiljevic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/129419-1548016548.png?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;600 Tsd. €;23.03.2015;31;1,91 m;Serbien;Innenverteidiger;links;RB SPORTS AGENCY;;01.02.2020;30.06.2023;;;;;;30;31;;4;http://www.instagram.com/vasiljevic6/;0;;;14;1,93;1;-;-;5;-;1;-;-;-;830';830'
Serbien;20230516024954;https://www.transfermarkt.ch/nenad-kocovic/profil/spieler/332281;13;Nenad Kocovic;Super liga Srbije;Kolubara;;1.Liga;400 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;400 Tsd. €;18.11.2022;28;1,83 m;Serbien;Linker Verteidiger;links;;;01.07.2021;01.07.2023;;;;;;87;88;;9;;0;;;;;;;;;;;;;;;
Serbien;20230516025019;https://www.transfermarkt.ch/ivan-corkovic/profil/spieler/574655;4;Ivan Corkovic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/574655-1673609465.png?lm=1;1.Liga;150 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;150 Tsd. €;18.11.2022;22;1,82 m;Serbien;Linker Verteidiger;beidfüßig;;;03.08.2022;30.06.2025;;;Serbien U19;1;0;10;12;;0;http://www.instagram.com/corkovicivan/;0;;;9;0,89;-;-;-;6;1;-;1;-;-;-;321'
Serbien;20230516025035;https://www.transfermarkt.ch/mehmed-cosic/profil/spieler/435325;6;Mehmed Cosic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/435325-1645817029.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 24.11.2022;Tsd. €;Letzte Änderung: 24.11.2022;400 Tsd. €;15.06.2021;25;1,77 m;Bosnien-Herzegowina;Rechter Verteidiger;rechts;SC SPORT;;01.01.2023;30.06.2024;;;Bosnien;1;0;36;32;;0;;0;;;9;1,56;-;-;-;5;4;1;-;-;-;-;314'
Serbien;20230516025051;https://www.transfermarkt.ch/slobodan-simovic/profil/spieler/60490;14;Slobodan Simovic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/60490-1606068876.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 07.06.2022;Tsd. €;Letzte Änderung: 07.06.2022;750 Tsd. €;19.04.2011;33;1,92 m;Serbien;Defensives Mittelfeld;rechts;;;13.01.2023;30.06.2023;;;;;;55;45;;0;http://www.instagram.com/simke1989/;0;;;7;1,14;-;-;-;1;4;2;-;1;-;-;445'
Serbien;20230516025114;https://www.transfermarkt.ch/goran-loncar/profil/spieler/574668;16;Goran Loncar;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/574668-1598167652.jpeg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;200 Tsd. €;18.11.2022;21;1,74 m;Serbien;Defensives Mittelfeld;rechts;;;22.09.2020;30.06.2023;;;Serbien U18;1;0;43;40;;0;;0;;;18;1,50;-;-;-;5;9;5;-;-;-;-;1.081'
Serbien;20230516025130;https://www.transfermarkt.ch/nemanja-nikolic/profil/spieler/47522;25;Nemanja Nikolic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/47522-1603605109.png?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;1,00 Mio. €;15.09.2015;35;1,88 m;Montenegro;Defensives Mittelfeld;links;Marcel Kacinari;;15.07.2021;30.06.2023;;;Montenegro;12;0;70;64;;9;;0;;;26;1,35;-;2;-;5;11;6;1;-;-;-;1.723'
Serbien;20230516025145;https://www.transfermarkt.ch/donald-molls/profil/spieler/612634;15;Donald Molls;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/612634-1671305268.jpg?lm=1;1.Liga;;;;300 Tsd. €;15.06.2021;24;;Kamerun;Defensives Mittelfeld;rechts;4G Sport;;16.01.2023;30.06.2024;;;;;;9;26;;0;;0;;;8;1,38;-;-;-;7;1;2;-;-;-;-;251'
Serbien;20230516025216;https://www.transfermarkt.ch/abdul-zubairu/profil/spieler/477307;8;Abdul Zubairu;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/477307-1581583848.png?lm=1;1.Liga;250 Tsd. €Letzte Änderung: 28.11.2022;Tsd. €;Letzte Änderung: 28.11.2022;400 Tsd. €;10.07.2020;24;1,65 m;Nigeria;Zentrales Mittelfeld;rechts;Kas-Consulting d.o.o;;18.01.2023;31.01.2025;;;;;;9;11;;0;;0;;;6;1,67;-;-;-;5;1;1;-;-;-;-;110'
Serbien;20230516025242;https://www.transfermarkt.ch/damir-sadikovic/profil/spieler/255972;22;Damir Sadikovic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/255972-1607011255.png?lm=1;1.Liga;250 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;650 Tsd. €;07.01.2016;28;1,88 m;Bosnien-Herzegowina;Zentrales Mittelfeld;rechts;Mario Andračić;;26.07.2022;30.06.2024;;;Bosnien;1;0;36;42;;5;;0;;;22;1,18;1;-;-;12;6;1;-;-;-;1.065';1.065'
Serbien;20230516025303;https://www.transfermarkt.ch/nemanja-milojevic/profil/spieler/440827;23;Nemanja Milojevic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/440827-1629185543.jpg?lm=1;1.Liga;700 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;700 Tsd. €;18.11.2022;25;1,83 m;Griechenland;Offensives Mittelfeld;links;Igor Gluscevic;;01.07.2022;30.06.2024;;;Griechenland U21;5;0;83;77;;22;;0;;;27;1,22;3;2;-;2;14;2;-;-;1;691';2.072'
Serbien;20230516025321;https://www.transfermarkt.ch/vukasin-radosavljevic/profil/spieler/1041075;;Vukasin Radosavljevic;;Kolubara U17;;;;;;50 Tsd. €;18.11.2022;17;;Serbien;Offensives Mittelfeld;;;;01.07.2021;30.06.2023;;;;;;;;;;;0;;;;;;;;;;;;;;;
Serbien;20230516025406;https://www.transfermarkt.ch/srdjan-kocic/profil/spieler/621549;7;Srdjan Kocic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/621549-1607370316.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;400 Tsd. €;22.12.2020;24;1,76 m;Serbien;Linksaußen;rechts;;;16.01.2023;15.01.2025;;;Serbien U19;2;0;20;24;;4;;0;;;6;1,50;-;-;-;1;1;2;-;-;-;-;453'
Serbien;20230516025424;https://www.transfermarkt.ch/veljko-ilic/profil/spieler/674171;30;Veljko Ilic;Super liga Srbije;Kolubara;;1.Liga;100 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;100 Tsd. €;26.06.2022;17;;Serbien;Linksaußen;;;;16.01.2023;30.06.2025;;Serbien U18;;2;0;0;1;;0;;0;;;;;;;;;;;;;;;
Serbien;20230516025449;https://www.transfermarkt.ch/milos-djokic/profil/spieler/336471;17;Milos Djokic;Super liga Srbije;Kolubara;;1.Liga;300 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;300 Tsd. €;26.06.2022;31;1,82 m;Serbien;Rechtsaußen;beidfüßig;;;21.07.2020;30.06.2023;;;Serbien U18;9;3;60;59;;13;;0;;;;;;;;;;;;;;;
Serbien;20230516025507;https://www.transfermarkt.ch/vanja-ilic/profil/spieler/599478;10;Vanja Ilic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/599478-1600522901.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;250 Tsd. €;19.06.2022;24;1,78 m;Serbien;Rechtsaußen;links;MNV;;01.07.2022;30.06.2023;;;;;;40;44;;13;;0;;;24;1,33;2;1;-;12;9;3;-;-;-;597';1.194'
Serbien;20230516025528;https://www.transfermarkt.ch/marko-mrkic/profil/spieler/336454;18;Marko Mrkic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/336454-1607357129.jpg?lm=1;1.Liga;150 Tsd. €Letzte Änderung: 12.06.2021;Tsd. €;Letzte Änderung: 12.06.2021;800 Tsd. €;02.07.2018;26;1,83 m;Serbien;Rechtsaußen;rechts;Red ball agency;;16.01.2023;15.01.2025;;;Serbien;1;0;0;6;;14;;0;;;3;0,67;1;-;-;3;-;-;-;-;-;56';56'
Serbien;20230516025544;https://www.transfermarkt.ch/ante-vukusic/profil/spieler/99345;9;Ante Vukusic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/99345-1613982544.png?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;5,00 Mio. €;29.02.2012;31;1,80 m;Kroatien;Mittelstürmer;rechts;RB SPORTS AGENCY;;01.07.2022;30.06.2023;;;Kroatien;1;0;50;43;;26;http://https:www.instagram.comante_vukusic_official_11/;0;;;21;0,95;4;2;-;6;14;3;-;-;-;293';1.173'
Serbien;20230516025559;https://www.transfermarkt.ch/uros-djuranovic/profil/spieler/387052;28;Uros Djuranovic;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/387052-1620676265.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 11.10.2022;Tsd. €;Letzte Änderung: 11.10.2022;700 Tsd. €;26.06.2022;29;1,84 m;Montenegro;Mittelstürmer;rechts;;;06.02.2023;30.06.2023;Montenegro;;;3;0;67;64;;43;;0;;;9;1,44;2;1;-;1;4;4;-;-;-;348';696'
Serbien;20230516025617;https://www.transfermarkt.ch/drazen-bagaric/profil/spieler/217136;11;Drazen Bagaric;Super liga Srbije;Kolubara;https://img.a.transfermarkt.technology/portrait/header/217136-1630994310.jpg?lm=1;1.Liga;150 Tsd. €Letzte Änderung: 27.10.2022;Tsd. €;Letzte Änderung: 27.10.2022;1,00 Mio. €;14.03.2016;30;1,93 m;Kroatien;Mittelstürmer;rechts;Jurkicsport;;16.01.2023;30.06.2023;;;Kroatien U21;4;1;55;52;;0;;0;;;10;1,40;-;-;-;4;5;2;-;-;-;-;513'
Serbien;20230516025634;https://www.transfermarkt.ch/aleksandar-vulic/profil/spieler/706555;12;Aleksandar Vulic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/706555-1606333322.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;400 Tsd. €;18.11.2022;21;2,03 m;Serbien;Torwart;rechts;;;01.07.2022;15.06.2026;;;;;;57;57;0;;;0;34;1;17;0,76;-;;-;-;-;3;-;-;;;1.530'
Serbien;20230516025657;https://www.transfermarkt.ch/strahinja-manojlovic/profil/spieler/620767;98;Strahinja Manojlovic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/620767-1574591156.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;200 Tsd. €;18.11.2022;20;1,90 m;Bosnien-Herzegowina;Torwart;rechts;Dynamic Agency;;24.01.2023;15.01.2027;;;Bosnien U19;4;0;100;100;0;;;0;10;4;11;1,18;-;;-;-;-;1;-;-;;;990'
Serbien;20230516025715;https://www.transfermarkt.ch/djordje-lazovic/profil/spieler/192022;23;Djordje Lazovic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/192022-1606216924.jpg?lm=1;1.Liga;50 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;450 Tsd. €;25.11.2013;30;1,96 m;Serbien;Torwart;rechts;;;20.08.2022;31.05.2023;;;Serbien U21;1;0;;;;;http://www.instagram.com/lazovic_djordje23/;0;;;;;;;;;;;;;;;
Serbien;20230516025734;https://www.transfermarkt.ch/nikola-popovic/profil/spieler/1004495;;Nikola Popovic;;Javor-Matis U19;;;;;;;;17;;Serbien;Torwart;;;;01.07.2022;30.06.2023;;;;;;;;;;;0;;;;;;;;;;;;;;;
Serbien;20230516025826;https://www.transfermarkt.ch/kristijan-tojcic/profil/spieler/457496;22;Kristijan Tojcic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/457496-1574532138.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;400 Tsd. €;18.11.2022;23;1,91 m;Bosnien-Herzegowina;Innenverteidiger;rechts;GO BRA;;01.07.2022;30.06.2023;;;;;;63;62;;7;;0;;;25;1,12;-;2;-;6;3;6;-;-;-;-;1.680'
Serbien;20230516025852;https://www.transfermarkt.ch/milan-obradovic/profil/spieler/528040;3;Milan Obradovic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/528040-1607368434.jpg?lm=1;1.Liga;350 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;350 Tsd. €;28.06.2020;23;1,89 m;Serbien;Innenverteidiger;links;KALA Stars ...;;01.07.2022;30.06.2025;;;;;;90;88;;0;;0;;;27;1,04;-;-;-;-;1;7;1;-;-;-;2.385'
Serbien;20230516025916;https://www.transfermarkt.ch/bratislav-djukic/profil/spieler/591913;6;Bratislav Djukic;Super liga Srbije;Javor-Matis;;1.Liga;300 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;300 Tsd. €;18.11.2022;23;;Serbien;Innenverteidiger;rechts;;;25.01.2022;31.12.2025;;;Serbien U19;1;0;33;31;;0;;0;;;;;;;;;;;;;;;
Serbien;20230516025936;https://www.transfermarkt.ch/boris-kopitovic/profil/spieler/226945;16;Boris Kopitovic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/226945-1586674893.png?lm=1;1.Liga;250 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;1,00 Mio. €;09.06.2019;28;1,85 m;Montenegro;Innenverteidiger;rechts;Igor Gluscevic;;15.09.2022;15.06.2024;;;Montenegro;8;1;59;57;;3;;0;;;17;0,76;1;-;-;1;1;3;1;-;-;1.408';1.408'
Serbien;20230516025954;https://www.transfermarkt.ch/djordje-skoko/profil/spieler/1034718;26;Djordje Skoko;Super liga Srbije;Javor-Matis;;1.Liga;;;;;;19;1,94 m;Serbien;Innenverteidiger;;;;03.02.2023;15.01.2027;;;;;;0;0;;0;;0;;;;;;;;;;;;;;;
Serbien;20230516030032;https://www.transfermarkt.ch/stefan-milosevic/profil/spieler/221639;11;Stefan Milosevic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/221639-1607328708.JPG?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 26.06.2022;Tsd. €;Letzte Änderung: 26.06.2022;700 Tsd. €;28.10.2019;28;1,71 m;Serbien;Linker Verteidiger;links;;;01.01.2023;31.12.2023;;;Serbien U20;5;0;18;18;;0;;0;;;2;3,00;-;-;-;-;-;-;-;-;-;-;180'
Serbien;20230516030051;https://www.transfermarkt.ch/nemanja-miletic/profil/spieler/91557;17;Nemanja Miletic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/91557-1634118227.png?lm=1;1.Liga;250 Tsd. €Letzte Änderung: 07.10.2022;Tsd. €;Letzte Änderung: 07.10.2022;1,20 Mio. €;04.05.2017;31;1,90 m;Serbien;Linker Verteidiger;links;;adidas;01.01.2023;15.01.2025;;;Serbien;2;0;100;100;;13;http://www.instagram.com/mileta91/;0;;;11;1,18;-;1;-;-;-;2;-;-;-;-;990'
Serbien;20230516030107;https://www.transfermarkt.ch/milan-ilic/profil/spieler/600693;2;Milan Ilic;Super liga Srbije;Javor-Matis;;1.Liga;200 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;200 Tsd. €;06.06.2021;23;1,80 m;Serbien;Rechter Verteidiger;rechts;;;01.01.2023;15.06.2026;;;Serbien U21;1;0;73;75;;0;;0;;;;;;;;;;;;;;;
Serbien;20230516030127;https://www.transfermarkt.ch/boubacari-doucoure/profil/spieler/507630;20;Boubacari Doucouré;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/507630-1617633973.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;400 Tsd. €;18.11.2022;24;1,92 m;Frankreich;Defensives Mittelfeld;rechts;Familienangehörige;;27.07.2022;30.06.2025;;;;;;77;67;;3;http://instagram.com/bacaridoucoure_/;0;;;23;0,91;1;-;-;-;13;3;1;-;-;1.805';1.805'
Serbien;20230516030147;https://www.transfermarkt.ch/milos-adamovic/profil/spieler/42224;30;Milos Adamovic;Super liga Srbije;Javor-Matis;;1.Liga;100 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;600 Tsd. €;27.05.2009;34;1,77 m;Serbien;Defensives Mittelfeld;rechts;Petar Bazic;;27.01.2023;15.06.2023;;;Serbien U19;3;0;91;97;;0;;0;;;;;;;;;;;;;;;
Serbien;20230516030206;https://www.transfermarkt.ch/stefan-vukasinovic/profil/spieler/1105903;;Stefan Vukasinovic;;Javor-Matis U19;;;;;;;;19;;Serbien;Defensives Mittelfeld;;;;-;30.06.2023;;;;;;;;;;;0;;;;;;;;;;;;;;;
Serbien;20230516030255;https://www.transfermarkt.ch/damir-salihovic/profil/spieler/451227;21;Damir Salihovic;Super liga Srbije;Javor-Matis;https://img.a.transfermarkt.technology/portrait/header/451227-1510684223.PNG?lm=1;1.Liga;50 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;50 Tsd. €;18.11.2022;21;;Serbien;Zentrales Mittelfeld;links;;;18.08.2021;15.06.2025;;;Serbien U16;0;0;0;2;;0;;0;;;4;0,75;-;-;-;4;-;-;-;-;-;-;44'
Serbien;20230516030312;https://www.transfermarkt.ch/luka-borovic/profil/spieler/673431;;Luka Borovic;;Javor-Matis U19;;;;;;25 Tsd. €;12.09.2022;17;;Serbien;Zentrales Mittelfeld;;;;22.07.2022;15.06.2025;;;Serbien U15;2;0;;;;;;0;;;;;;;;;;;;;;;
Serbien;20230516030354;https://www.transfermarkt.ch/luka-gojkovic/profil/spieler/652618;8;Luka Gojkovic;Super liga Srbije;Javor-Matis;;1.Liga;500 Tsd. €Letzte Änderung: 18.11.2022;Tsd. €;Letzte Änderung: 18.11.2022;500 Tsd. €;18.11.2022;23;1,76 m;Serbien;Offensives Mittelfeld;links;DM 32 STARS;;01.07.2022;31.12.2025;;;;;;80;78;;18;;0;;;;;;;;;;;;;;;
