league_country;scraping_time;link;no;name;league;club;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Portugal;20230422105458;https://www.transfermarkt.ch/odysseas-vlachodimos/profil/spieler/124419;99;Odysseas Vlachodimos;Liga Portugal;Benfica;1.Liga;16,00 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;18,00 Mio. €;28.01.2021;28;1,91 m;Griechenland;Torwart;rechts;fair-sport GmbH;Uhlsport;01.07.2018;30.06.2027;Griechenland;;31;0;100;100;0;;http://www.instagram.com/vlachod1mos/;;17;17;28;2,54;-;;-;-;-;1;-;-;;;2.520'
Portugal;20230422105512;https://www.transfermarkt.ch/samuel-soares/profil/spieler/504072;24;Samuel Soares;Liga Sabseg;Benfica B;2.Liga;2,00 Mio. €Letzte Änderung: 28.12.2022;Mio. €;Letzte Änderung: 28.12.2022;2,00 Mio. €;01.11.2022;20;1,90 m;Portugal;Torwart;rechts;Team of Future;;01.07.2021;30.06.2027;Portugal U21;;5;0;64;64;0;;;;30;4;18;1,39;-;;-;-;-;4;-;-;;;1.620'
Portugal;20230422105528;https://www.transfermarkt.ch/andre-gomes/profil/spieler/670710;75;André Gomes;Liga Sabseg;Benfica B;2.Liga;2,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;2,00 Mio. €;02.03.2023;18;1,82 m;Portugal;Torwart;links;MDTM;;01.01.2023;30.06.2028;Portugal U19;;12;0;71;71;0;;;;21;-;10;0,60;-;;-;-;-;-;-;-;;;900'
Portugal;20230422105545;https://www.transfermarkt.ch/antonio-silva/profil/spieler/650568;66;António Silva;Liga Portugal;Benfica;1.Liga;25,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;25,00 Mio. €;02.03.2023;19;1,87 m;Portugal;Innenverteidiger;rechts;Gestifute;adidas;01.07.2022;30.06.2027;Portugal;;3;0;89;89;;4;http://www.instagram.com/antoniosilva.66/;;;;25;2,48;3;-;-;-;2;4;-;-;-;748';2.245'
Portugal;20230422105559;https://www.transfermarkt.ch/morato/profil/spieler/673492;91;Morato;Liga Portugal;Benfica;1.Liga;15,00 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;15,00 Mio. €;16.09.2022;21;1,92 m;Brasilien;Innenverteidiger;links;Bertolucci Sports;;01.07.2021;30.06.2027;;Brasilien U20;0;0;18;18;;1;http://www.instagram.com/morato/;;;;6;3,00;1;-;-;1;-;1;-;-;-;465';465'
Portugal;20230422105611;https://www.transfermarkt.ch/lucas-verissimo/profil/spieler/411662;4;Lucas Veríssimo;Liga Portugal;Benfica;1.Liga;8,00 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;10,00 Mio. €;27.12.2021;27;1,88 m;Brasilien;Innenverteidiger;rechts;Wonder Sports;Puma;31.01.2021;30.06.2026;;Brasilien;2;0;0;0;;0;http://www.instagram.com/lucasverissimo_03/;;;;2;3,00;-;-;-;2;-;-;-;-;-;-;9'
Portugal;20230422105623;https://www.transfermarkt.ch/nicolas-otamendi/profil/spieler/54781;30;Nicolás Otamendi;Liga Portugal;Benfica;1.Liga;3,00 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;35,00 Mio. €;02.01.2018;35;1,83 m;Argentinien;Innenverteidiger;rechts;Gestifute;Nike;29.09.2020;30.06.2023;Argentinien;;102;4;93;92;;0;http://www.instagram.com/nicolasotamendi30/?hl=it;;;;26;2,50;-;-;-;-;1;7;1;-;-;-;2.325'
Portugal;20230422105635;https://www.transfermarkt.ch/alejandro-grimaldo/profil/spieler/193082;3;Alejandro Grimaldo;Liga Portugal;Benfica;1.Liga;25,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;35,00 Mio. €;30.12.2019;27;1,71 m;Spanien;Linker Verteidiger;links;Wasserman;adidas;01.01.2016;30.06.2023;;Spanien U21;2;0;96;96;;18;http://www.instagram.com/grimaldo35/;;;;27;2,52;2;10;-;-;6;3;-;-;-;1.207';2.413'
Portugal;20230422105647;https://www.transfermarkt.ch/mihailo-risti%C4%87/profil/spieler/271455;23;Mihailo Ristić;Liga Portugal;Benfica;1.Liga;3,50 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;3,50 Mio. €;23.03.2022;27;1,80 m;Serbien;Linker Verteidiger;links;AC Talent;;01.07.2022;30.06.2026;Serbien;;8;0;4;4;;3;http://www.instagram.com/risticmihailo24/;;;;6;3,00;1;1;-;5;-;-;-;-;-;106';106'
Portugal;20230422105701;https://www.transfermarkt.ch/alexander-bah/profil/spieler/452607;6;Alexander Bah;Liga Portugal;Benfica;1.Liga;8,00 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;8,00 Mio. €;01.11.2022;25;1,83 m;Dänemark;Rechter Verteidiger;rechts;Elite Consulting;;01.07.2022;30.06.2027;Dänemark;;8;1;71;70;;7;http://www.instagram.com/alexanderbah/;KnieverletzungRückkehr unbekannt;;;25;2,60;1;4;-;5;9;1;-;-;-;1.765';1.765'
Portugal;20230422105716;https://www.transfermarkt.ch/gilberto/profil/spieler/231614;2;Gilberto;Liga Portugal;Benfica;1.Liga;6,00 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;6,00 Mio. €;16.09.2022;30;1,81 m;Brasilien;Rechter Verteidiger;rechts;MFD Sports;;08.08.2020;30.06.2025;;Brasilien U23;4;0;29;30;;6;;;;;18;2,50;2;2;-;10;7;2;-;-;-;373';746'
Portugal;20230422105731;https://www.transfermarkt.ch/florentino/profil/spieler/357162;61;Florentino;Liga Portugal;Benfica;1.Liga;20,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;20,00 Mio. €;30.12.2019;23;1,84 m;Portugal;Defensives Mittelfeld;rechts;Team of Future;adidas;01.01.2019;30.06.2027;;Portugal U21;12;0;82;75;;4;http://www.instagram.com/florentino_luis61/;;;;27;2,63;-;3;-;4;11;5;-;-;-;-;1.897'
Portugal;20230422105754;https://www.transfermarkt.ch/fredrik-aursnes/profil/spieler/223367;8;Fredrik Aursnes;Liga Portugal;Benfica;1.Liga;16,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;16,00 Mio. €;02.03.2023;27;1,79 m;Norwegen;Defensives Mittelfeld;rechts;Solbakken / Player Solution;;24.08.2022;30.06.2027;Norwegen;;12;0;69;69;;6;http://www.instagram.com/fredrikaurs18/;;;;22;2,41;1;3;-;4;4;5;-;-;-;1.616';1.616'
Portugal;20230422105814;https://www.transfermarkt.ch/joao-mario/profil/spieler/149729;20;João Mário;Liga Portugal;Benfica;1.Liga;14,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;35,00 Mio. €;14.10.2016;30;1,79 m;Portugal;Zentrales Mittelfeld;rechts;P&P Sport Management S.A.M.;Nike;13.07.2021;30.06.2026;Portugal;;56;3;96;87;;34;http://www.instagram.com/joaomario/;;;;27;2,52;17;6;-;-;13;3;1;-;7;129';2.193'
Portugal;20230422105827;https://www.transfermarkt.ch/joao-neves/profil/spieler/670681;87;João Neves;Liga Portugal;Benfica;1.Liga;2,50 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;2,50 Mio. €;02.03.2023;18;1,74 m;Portugal;Zentrales Mittelfeld;rechts;;;01.01.2023;30.06.2028;Portugal U19;;17;3;0;5;;0;http://www.instagram.com/joao_neves74/;;;;11;2,45;-;-;-;11;-;-;-;-;-;-;62'
Portugal;20230422105846;https://www.transfermarkt.ch/chiquinho/profil/spieler/334557;22;Chiquinho;Liga Portugal;Benfica;1.Liga;6,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;9,00 Mio. €;30.12.2019;27;1,75 m;Portugal;Offensives Mittelfeld;rechts;Vision Players;adidas;01.07.2019;30.06.2024;;;;;36;42;;0;http://www.instagram.com/chiquinho22_/;;;;19;2,42;-;-;-;9;4;-;-;-;-;-;1.052'
Portugal;20230422105906;https://www.transfermarkt.ch/andreas-schjelderup/profil/spieler/670103;21;Andreas Schjelderup;Liga Portugal;Benfica;1.Liga;9,00 Mio. €Letzte Änderung: 22.12.2022;Mio. €;Letzte Änderung: 22.12.2022;9,00 Mio. €;22.12.2022;18;1,76 m;Norwegen;Linksaußen;rechts;JT Riley AS;;12.01.2023;30.06.2028;Norwegen U19;;6;2;0;0;;0;http://www.instagram.com/andreasschjelderup/;;;;1;3,00;-;-;-;1;-;-;-;-;-;-;-
Portugal;20230422105924;https://www.transfermarkt.ch/julian-draxler/profil/spieler/85148;93;Julian Draxler;Liga Portugal;Benfica;1.Liga;8,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;40,00 Mio. €;24.01.2018;29;1,85 m;Deutschland;Linksaußen;rechts;ROGON;adidas;01.09.2022;30.06.2023;;Deutschland;58;7;17;19;;2;http://www.instagram.com/draxlerofficial/;Operation am KnöchelRückkehr voraussichtlich am 31.05.2023;;;10;2,50;1;-;-;6;4;-;-;-;-;404';404'
Portugal;20230422105938;https://www.transfermarkt.ch/david-neres/profil/spieler/469822;7;David Neres;Liga Portugal;Benfica;1.Liga;22,00 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;45,00 Mio. €;12.06.2019;26;1,76 m;Brasilien;Rechtsaußen;links;Bertolucci Sports;adidas;01.07.2022;30.06.2027;;Brasilien;7;1;61;61;;18;http://www.instagram.com/davidneres/;;;;25;2,60;6;6;-;8;14;2;-;-;-;256';1.538'
Portugal;20230422105952;https://www.transfermarkt.ch/goncalo-guedes/profil/spieler/225122;15;Gonçalo Guedes;Liga Portugal;Benfica;1.Liga;28,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;40,00 Mio. €;01.01.2018;26;1,79 m;Portugal;Hängende Spitze;rechts;Gestifute;Nike;19.01.2023;30.06.2023;Portugal;;32;7;33;31;;4;http://www.instagram.com/goncaloguedes15/;;;;7;2,57;1;-;-;3;4;1;-;-;-;336';336'
Portugal;20230422110005;https://www.transfermarkt.ch/rafa/profil/spieler/238055;27;Rafa;Liga Portugal;Benfica;1.Liga;23,00 Mio. €Letzte Änderung: 01.11.2022;Mio. €;Letzte Änderung: 01.11.2022;30,00 Mio. €;30.12.2019;29;1,72 m;Portugal;Hängende Spitze;rechts;Onsoccer;;31.08.2016;30.06.2024;;Portugal;25;0;71;67;;16;http://www.instagram.com/rafaelalexandresilva/;;;;22;2,41;6;5;-;2;12;6;-;-;-;283';1.695'
Portugal;20230422110020;https://www.transfermarkt.ch/goncalo-ramos/profil/spieler/550550;88;Gonçalo Ramos;Liga Portugal;Benfica;1.Liga;40,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;40,00 Mio. €;02.03.2023;21;1,85 m;Portugal;Mittelstürmer;rechts;Gestifute;Nike;01.10.2020;30.06.2026;Portugal;;7;4;86;74;;34;http://www.instagram.com/goncaloramos88/;;;;24;2,46;17;6;-;-;18;2;1;-;-;110';1.874'
Portugal;20230422110032;https://www.transfermarkt.ch/casper-tengstedt/profil/spieler/464598;19;Casper Tengstedt;Liga Portugal;Benfica;1.Liga;6,00 Mio. €Letzte Änderung: 02.03.2023;Mio. €;Letzte Änderung: 02.03.2023;6,00 Mio. €;02.03.2023;22;1,84 m;Dänemark;Mittelstürmer;rechts;People In Sport;;11.01.2023;30.06.2028;Dänemark U21;;5;1;0;2;;0;http://www.instagram.com/caspertengstedt/;;;;3;2,00;-;-;-;3;-;-;-;-;-;-;20'
