league_country;scraping_time;link;no;name;league;club;image;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;international_active;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Schweiz;20230516001118;https://www.transfermarkt.ch/boris-babic/profil/spieler/237660;27;Boris Babic;Super League;FC Lugano;https://img.a.transfermarkt.technology/portrait/header/237660-1606503748.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;1,00 Mio. €;28.12.2020;25;1,80 m;Schweiz;Mittelstürmer;rechts;Heusler ...;adidas;05.07.2022;30.06.2025;;;Schweiz U20;1;0;15;23;;6;http://www.instagram.com/borisbabic34/;0;;;24;1,42;2;1;-;19;5;2;-;-;-;336';672'
Schweiz;20230516001137;https://www.transfermarkt.ch/heinz-lindner/profil/spieler/59082;1;Heinz Lindner;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/59082-1548262008.jpg?lm=1;1.Liga;800 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;3,50 Mio. €;21.01.2019;32;1,88 m;Österreich;Torwart;rechts;HAGMAYR ...;;01.07.2022;30.06.2025;;Österreich;;36;0;85;85;29;;;1;53;4;28;1,07;-;;-;-;-;1;-;-;;;2.520'
Schweiz;20230516001154;https://www.transfermarkt.ch/alexandros-safarikas/profil/spieler/491293;12;Alexandros Safarikas;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/491293-1557299064.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;150 Tsd. €;12.01.2021;23;1,94 m;Griechenland;Torwart;links;FAIR FOOTBALL AGENCY;;01.07.2022;-;;;;;;6;7;0;;;0;7;-;3;0,33;-;;-;1;-;-;-;-;;;201'
Schweiz;20230516001218;https://www.transfermarkt.ch/kevin-fickentscher/profil/spieler/33651;18;Kevin Fickentscher;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/33651-1532791120.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;500 Tsd. €;12.07.2018;34;1,81 m;Schweiz;Torwart;rechts;;;01.07.2009;30.06.2023;;;Schweiz U21;5;0;9;8;0;;;1;5;-;3;0,33;-;;-;-;1;-;-;-;;;249'
Schweiz;20230516001234;https://www.transfermarkt.ch/nathanael-saintini/profil/spieler/585950;39;Nathanaël Saintini;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/585950-1601732649.jpg?lm=1;1.Liga;1,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;1,50 Mio. €;10.11.2022;22;1,88 m;Guadeloupe;Innenverteidiger;rechts;MYG Invest;;08.01.2019;30.06.2025;;Guadeloupe;;8;0;76;72;;3;;0;;;25;0,92;-;1;-;-;4;4;-;-;-;-;2.142'
Schweiz;20230516001252;https://www.transfermarkt.ch/joel-schmied/profil/spieler/322517;2;Joël Schmied;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/322517-1602916778.jpg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;1,00 Mio. €;23.06.2021;24;1,88 m;Schweiz;Innenverteidiger;rechts;Signature - ISCM AG;;23.08.2021;30.06.2025;;;Schweiz U20;2;0;48;53;;3;;0;;;23;1,22;1;-;-;7;-;4;-;-;-;1.580';1.580'
Schweiz;20230516001307;https://www.transfermarkt.ch/dimitri-cavare/profil/spieler/278553;97;Dimitri Cavaré;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/278553-1422966006.jpg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;2,50 Mio. €;06.06.2015;28;1,84 m;Guadeloupe;Innenverteidiger;rechts;MYG Invest;;17.02.2020;30.06.2023;;Guadeloupe;;8;0;61;59;;5;http://www.instagram.com/dimcav/;0;;;24;1,04;1;1;-;4;2;5;-;1;-;1.753';1.753'
Schweiz;20230516001320;https://www.transfermarkt.ch/reto-ziegler/profil/spieler/9915;3;Reto Ziegler;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/9915-1583515169.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;8,20 Mio. €;19.06.2012;37;1,83 m;Schweiz;Innenverteidiger;links;Icon Football ...;;01.01.2023;30.06.2024;;;Schweiz;35;1;64;65;;14;http://www.instagram.com/_z_i_e_g_l_e_r_/;0;;;12;0,75;-;3;-;1;-;4;-;-;-;-;1.034'
Schweiz;20230516001336;https://www.transfermarkt.ch/gilles-richard/profil/spieler/700223;71;Gilles Richard;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/700223-1674134620.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;100 Tsd. €;28.03.2023;20;1,86 m;Schweiz;Innenverteidiger;;Atlas Entertainment ...;;01.07.2022;30.06.2023;;;;;;0;0;;0;;0;;;-;-;-;-;-;-;-;-;-;-;-;-;-
Schweiz;20230516001401;https://www.transfermarkt.ch/gora-diouf/profil/spieler/1049965;;Gora Diouf;1. Liga Gr. 1;FC Sion U21;;4.Liga;10 Tsd. €Letzte Änderung: 29.12.2022;Tsd. €;Letzte Änderung: 29.12.2022;10 Tsd. €;29.12.2022;19;1,85 m;Senegal;Innenverteidiger;links;;;20.08.2022;30.06.2025;;;;;;4;5;;0;;1;;;;;;;;;;;;;;;
Schweiz;20230516001427;https://www.transfermarkt.ch/baltazar/profil/spieler/585346;8;Baltazar;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/585346-1532792421.jpg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;800 Tsd. €;23.06.2021;23;1,80 m;Brasilien;Linker Verteidiger;rechts;SB SPORT;;01.07.2018;30.06.2025;;;;;;67;63;;3;;0;;;23;1,04;-;1;-;1;7;9;-;1;-;-;1.870'
Schweiz;20230516001446;https://www.transfermarkt.ch/francois-moubandje/profil/spieler/123021;90;François Moubandje;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/123021-1603130438.png?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;3,00 Mio. €;06.09.2018;32;1,80 m;Schweiz;Linker Verteidiger;links;;;31.08.2022;30.06.2024;;;Schweiz;21;0;11;11;;0;http://www.instagram.com/jf.moubandje21/;1;;;4;1,25;-;-;-;1;2;1;-;-;-;-;256'
Schweiz;20230516001502;https://www.transfermarkt.ch/dennis-iapichino/profil/spieler/123711;21;Dennis Iapichino;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/123711-1538487344.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;500 Tsd. €;06.01.2020;32;1,82 m;Schweiz;Linker Verteidiger;links;Starbridge Srl;;15.09.2020;-;;;Schweiz U20;6;0;18;20;;3;http://www.instagram.com/dennis.iapichino/;0;;;12;0,75;-;1;-;6;4;1;-;-;-;-;586'
Schweiz;20230516001521;https://www.transfermarkt.ch/numa-lavanchy/profil/spieler/147501;19;Numa Lavanchy;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/147501-1548261881.jpg?lm=1;1.Liga;600 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;1,50 Mio. €;12.07.2017;29;1,74 m;Schweiz;Rechter Verteidiger;rechts;LF Sport Management;;01.07.2022;30.06.2025;;;Schweiz U20;7;0;88;86;;8;;0;;;30;0,73;-;3;-;1;4;9;-;-;-;-;2.563'
Schweiz;20230516001540;https://www.transfermarkt.ch/wylan-cyprien/profil/spieler/182889;10;Wylan Cyprien;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/182889-1518783409.jpg?lm=1;1.Liga;3,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;18,00 Mio. €;27.09.2019;28;1,80 m;Frankreich;Zentrales Mittelfeld;rechts;SMI SPORTS ...;;10.08.2022;30.06.2023;;;Frankreich U21;2;1;59;51;;9;http://www.instagram.com/wylancyprien/;0;;;18;0,50;3;-;-;1;8;5;1;-;-;439';1.318'
Schweiz;20230516001557;https://www.transfermarkt.ch/anto-grgic/profil/spieler/192637;14;Anto Grgic;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/192637-1532792508.jpg?lm=1;1.Liga;1,50 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;2,25 Mio. €;12.07.2018;26;1,88 m;Schweiz;Zentrales Mittelfeld;rechts;Soccer Mondial AG;Nike;01.07.2019;30.06.2024;;;Schweiz;0;0;76;74;;8;;0;;;28;1,00;1;2;-;3;8;6;-;-;1;2.200';2.200'
Schweiz;20230516001612;https://www.transfermarkt.ch/denis-will-poha/profil/spieler/288248;22;Denis Will Poha;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/288248-1582120542.png?lm=1;1.Liga;1,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;1,50 Mio. €;30.12.2019;25;1,73 m;Frankreich;Zentrales Mittelfeld;rechts;Wasserman;;01.07.2022;30.06.2025;;;Frankreich U20;9;1;58;61;;10;http://www.instagram.com/dwp_97/;0;;;28;0,89;1;3;-;9;7;5;-;-;-;1.814';1.814'
Schweiz;20230516001628;https://www.transfermarkt.ch/musa-araz/profil/spieler/147037;20;Musa Araz;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/147037-1504013992.png?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;850 Tsd. €;12.02.2018;29;1,73 m;Schweiz;Zentrales Mittelfeld;links;Gold Kick SA;;12.10.2020;30.06.2023;;;Schweiz U21;6;1;76;73;;10;;0;;;29;1,03;2;2;-;4;9;7;-;-;-;1.077';2.153'
Schweiz;20230516001646;https://www.transfermarkt.ch/luca-zuffi/profil/spieler/59246;7;Luca Zuffi;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/59246-1473155942.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;16.07.2016;33;1,80 m;Schweiz;Zentrales Mittelfeld;links;;Puma;01.07.2021;30.06.2024;;;Schweiz;4;0;21;23;;5;;0;;;19;0,95;1;1;-;12;5;1;-;-;-;689';689'
Schweiz;20230516001704;https://www.transfermarkt.ch/jose-aguilar/profil/spieler/413428;15;José Aguilar;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/413428-1674134759.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;100 Tsd. €;28.03.2023;22;1,72 m;Spanien;Zentrales Mittelfeld;;FD Management;;01.07.2022;-;;;;;;0;0;;0;;0;;;2;1,50;-;-;-;2;-;-;-;-;-;-;11'
Schweiz;20230516001728;https://www.transfermarkt.ch/andre-edgar/profil/spieler/525924;64;André Edgar;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/525924-1606503472.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;200 Tsd. €;04.06.2019;23;1,85 m;Angola;Zentrales Mittelfeld;;Alke Sports Group ...;;01.09.2020;30.06.2024;;;Angola;1;0;;;;;;0;;;;;;;;;;;;;;;
Schweiz;20230516001746;https://www.transfermarkt.ch/ilyas-chouaref/profil/spieler/639058;9;Ilyas Chouaref;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/639058-1656346753.jpg?lm=1;1.Liga;1,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;2,00 Mio. €;11.03.2021;22;1,84 m;Frankreich;Linksaußen;rechts;Sport Avenir ...;;01.07.2022;30.06.2026;;;Frankreich U19;1;0;55;51;;5;http://www.instagram.com/sakkhito10/;0;;;29;0,93;1;1;-;11;16;3;-;-;-;1.519';1.519'
Schweiz;20230516001759;https://www.transfermarkt.ch/kevin-bua/profil/spieler/252080;33;Kevin Bua;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/252080-1473161685.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;2,50 Mio. €;07.10.2019;29;1,80 m;Schweiz;Linksaußen;rechts;;Nike;12.07.2021;30.06.2024;;;Schweiz U20;3;1;33;36;;10;http://www.instagram.com/kevinbua33/;0;;;25;1,00;1;3;-;14;9;4;-;-;-;1.066';1.066'
Schweiz;20230516001813;https://www.transfermarkt.ch/kevin-halabaku/profil/spieler/204313;29;Kevin Halabaku;Super League;FC Sion;;1.Liga;200 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;200 Tsd. €;28.03.2023;21;1,84 m;Kosovo;Linksaußen;;Familienangehörige;Nike;01.07.2022;30.06.2025;;;Kosovo U19;4;0;3;14;;3;;0;;;;;;;;;;;;;;;
Schweiz;20230516001833;https://www.transfermarkt.ch/itaitinga/profil/spieler/610123;76;Itaitinga;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/610123-1609002329.jpg?lm=1;1.Liga;600 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;600 Tsd. €;03.01.2022;24;1,84 m;Brasilien;Rechtsaußen;links;Ax Sports;;24.08.2018;30.06.2024;;;;;;70;58;;20;;1;;;27;1,11;4;4;-;4;18;2;-;-;-;429';1.717'
Schweiz;20230516001851;https://www.transfermarkt.ch/mario-balotelli/profil/spieler/45146;45;Mario Balotelli;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/45146-1663830086.jpg?lm=1;1.Liga;2,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;32,00 Mio. €;24.06.2012;32;1,89 m;Italien;Mittelstürmer;rechts;Team Raiola;Puma;31.08.2022;30.06.2024;;;Italien;36;14;52;48;;19;http://instagram.com/mb459;0;;;18;1,17;6;-;-;4;10;9;-;-;3;194';1.166'
Schweiz;20230516001905;https://www.transfermarkt.ch/giovanni-sio/profil/spieler/76293;13;Giovanni Sio;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/76293-1613907051.png?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;6,00 Mio. €;23.01.2012;34;1,80 m;Elfenbeinküste;Mittelstürmer;links;CG sports;;23.11.2021;30.06.2023;;;Elfenbeinküste;25;3;33;43;;25;;0;;;25;0,92;9;1;-;14;7;6;-;1;-;140';1.261'
Schweiz;20230516001921;https://www.transfermarkt.ch/gaetan-karlen/profil/spieler/166400;11;Gaëtan Karlen;Super League;FC Sion;https://img.a.transfermarkt.technology/portrait/header/166400-1548571065.png?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;800 Tsd. €;06.01.2020;29;1,86 m;Schweiz;Mittelstürmer;rechts;Atlas Entertainment ...;;01.07.2020;30.06.2023;;;Schweiz U21;1;0;6;15;;0;;0;;;17;0,53;-;-;-;15;2;4;-;-;-;-;436'
Schweiz;20230516001937;https://www.transfermarkt.ch/abdel-zagre/profil/spieler/864101;27;Abdel Zagré;Super League;FC Sion;;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;100 Tsd. €;28.03.2023;19;1,87 m;Burkina Faso;Mittelstürmer;rechts;BCM;;01.07.2022;30.06.2026;;Burkina U20;;2;0;9;9;;0;;1;;;;;;;;;;;;;;;
Schweiz;20230516001956;https://www.transfermarkt.ch/timothy-fayulu/profil/spieler/541420;1;Timothy Fayulu;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/541420-1609002124.jpg?lm=1;1.Liga;1,20 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;1,20 Mio. €;10.11.2022;23;1,92 m;DR Kongo;Torwart;rechts;Footuro AG;;01.07.2022;30.06.2023;;;DR Kongo;0;0;33;33;0;;http://www.instagram.com/timofayulu75/;0;20;4;11;1,27;-;;-;-;1;2;-;-;;;976'
Schweiz;20230516002013;https://www.transfermarkt.ch/markus-kuster/profil/spieler/123147;30;Markus Kuster;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/123147-1565956475.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;750 Tsd. €;02.06.2017;29;1,94 m;Österreich;Torwart;rechts;More than Sport GmbH;;01.01.2023;30.06.2023;;;Österreich;0;0;100;100;100;;;0;30;3;17;0,94;-;;-;-;-;-;-;-;;;1.530'
Schweiz;20230516002035;https://www.transfermarkt.ch/jozef-pukaj/profil/spieler/421809;36;Jozef Pukaj;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/421809-1606496447.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;300 Tsd. €;10.07.2018;23;1,91 m;Kosovo;Torwart;rechts;IFM;;01.07.2021;30.06.2024;Kosovo;;;0;0;15;16;0;;;1;11;1;6;0,83;-;;-;1;-;-;-;-;;;464'
Schweiz;20230516002053;https://www.transfermarkt.ch/armin-abaz/profil/spieler/357862;27;Armin Abaz;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/357862-1606503829.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;100 Tsd. €;23.06.2021;21;1,87 m;Schweiz;Torwart;;Soccer Mondial AG;;01.07.2022;30.06.2023;;;Schweiz U18;1;0;0;0;0;;;0;-;-;-;-;-;;-;-;-;-;-;-;;;-
Schweiz;20230516002113;https://www.transfermarkt.ch/yannick-schmid/profil/spieler/291896;25;Yannick Schmid;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/291896-1648561655.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;1,00 Mio. €;12.07.2018;28;1,86 m;Schweiz;Innenverteidiger;rechts;FAIRSPORT ...;;27.07.2022;30.06.2026;;;Schweiz U20;1;0;68;66;;0;;0;;;21;0,76;-;-;-;-;1;3;-;-;-;-;1.845'
Schweiz;20230516002136;https://www.transfermarkt.ch/roy-gelmi/profil/spieler/282520;5;Roy Gelmi;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/282520-1545463083.JPG?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;1,25 Mio. €;20.04.2016;28;1,88 m;Schweiz;Innenverteidiger;rechts;IFM;;24.07.2021;30.06.2023;;;Schweiz U21;2;0;55;56;;0;;0;;;20;1,15;-;-;-;2;1;5;-;-;-;-;1.660'
Schweiz;20230516002154;https://www.transfermarkt.ch/granit-lekaj/profil/spieler/86676;23;Granit Lekaj;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/86676-1458211728.jpeg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;300 Tsd. €;15.12.2014;33;1,87 m;Schweiz;Innenverteidiger;rechts;Familienangehörige;;01.07.2018;30.06.2023;;;;;;82;80;;0;;1;;;27;1,07;-;-;-;-;1;7;-;-;-;-;2.369'
Schweiz;20230516002215;https://www.transfermarkt.ch/souleymane-diaby/profil/spieler/294801;18;Souleymane Diaby;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/294801-1667291148.jpg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;500 Tsd. €;28.03.2023;23;1,73 m;Elfenbeinküste;Linker Verteidiger;links;SEM Management;;03.07.2021;30.06.2025;;;Elfenbeink. U20;1;0;61;61;;3;;0;;;27;1,11;-;1;-;7;6;5;-;1;-;-;1.823'
Schweiz;20230516002231;https://www.transfermarkt.ch/tobias-schattin/profil/spieler/237679;3;Tobias Schättin;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/237679-1600722182.jpeg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;550 Tsd. €;08.01.2018;25;1,84 m;Schweiz;Linker Verteidiger;links;More than Sport GmbH;adidas;01.07.2021;30.06.2023;;;Schweiz U21;1;0;52;51;;0;;1;;;23;0,78;-;-;-;6;5;2;-;-;-;-;1.511'
Schweiz;20230516002242;https://www.transfermarkt.ch/adrian-gantenbein/profil/spieler/410870;19;Adrian Gantenbein;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/410870-1667930732.jpeg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;500 Tsd. €;28.03.2023;22;1,83 m;Schweiz;Rechter Verteidiger;;SBE Management AG;;14.08.2020;30.06.2023;;;Schweiz U21;6;0;45;47;;10;;0;;;21;1,05;-;3;-;6;5;3;-;-;-;-;1.382'
Schweiz;20230516002258;https://www.transfermarkt.ch/michael-goncalves/profil/spieler/183313;15;Michael Gonçalves;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/183313-1674136073.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;400 Tsd. €;07.10.2019;28;1,74 m;Schweiz;Rechter Verteidiger;rechts;Soccerdome;;26.08.2020;30.06.2024;;;Schweiz U20;3;0;52;51;;3;;0;;;23;1,04;-;1;-;6;5;6;-;-;-;-;1.514'
Schweiz;20230516002313;https://www.transfermarkt.ch/thibault-corbaz/profil/spieler/147040;14;Thibault Corbaz;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/147040-1548571120.png?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;550 Tsd. €;08.01.2018;29;1,80 m;Schweiz;Defensives Mittelfeld;rechts;;;09.07.2021;30.06.2024;;;Schweiz U21;1;0;48;42;;6;;0;;;26;0,85;-;2;-;10;14;5;-;-;-;-;1.253'
Schweiz;20230516002329;https://www.transfermarkt.ch/remo-arnold/profil/spieler/237677;16;Remo Arnold;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/237677-1433320190.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;500 Tsd. €;20.04.2016;26;1,90 m;Schweiz;Defensives Mittelfeld;rechts;Signature - ISCM AG;adidas;01.01.2020;30.06.2024;;;Schweiz U21;1;0;67;59;;0;;0;;;26;1,19;-;-;-;4;11;7;-;-;-;-;1.761'
Schweiz;20230516002341;https://www.transfermarkt.ch/hekuran-kryeziu/profil/spieler/168979;40;Hekuran Kryeziu;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/168979-1533380912.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 22.03.2023;Tsd. €;Letzte Änderung: 22.03.2023;1,75 Mio. €;12.07.2018;30;1,81 m;Kosovo;Defensives Mittelfeld;rechts;Signature - ISCM AG;Nike;03.08.2022;30.06.2024;Kosovo;;;27;0;23;30;;7;;0;;;21;1,10;-;2;-;14;5;3;-;-;-;-;797'
Schweiz;20230516002357;https://www.transfermarkt.ch/eris-abedini/profil/spieler/413459;77;Eris Abedini;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/413459-1674136252.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 22.03.2023;Tsd. €;Letzte Änderung: 22.03.2023;900 Tsd. €;12.07.2018;24;1,90 m;Kosovo;Defensives Mittelfeld;rechts;TM;;01.01.2022;30.06.2023;Kosovo;;;1;0;36;43;;0;http://www.instagram.com/erisabedini8/;0;;;26;0,96;-;-;-;14;5;3;-;-;-;-;1.286'
Schweiz;20230516002410;https://www.transfermarkt.ch/samir-ramizi/profil/spieler/215837;8;Samir Ramizi;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/215837-1548571082.png?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;500 Tsd. €;16.07.2016;31;1,82 m;Serbien;Linkes Mittelfeld;rechts;Emartsoccer;;06.08.2020;30.06.2024;;;;;;61;57;;16;;0;;;22;0,95;5;-;-;2;11;11;-;1;2;340';1.702'
Schweiz;20230516002429;https://www.transfermarkt.ch/carmine-chiappetta/profil/spieler/539811;20;Carmine Chiappetta;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/539811-1674136398.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;200 Tsd. €;28.03.2023;20;1,75 m;Schweiz;Linkes Mittelfeld;rechts;Familienangehörige;Puma;20.01.2022;30.06.2023;Schweiz U20;;;3;0;3;5;;0;http://www.instagram.com/chiappettajr;1;;;6;0,17;-;-;-;5;1;-;-;-;-;-;146'
Schweiz;20230516002438;https://www.transfermarkt.ch/matteo-di-giusto/profil/spieler/421823;10;Matteo Di Giusto;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/421823-1648562418.jpg?lm=1;1.Liga;1,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;1,00 Mio. €;28.03.2023;22;1,68 m;Schweiz;Offensives Mittelfeld;rechts;FPA Fairplay Agency ...;Puma;01.07.2022;30.06.2026;;Schweiz U21;;7;0;97;83;;26;;0;;;32;0,91;6;2;-;-;23;1;-;-;-;410';2.459'
Schweiz;20230516002454;https://www.transfermarkt.ch/francisco-rodriguez/profil/spieler/227967;44;Francisco Rodríguez;Super League;FC Winterthur;https://img.a.transfermarkt.technology/portrait/header/227967-1607242489.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;900 Tsd. €;18.06.2015;27;1,76 m;Schweiz;Offensives Mittelfeld;rechts;Elite FA;Nike;01.07.2022;30.06.2024;;;Schweiz U21;8;1;33;35;;6;http://https:www.instagram.comrrrodriguez22/;0;;;21;0,67;2;-;-;10;7;3;-;-;-;519';1.037'
