league_country;scraping_time;link;no;name;league;club;image;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;international_active;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Schweiz;20230515231031;https://www.transfermarkt.ch/christian-fassnacht/profil/spieler/250490;16;Christian Fassnacht;Super League;BSC Young Boys;https://img.a.transfermarkt.technology/portrait/header/250490-1626261724.jpg?lm=1;1.Liga;3,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;5,00 Mio. €;19.10.2018;29;1,85 m;Schweiz;Rechtsaußen;rechts;SEG;;01.07.2017;30.06.2024;;Schweiz;;19;4;73;65;;18;http://www.instagram.com/fassnacht16/;0;;;27;2,04;8;6;-;3;13;4;-;-;-;241';1.931'
Schweiz;20230515231050;https://www.transfermarkt.ch/meschack-elia/profil/spieler/423678;15;Meschack Elia;Super League;BSC Young Boys;https://img.a.transfermarkt.technology/portrait/header/423678-1561366574.jpg?lm=1;1.Liga;5,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;5,00 Mio. €;04.10.2021;25;1,73 m;DR Kongo;Mittelstürmer;rechts;LITCHI AG;;14.02.2020;30.06.2024;;DR Kongo;;29;7;55;57;;13;http://www.instagram.com/meschackelialina/;0;;;28;2,04;7;3;-;10;10;2;-;1;-;243';1.703'
Schweiz;20230515231112;https://www.transfermarkt.ch/jean-pierre-nsame/profil/spieler/225055;18;Jean-Pierre Nsame;Super League;BSC Young Boys;https://img.a.transfermarkt.technology/portrait/header/225055-1649681646.jpg?lm=1;1.Liga;3,50 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;7,00 Mio. €;31.07.2020;30;1,88 m;Kamerun;Mittelstürmer;rechts;Global Compensation;Nike;19.07.2017;30.06.2024;Kamerun;;;4;0;61;56;;28;http://www.instagram.com/nsame18/;0;;;30;2,10;18;4;-;10;17;4;-;-;1;93';1.667'
Schweiz;20230515231131;https://www.transfermarkt.ch/cedric-itten/profil/spieler/243856;11;Cedric Itten;Super League;BSC Young Boys;https://img.a.transfermarkt.technology/portrait/header/243856-1683103359.jpg?lm=1;1.Liga;3,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;4,50 Mio. €;18.01.2021;26;1,89 m;Schweiz;Mittelstürmer;rechts;IFM;Nike;01.07.2022;30.06.2026;;Schweiz;;9;4;61;57;;35;http://www.instagram.com/cedricitten_13/;0;;;31;2,00;19;8;-;11;14;3;-;1;5;88';1.679'
Schweiz;20230515231152;https://www.transfermarkt.ch/joel-monteiro/profil/spieler/410787;77;Joël Monteiro;Super League;BSC Young Boys;https://img.a.transfermarkt.technology/portrait/header/410787-1646128116.jpg?lm=1;1.Liga;700 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;700 Tsd. €;28.03.2023;23;1,91 m;Portugal;Mittelstürmer;rechts;Alke Sports Group ...;;01.03.2021;30.06.2024;;;;;;18;26;;5;;0;;;25;1,96;1;3;-;19;3;1;-;-;-;756';756'
Schweiz;20230515231215;https://www.transfermarkt.ch/yannick-toure/profil/spieler/421824;;Yannick Toure;Super League;BSC Young Boys;https://img.a.transfermarkt.technology/portrait/header/421824-1493123876.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 29.12.2022;Tsd. €;Letzte Änderung: 29.12.2022;600 Tsd. €;08.06.2022;22;1,84 m;Schweiz;Mittelstürmer;rechts;Soccer Mondial AG;Nike;16.08.2021;30.06.2024;;;Schweiz U20;1;0;;;;;http://www.instagram.com/yannicktoure_f/;1;;;;;;;;;;;;;;;
Schweiz;20230515231232;https://www.transfermarkt.ch/marwin-hitz/profil/spieler/59238;1;Marwin Hitz;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/59238-1534235954.jpg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;4,50 Mio. €;15.02.2016;35;1,94 m;Schweiz;Torwart;rechts;ROOF;adidas;01.07.2022;30.06.2025;;;Schweiz;2;0;88;85;38;;http://www.instagram.com/marwinhitz/;0;36;6;29;1,28;-;;-;-;2;3;-;-;;;2.520'
Schweiz;20230515231252;https://www.transfermarkt.ch/mirko-salvi/profil/spieler/147027;13;Mirko Salvi;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/147027-1449585406.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;650 Tsd. €;12.07.2017;29;1,88 m;Schweiz;Torwart;rechts;Sportfront Global;;01.07.2022;30.06.2024;;;Schweiz U21;1;0;12;15;0;;;0;9;2;6;1,33;-;;-;2;-;-;-;-;;;448'
Schweiz;20230515231313;https://www.transfermarkt.ch/nils-de-mol/profil/spieler/499195;16;Nils de Mol;Super League;FC Basel;;1.Liga;100 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;150 Tsd. €;23.06.2021;22;1,84 m;Schweiz;Torwart;rechts;Heusler ...;;01.07.2022;30.06.2023;;;Schweiz U21;0;0;0;0;0;;;0;;;;;;;;;;;;;;;
Schweiz;20230515231333;https://www.transfermarkt.ch/andy-pelmard/profil/spieler/494236;21;Andy Pelmard;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/494236-1574786158.jpg?lm=1;1.Liga;3,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;5,00 Mio. €;15.10.2020;23;1,80 m;Frankreich;Innenverteidiger;rechts;P&P Sport ...;;01.07.2022;30.06.2025;;;Frankreich U21;2;0;79;84;;2;http://www.instagram.com/andy_pelmard/;0;;;31;1,26;-;1;-;5;2;4;-;-;-;-;2.478'
Schweiz;20230515231350;https://www.transfermarkt.ch/arnau-comas/profil/spieler/388542;4;Arnau Comas;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/388542-1588012945.jpg?lm=1;1.Liga;1,50 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;1,50 Mio. €;28.03.2023;23;1,91 m;Spanien;Innenverteidiger;rechts;Wasserman;;01.07.2022;30.06.2026;Spanien U21;;;1;0;39;38;;7;http://www.instagram.com/arnaucomas/;1;;;13;1,54;2;1;-;-;2;5;-;-;-;558';1.115'
Schweiz;20230515231407;https://www.transfermarkt.ch/kasim-adams/profil/spieler/263801;15;Kasim Adams;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/263801-1657200649.jpg?lm=1;1.Liga;1,30 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;8,50 Mio. €;12.07.2018;27;1,90 m;Ghana;Innenverteidiger;rechts;Signature - ISCM AG;;21.07.2022;30.06.2023;;;Ghana;11;1;78;80;;5;http://www.instagram.com/adamskassim24/;0;;;27;1,44;1;1;-;2;-;4;-;1;-;2.313';2.313'
Schweiz;20230515231427;https://www.transfermarkt.ch/riccardo-calafiori/profil/spieler/502821;33;Riccardo Calafiori;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/502821-1607942455.jpg?lm=1;1.Liga;3,50 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;14.10.2021;20;1,88 m;Italien;Linker Verteidiger;links;World Soccer Agency;;31.08.2022;30.06.2025;Italien U21;;;2;0;68;60;;3;http://www.instagram.com/richycala/;0;;;21;1,38;-;1;-;2;6;5;-;-;-;-;1.511'
Schweiz;20230515231444;https://www.transfermarkt.ch/hugo-vogel/profil/spieler/743519;28;Hugo Vogel;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/743519-1650551752.jpg?lm=1;1.Liga;400 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;500 Tsd. €;30.03.2022;19;1,77 m;Frankreich;Linker Verteidiger;links;Goal Pro Management;adidas;01.07.2022;30.06.2026;Frankreich U19;;;2;0;6;5;;0;http://instagram.com/vogel.hugoo;0;;;2;0,50;-;-;-;-;1;1;-;-;-;-;135'
Schweiz;20230515231457;https://www.transfermarkt.ch/sergio-lopez/profil/spieler/523972;22;Sergio López;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/523972-1542187628.jpg?lm=1;1.Liga;1,00 Mio. €Letzte Änderung: 10.11.2022;Mio. €;Letzte Änderung: 10.11.2022;1,00 Mio. €;08.08.2018;24;1,79 m;Spanien;Rechter Verteidiger;rechts;Footfeel ISM;;01.07.2021;30.06.2024;;;;;;45;45;;5;http://www.instagram.com/sergiolg2/;1;;;19;1,26;1;1;-;4;5;3;-;-;-;1.344';1.344'
Schweiz;20230515231521;https://www.transfermarkt.ch/michael-lang/profil/spieler/51346;5;Michael Lang;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/51346-1533288909.jpg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;6,00 Mio. €;18.12.2018;32;1,85 m;Schweiz;Rechter Verteidiger;rechts;IFM;;19.07.2021;30.06.2025;;Schweiz;;31;3;58;59;;14;;0;;;24;1,21;1;5;-;5;4;4;-;1;-;1.746';1.746'
Schweiz;20230515231541;https://www.transfermarkt.ch/fabian-frei/profil/spieler/52595;20;Fabian Frei;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/52595-1501159939.jpg?lm=1;1.Liga;500 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;5,00 Mio. €;14.04.2015;34;1,83 m;Schweiz;Defensives Mittelfeld;rechts;Giallanza Sport;adidas;01.01.2018;30.06.2024;Schweiz;;;24;3;36;39;;7;http://www.instagram.com/fabianfrei20/;0;;;20;1,20;1;2;-;8;2;2;1;-;1;1.166';1.166'
Schweiz;20230515231558;https://www.transfermarkt.ch/taulant-xhaka/profil/spieler/113125;34;Taulant Xhaka;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/113125-1473161747.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 10.11.2022;Tsd. €;Letzte Änderung: 10.11.2022;4,00 Mio. €;20.04.2016;32;1,72 m;Albanien;Defensives Mittelfeld;rechts;Signature - ISCM AG;;01.07.2010;30.06.2027;;;Albanien;30;1;55;48;;7;http://www.instagram.com/tx.34/;0;;;20;1,65;-;3;-;2;12;8;-;1;-;-;1.415'
Schweiz;20230515231616;https://www.transfermarkt.ch/wouter-burger/profil/spieler/412953;23;Wouter Burger;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/412953-1566292157.jpg?lm=1;1.Liga;4,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;4,00 Mio. €;28.03.2023;22;1,90 m;Niederlande;Zentrales Mittelfeld;links;SEG;;31.08.2021;30.06.2025;;Niederlande U21;;6;0;64;62;;7;http://www.instagram.com/wouterburger_/;0;;;28;1,39;3;-;-;7;9;8;-;2;-;611';1.834'
Schweiz;20230515231631;https://www.transfermarkt.ch/andy-diouf/profil/spieler/711976;8;Andy Diouf;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/711976-1637070021.jpg?lm=1;1.Liga;1,40 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;1,40 Mio. €;28.03.2023;19;1,87 m;Frankreich;Zentrales Mittelfeld;links;SBE Management AG;adidas;18.07.2022;30.06.2023;;Frankreich U21;;1;0;72;75;;5;http://www.instagram.com/diouf_andy/;0;;;31;1,32;-;2;-;8;5;4;-;-;-;-;2.143'
Schweiz;20230515231644;https://www.transfermarkt.ch/liam-chipperfield/profil/spieler/604780;40;Liam Chipperfield;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/604780-1639115808.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;750 Tsd. €;08.06.2022;19;1,78 m;Schweiz;Zentrales Mittelfeld;;CAA Stellar;;01.01.2022;30.06.2023;Schweiz U19;;;4;0;0;0;;0;;0;;;-;-;-;-;-;-;-;-;-;-;-;-;-
Schweiz;20230515231700;https://www.transfermarkt.ch/emmanuel-essiam/profil/spieler/863745;18;Emmanuel Essiam;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/863745-1652283422.png?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;200 Tsd. €;28.03.2023;19;1,83 m;Ghana;Zentrales Mittelfeld;rechts;SPOCS Global Sports;;03.01.2022;30.06.2026;;;Ghana U23;2;0;6;5;;0;;0;;;4;1,75;-;-;-;2;1;-;-;-;-;-;136'
Schweiz;20230515231719;https://www.transfermarkt.ch/darian-males/profil/spieler/507479;19;Darian Males;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/507479-1570473341.png?lm=1;1.Liga;4,00 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;4,00 Mio. €;28.03.2023;22;1,89 m;Schweiz;Offensives Mittelfeld;links;Footuro AG;adidas;09.07.2021;30.06.2023;;Schweiz U21;;13;0;58;51;;25;http://www.instagram.com/malesdarian/;0;;;25;1,24;4;7;-;6;13;5;-;-;1;379';1.514'
Schweiz;20230515231735;https://www.transfermarkt.ch/adriano-onyegbule/profil/spieler/806015;29;Adriano Onyegbule;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/806015-1656072622.jpg?lm=1;1.Liga;100 Tsd. €Letzte Änderung: 28.03.2023;Tsd. €;Letzte Änderung: 28.03.2023;100 Tsd. €;28.03.2023;16;1,84 m;Deutschland;Offensives Mittelfeld;rechts;Berater bekannt - Spieler unter 18;;01.07.2022;30.06.2025;Deutschland U17;;;2;0;0;1;;0;;0;;;1;0,00;-;-;-;1;-;-;-;-;-;-;30'
Schweiz;20230515231755;https://www.transfermarkt.ch/liam-millar/profil/spieler/487417;7;Liam Millar;Super League;FC Basel;https://img.a.transfermarkt.technology/portrait/header/487417-1553891231.jpg?lm=1;1.Liga;1,80 Mio. €Letzte Änderung: 28.03.2023;Mio. €;Letzte Änderung: 28.03.2023;3,00 Mio. €;28.03.2022;23;1,81 m;Kanada;Linksaußen;rechts;;;08.07.2021;30.06.2025;Kanada;;;17;0;42;45;;2;http://www.instagram.com/liammillar11/;0;;;24;1,33;-;1;-;10;8;4;-;-;-;-;1.337'
