league_country,scraping_time,link,no,name,league,club,age,height,nationality,position,foot,consultancy,supplier,club_since,contract_until,international,former_international,international_games,international_goals,market_value,market_value_currency,market_value_latest_correction,highest_market_value,highest_market_value_date,starting_eleven_quote,minutes_quote,penalty_saves_quote,goal_participation_quote,instagram,injury,goals_conceded,clean_sheets,games,points_per_game,goals,assists,own_goals,ins,outs,yellow_cards,yellow_red_cards,red_cards,penalty_goals,minutes_per_goal,minutes
Ukraine,20230421073038,https://www.transfermarkt.ch/oleksandr-pikhalyonok/profil/spieler/294780,8,Oleksandr Pikhalyonok,Premier Liga,SK Dnipro-1,1.Liga,25,"1,79 m",Ukraine,Zentrales Mittelfeld,links,Kostiantyn Nesterenko,,01.07.2021,30.06.2025,Ukraine,,5,0,"3,00 Mio. €Letzte Änderung: 06.12.2022",Mio. €,Letzte Änderung: 06.12.2022,"3,00 Mio. €",06.12.2022,100,94,,33,http://www.instagram.com/pikhalonok76/,,,,20,"2,25",6,8,-,-,13,-,-,-,-,281',1.688'
Ukraine,20230421073051,https://www.transfermarkt.ch/domingo-blanco/profil/spieler/285127,23,Domingo Blanco,Premier Liga,SK Dnipro-1,1.Liga,27,"1,67 m",Argentinien,Zentrales Mittelfeld,rechts,DE 9 FÚTBOL,,05.08.2022,30.06.2025,,Argentinien,1,0,"2,00 Mio. €Letzte Änderung: 06.12.2022",Mio. €,Letzte Änderung: 06.12.2022,"5,00 Mio. €",06.08.2019,50,46,,7,http://www.instagram.com/domingo_blanco95/,,,,10,"2,00",1,2,-,-,6,2,-,-,-,826',826'
Ukraine,20230421073106,https://www.transfermarkt.ch/valentyn-rubchynskyi/profil/spieler/666943,22,Valentyn Rubchynskyi,Premier Liga,SK Dnipro-1,1.Liga,21,"1,65 m",Ukraine,Zentrales Mittelfeld,rechts,ROGON,,01.07.2022,31.12.2025,Ukraine U21,,1,0,800 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,800 Tsd. €,06.12.2022,80,63,,7,,,,,18,"2,33",1,2,-,2,16,1,-,-,-,1.141',1.141'
Ukraine,20230421073121,https://www.transfermarkt.ch/ruslan-babenko/profil/spieler/94928,18,Ruslan Babenko,Premier Liga,SK Dnipro-1,1.Liga,30,"1,72 m",Ukraine,Zentrales Mittelfeld,links,ALIK FOOTBALL MANAGEMENT,,29.07.2022,30.06.2023,,Ukraine U21,24,2,700 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,700 Tsd. €,25.12.2014,85,84,,2,http://www.instagram.com/babenko_ruslan/,,,,17,"2,35",-,1,-,-,2,6,-,-,-,-,1.515'
Ukraine,20230421073134,https://www.transfermarkt.ch/igor-kogut/profil/spieler/448868,25,Igor Kogut,Premier Liga,SK Dnipro-1,1.Liga,27,"1,83 m",Ukraine,Zentrales Mittelfeld,rechts,ALIK FOOTBALL MANAGEMENT,,06.07.2017,30.06.2023,,Ukraine U21,0,0,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,600 Tsd. €,04.09.2020,5,23,,9,http://www.instagram.com/igor_kogut/,,,,18,"2,50",1,3,-,17,1,1,-,-,-,405',405'
Ukraine,20230421073146,https://www.transfermarkt.ch/vyacheslav-tankovskyi/profil/spieler/213980,31,Vyacheslav Tankovskyi,Premier Liga,SK Dnipro-1,1.Liga,27,"1,68 m",Ukraine,Zentrales Mittelfeld,rechts,ProStar,,20.02.2023,30.06.2023,,Ukraine,0,0,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,600 Tsd. €,26.06.2017,67,64,,0,,,,,2,"3,00",-,-,-,2,-,-,-,-,-,-,19'
Ukraine,20230421073204,https://www.transfermarkt.ch/volodymyr-tanchyk/profil/spieler/95707,34,Volodymyr Tanchyk,Premier Liga,SK Dnipro-1,1.Liga,31,"1,66 m",Ukraine,Rechtes Mittelfeld,beidfüßig,ICG 1983 est.,,29.07.2022,30.06.2024,,Ukraine U18,1,0,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,600 Tsd. €,16.06.2013,35,42,,2,,,,,16,"2,25",-,1,-,9,3,2,-,-,-,-,749'
Ukraine,20230421073219,https://www.transfermarkt.ch/yevgeniy-pasich/profil/spieler/315237,42,Yevgeniy Pasich,Premier Liga,SK Dnipro-1,1.Liga,29,"1,74 m",Ukraine,Rechtes Mittelfeld,rechts,ALIK FOOTBALL MANAGEMENT,,04.01.2023,30.06.2024,,,,,400 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,500 Tsd. €,10.12.2018,81,70,,7,http://www.instagram.com/pasich_42/,,,,5,"1,80",-,1,-,1,4,-,-,-,-,-,242'
Ukraine,20230421073238,https://www.transfermarkt.ch/oleksiy-gutsulyak/profil/spieler/296366,9,Oleksiy Gutsulyak,Premier Liga,SK Dnipro-1,1.Liga,25,"1,84 m",Ukraine,Linkes Mittelfeld,links,ALIK FOOTBALL MANAGEMENT,,15.08.2021,30.06.2024,,Ukraine,0,0,"1,50 Mio. €Letzte Änderung: 06.12.2022",Mio. €,Letzte Änderung: 06.12.2022,"1,50 Mio. €",06.12.2022,80,68,,23,http://www.instagram.com/alexeygutsuliak/,,,,17,"2,24",6,4,-,1,8,2,-,-,-,205',1.229'
Ukraine,20230421073249,https://www.transfermarkt.ch/fares-bahlouli/profil/spieler/190333,30,Farès Bahlouli,Premier Liga,SK Dnipro-1,1.Liga,28,"1,82 m",Frankreich,Offensives Mittelfeld,rechts,Familienangehörige,,02.09.2022,30.06.2023,,Frankreich U21,2,0,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,"2,00 Mio. €",06.09.2015,0,3,,0,,,,,5,"2,60",-,-,-,5,-,-,-,-,-,-,47'
Ukraine,20230421073304,https://www.transfermarkt.ch/peglow/profil/spieler/627227,10,Peglow,Premier Liga,SK Dnipro-1,1.Liga,21,"1,72 m",Brasilien,Linksaußen,rechts,Fidelity Sport,Nike,31.01.2023,31.12.2023,,Brasilien U17,13,4,"1,80 Mio. €Letzte Änderung: 14.11.2022",Mio. €,Letzte Änderung: 14.11.2022,"4,00 Mio. €",09.02.2021,50,44,,0,http://instagram.com/jgpeglow_10/,,,,4,"1,50",-,-,-,1,1,1,-,-,-,-,235'
Ukraine,20230421073317,https://www.transfermarkt.ch/oleksandr-nazarenko/profil/spieler/495920,29,Oleksandr Nazarenko,Premier Liga,SK Dnipro-1,1.Liga,23,"1,77 m",Ukraine,Rechtsaußen,links,GG11,,01.07.2018,31.12.2023,Ukraine U21,,18,1,800 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,800 Tsd. €,14.01.2021,20,33,,7,http://www.instagram.com/sasha__nazarenko__29/,,,,16,"2,44",-,3,-,12,3,3,-,-,-,-,597'
Ukraine,20230421073328,https://www.transfermarkt.ch/yevgen-pidlepenets/profil/spieler/678783,11,Yevgen Pidlepenets,Premier Liga,SK Dnipro-1,1.Liga,24,"1,83 m",Ukraine,Rechtsaußen,links,Ivan Ishchenko,,20.02.2023,30.06.2023,,,,,300 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,300 Tsd. €,06.12.2022,62,68,,15,,,,,3,"1,33",-,-,-,3,-,-,-,-,-,-,113'
Ukraine,20230421073349,https://www.transfermarkt.ch/artem-dovbyk/profil/spieler/343537,7,Artem Dovbyk,Premier Liga,SK Dnipro-1,1.Liga,25,"1,89 m",Ukraine,Mittelstürmer,links,ALIK FOOTBALL MANAGEMENT,,01.08.2020,31.12.2023,Ukraine,,15,6,"11,00 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"11,00 Mio. €",28.03.2023,95,96,,49,http://www.instagram.com/tema_dovbyk/,,,,20,"2,25",18,3,-,1,4,1,-,-,5,96',1.728'
Ukraine,20230421073404,https://www.transfermarkt.ch/dmytro-matsapura/profil/spieler/775832,53,Dmytro Matsapura,Premier Liga,Zorya Lugansk,1.Liga,23,"1,89 m",Ukraine,Torwart,rechts,ProStar,,01.07.2021,30.06.2025,,Ukraine U21,0,0,"1,50 Mio. €Letzte Änderung: 06.12.2022",Mio. €,Letzte Änderung: 06.12.2022,"1,50 Mio. €",06.12.2022,71,71,0,,,unbekannte VerletzungRückkehr unbekannt,22,3,15,"1,87",-,,-,-,-,-,-,-,,,1.350'
Ukraine,20230421073415,https://www.transfermarkt.ch/vladyslav-kucheruk/profil/spieler/404838,12,Vladyslav Kucheruk,Premier Liga,Zorya Lugansk,1.Liga,24,"1,91 m",Ukraine,Torwart,rechts,ProStar,,10.01.2023,30.06.2024,,Ukraine U21,2,0,250 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,400 Tsd. €,20.06.2019,0,0,0,,http://www.instagram.com/kucheruk_vladyslav/,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Ukraine,20230421073430,https://www.transfermarkt.ch/oleksandr-saputin/profil/spieler/936008,1,Oleksandr Saputin,Premier Liga,Zorya Lugansk,1.Liga,19,"1,97 m",Ukraine,Torwart,rechts,ProStar,,01.07.2022,30.06.2025,,,,,200 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,200 Tsd. €,28.03.2023,29,29,0,,,,5,2,6,"2,50",-,,-,-,-,1,-,-,,,540'
Ukraine,20230421073451,https://www.transfermarkt.ch/mykyta-turbayevskyi/profil/spieler/709478,30,Mykyta Turbayevskyi,Premier Liga,Zorya Lugansk,1.Liga,21,"1,93 m",Ukraine,Torwart,rechts,ProStar,,29.09.2022,30.06.2024,,Ukraine U21,2,0,200 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,200 Tsd. €,20.12.2021,0,0,0,,,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Ukraine,20230421073506,https://www.transfermarkt.ch/anton-zhylkin/profil/spieler/924466,36,Anton Zhylkin,Premier Liga,Zorya Lugansk,1.Liga,20,"1,97 m",Ukraine,Torwart,rechts,,,01.01.2022,30.06.2024,,Ukraine U17,0,0,100 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,100 Tsd. €,20.12.2021,0,0,0,,http://www.instagram.com/zhylkin_anton/,,-,-,-,-,-,,-,-,-,-,-,-,,,-
Ukraine,20230421073520,https://www.transfermarkt.ch/arseniy-batagov/profil/spieler/665048,44,Arseniy Batagov,Premier Liga,Zorya Lugansk,1.Liga,21,"1,85 m",Ukraine,Innenverteidiger,links,ProStar,,01.07.2022,30.06.2025,Ukraine U21,,19,0,"1,20 Mio. €Letzte Änderung: 28.03.2023",Mio. €,Letzte Änderung: 28.03.2023,"1,20 Mio. €",28.03.2023,100,98,,2,http://www.instagram.com/arsenii_batagov/,,,,21,"2,05",-,1,-,-,1,3,-,-,-,-,1.845'
Ukraine,20230421073533,https://www.transfermarkt.ch/mykyta-burda/profil/spieler/213865,26,Mykyta Burda,Premier Liga,Zorya Lugansk,1.Liga,28,"1,87 m",Ukraine,Innenverteidiger,rechts,GG11,,01.03.2023,30.06.2023,,Ukraine,8,0,700 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,"3,50 Mio. €",20.06.2019,5,5,,0,http://www.instagram.com/n6burda/,,,,-,-,-,-,-,-,-,-,-,-,-,-,-
Ukraine,20230421073548,https://www.transfermarkt.ch/maksym-imerekov/profil/spieler/94924,32,Maksym Imerekov,Premier Liga,Zorya Lugansk,1.Liga,32,"1,86 m",Ukraine,Innenverteidiger,rechts,ProStar,,01.07.2021,30.06.2023,,Ukraine U21,1,0,700 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,700 Tsd. €,08.01.2020,95,95,,7,,,,,20,"2,10",2,1,-,-,-,6,-,-,-,900',1.800'
Ukraine,20230421073605,https://www.transfermarkt.ch/igor-snurnitsyn/profil/spieler/419119,74,Igor Snurnitsyn,Premier Liga,Zorya Lugansk,1.Liga,23,"1,78 m",Ukraine,Innenverteidiger,links,ProStar,,19.07.2021,30.06.2024,,Ukraine U21,4,0,300 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,500 Tsd. €,14.01.2021,24,28,,5,http://www.instagram.com/snurnitsyn_74/,,,,9,"1,89",-,2,-,4,-,-,-,-,-,-,529'
Ukraine,20230421073620,https://www.transfermarkt.ch/roman-vantukh/profil/spieler/396536,47,Roman Vantukh,Premier Liga,Zorya Lugansk,1.Liga,24,"1,76 m",Ukraine,Linker Verteidiger,links,ProStar,,01.09.2022,30.06.2026,,Ukraine U21,9,1,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,500 Tsd. €,07.06.2021,19,23,,5,http://www.instagram.com/98.romario/,,,,12,"2,17",1,1,-,8,2,1,1,-,-,440',440'
Ukraine,20230421073633,https://www.transfermarkt.ch/maksym-smiyan/profil/spieler/951439,38,Maksym Smiyan,Premier Liga,Zorya Lugansk,1.Liga,21,"1,79 m",Ukraine,Linker Verteidiger,links,ProStar,,01.07.2022,30.06.2025,,,,,400 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,400 Tsd. €,06.12.2022,19,19,,0,,,,,5,"1,40",-,-,-,1,1,-,-,-,-,-,351'
Ukraine,20230421073654,https://www.transfermarkt.ch/oleg-danchenko/profil/spieler/257937,77,Oleg Danchenko,Premier Liga,Zorya Lugansk,1.Liga,28,"1,79 m",Ukraine,Rechter Verteidiger,rechts,ProStar,,14.01.2022,30.06.2023,,Ukraine,0,0,"1,50 Mio. €Letzte Änderung: 06.12.2022",Mio. €,Letzte Änderung: 06.12.2022,"3,50 Mio. €",23.12.2019,71,69,,2,http://www.instagram.com/danchenko_94/,HerzproblemeRückkehr voraussichtlich am 30.04.2023,,,15,"1,87",-,1,-,-,3,2,-,-,-,-,1.300'
Ukraine,20230421073708,https://www.transfermarkt.ch/igor-kyryukhantsev/profil/spieler/203855,70,Igor Kyryukhantsev,Premier Liga,Zorya Lugansk,1.Liga,27,"1,70 m",Ukraine,Rechter Verteidiger,rechts,ProStar,,23.09.2022,30.06.2024,,Ukraine U21,14,0,"1,00 Mio. €Letzte Änderung: 06.12.2022",Mio. €,Letzte Änderung: 06.12.2022,"1,00 Mio. €",06.12.2022,65,59,,24,http://www.instagram.com/kiriukhantsev29/,,,,11,"1,73",5,3,-,-,9,1,-,-,-,179',896'
Ukraine,20230421073723,https://www.transfermarkt.ch/bogdan-butko/profil/spieler/94922,2,Bogdan Butko,Premier Liga,Zorya Lugansk,1.Liga,32,"1,82 m",Ukraine,Rechter Verteidiger,rechts,,,06.09.2022,30.06.2023,,Ukraine,32,0,300 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,"3,00 Mio. €",19.11.2012,89,87,,11,http://www.instagram.com/butko91/,,,,16,"2,06",2,2,-,-,1,1,-,-,-,705',1.409'
Ukraine,20230421073741,https://www.transfermarkt.ch/pavlo-polegenko/profil/spieler/216579,19,Pavlo Polegenko,Premier Liga,Zorya Lugansk,1.Liga,28,"1,82 m",Ukraine,Rechter Verteidiger,rechts,ProStar,,01.03.2023,30.06.2023,,Ukraine U21,3,0,300 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,500 Tsd. €,10.12.2018,60,58,,6,,,,,4,"2,25",-,-,-,4,-,-,-,-,-,-,21'
Ukraine,20230421073757,https://www.transfermarkt.ch/volodymyr-brazhko/profil/spieler/669306,5,Volodymyr Brazhko,Premier Liga,Zorya Lugansk,1.Liga,21,"1,84 m",Ukraine,Defensives Mittelfeld,rechts,ProStar,,18.07.2022,30.06.2024,Ukraine U21,,9,1,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,500 Tsd. €,06.12.2022,71,74,,9,,,,,21,"2,05",4,-,-,6,2,3,-,-,1,350',1.399'
Ukraine,20230421073812,https://www.transfermarkt.ch/ilya-gulko/profil/spieler/771912,6,Ilya Gulko,Premier Liga,Zorya Lugansk,1.Liga,20,"1,83 m",Ukraine,Defensives Mittelfeld,rechts,ProStar,,29.09.2022,30.06.2023,,Ukraine U18,0,0,100 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,100 Tsd. €,06.12.2022,0,0,,0,,,,,1,"3,00",-,-,-,1,-,-,-,-,-,-,3'
Ukraine,20230421073827,https://www.transfermarkt.ch/dmytro-myshnyov/profil/spieler/212243,9,Dmytro Myshnyov,Premier Liga,Zorya Lugansk,1.Liga,29,"1,70 m",Ukraine,Zentrales Mittelfeld,rechts,ProStar,,01.07.2022,30.06.2024,,Ukraine U21,21,1,600 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,800 Tsd. €,10.12.2018,52,48,,14,,,,,17,"2,29",3,3,-,6,9,-,-,-,-,300',900'
Ukraine,20230421073843,https://www.transfermarkt.ch/kyrylo-dryshlyuk/profil/spieler/501417,15,Kyrylo Dryshlyuk,Premier Liga,Zorya Lugansk,1.Liga,23,"1,85 m",Ukraine,Zentrales Mittelfeld,rechts,ProStar,,28.02.2023,30.06.2024,,Ukraine U20,7,0,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,500 Tsd. €,20.06.2019,50,50,,3,http://www.instagram.com/kirill.dryshliuk/,,,,5,"2,40",-,1,-,2,3,-,-,-,-,-,257'
Ukraine,20230421073858,https://www.transfermarkt.ch/yevgen-shakhov/profil/spieler/58970,28,Yevgen Shakhov,Premier Liga,Zorya Lugansk,1.Liga,32,"1,89 m",Ukraine,Zentrales Mittelfeld,rechts,,,22.09.2022,30.06.2023,,Ukraine,7,1,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,"2,50 Mio. €",22.05.2018,29,32,,9,http://www.instagram.com/shakhov28/?hl=de,,,,9,"1,78",2,1,-,4,3,2,-,-,-,247',494'
Ukraine,20230421073915,https://www.transfermarkt.ch/oleksiy-khakhlyov/profil/spieler/404847,8,Oleksiy Khakhlyov,Premier Liga,Zorya Lugansk,1.Liga,24,"1,79 m",Ukraine,Zentrales Mittelfeld,links,ProStar,adidas,11.01.2023,30.06.2024,,Ukraine U20,6,0,400 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,400 Tsd. €,06.12.2022,70,69,,9,,,,,5,"2,40",-,-,-,5,-,-,-,-,-,-,36'
Ukraine,20230421073930,https://www.transfermarkt.ch/maksym-kazakov/profil/spieler/373044,20,Maksym Kazakov,Premier Liga,Zorya Lugansk,1.Liga,27,"1,78 m",Ukraine,Zentrales Mittelfeld,rechts,ProStar,,19.07.2018,30.06.2023,,Ukraine U20,0,0,100 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,300 Tsd. €,20.06.2019,,,,,http://www.instagram.com/maksimkazakov48/,Sonderurlaub - wettbewerbsübergreifend,,,,,,,,,,,,,,,
Ukraine,20230421073941,https://www.transfermarkt.ch/sergiy-buletsa/profil/spieler/404846,10,Sergiy Buletsa,Premier Liga,Zorya Lugansk,1.Liga,24,"1,72 m",Ukraine,Offensives Mittelfeld,rechts,ProStar,,01.07.2021,30.06.2023,,Ukraine,3,0,"1,20 Mio. €Letzte Änderung: 06.12.2022",Mio. €,Letzte Änderung: 06.12.2022,"1,20 Mio. €",20.12.2021,90,80,,23,http://www.instagram.com/sergeybuletsa/,,,,19,"1,95",6,4,-,-,14,1,-,-,2,252',1.511'
Ukraine,20230421073957,https://www.transfermarkt.ch/maksym-khlan/profil/spieler/721511,14,Maksym Khlan,Premier Liga,Zorya Lugansk,1.Liga,20,"1,70 m",Ukraine,Offensives Mittelfeld,rechts,,,01.07.2022,31.12.2023,Ukraine U21,,5,0,400 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,400 Tsd. €,28.03.2023,5,10,,5,,,,,8,"2,00",-,2,-,7,1,-,-,-,-,-,183'
Ukraine,20230421074015,https://www.transfermarkt.ch/denys-antyukh/profil/spieler/383325,7,Denys Antyukh,Premier Liga,Zorya Lugansk,1.Liga,25,"1,83 m",Ukraine,Linksaußen,links,ProStar,,01.09.2022,30.06.2025,,,,,400 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,600 Tsd. €,07.06.2021,32,41,,5,,,,,16,"2,13",2,-,-,10,6,3,-,-,-,350',700'
Ukraine,20230421074036,https://www.transfermarkt.ch/vyacheslav-churko/profil/spieler/131553,20,Vyacheslav Churko,Premier Liga,Zorya Lugansk,1.Liga,29,"1,80 m",Ukraine,Rechtsaußen,links,ProStar,,18.07.2022,30.06.2023,,Ukraine U21,2,0,700 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,800 Tsd. €,30.06.2014,62,62,,9,,unbekannte VerletzungRückkehr unbekannt,,,16,"1,94",2,2,-,3,8,-,-,-,-,585',1.170'
Ukraine,20230421074050,https://www.transfermarkt.ch/nazariy-rusyn/profil/spieler/366729,31,Nazariy Rusyn,Premier Liga,Zorya Lugansk,1.Liga,24,"1,77 m",Ukraine,Mittelstürmer,rechts,ProStar,,09.08.2022,30.06.2025,,Ukraine U21,10,6,600 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,"1,50 Mio. €",08.01.2020,86,80,,23,http://www.instagram.com/nazariyrusyn31/,,,,21,"2,05",7,3,-,3,16,3,-,-,-,215',1.504'
Ukraine,20230421074108,https://www.transfermarkt.ch/denys-nagnoynyi/profil/spieler/892053,17,Denys Nagnoynyi,Premier Liga,Zorya Lugansk,1.Liga,21,"1,75 m",Ukraine,Mittelstürmer,rechts,ProStar,,01.07.2022,30.06.2024,,,,,500 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,500 Tsd. €,06.12.2022,33,26,,5,,,,,11,"2,45",1,1,-,4,7,1,-,-,-,485',485'
Ukraine,20230421074130,https://www.transfermarkt.ch/eduardo-guerrero/profil/spieler/502842,39,Eduardo Guerrero,Premier Liga,Zorya Lugansk,1.Liga,23,"1,80 m",Panama,Mittelstürmer,rechts,RELC SPORTS INC.,,28.02.2023,30.06.2023,Panama,,6,0,300 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,350 Tsd. €,29.05.2021,50,53,,42,,,,,4,"3,00",2,3,-,1,3,3,-,-,-,143',286'
Ukraine,20230421074145,https://www.transfermarkt.ch/vladyslav-pogorilyi/profil/spieler/718409,18,Vladyslav Pogorilyi,Premier Liga,Zorya Lugansk,1.Liga,19,"1,83 m",Ukraine,Mittelstürmer,rechts,ProStar,,01.03.2023,30.06.2023,,Ukraine U18,0,0,100 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,100 Tsd. €,28.03.2023,0,18,,8,,,,,5,"2,40",1,-,-,5,-,-,-,-,-,96',96'
Ukraine,20230421074202,https://www.transfermarkt.ch/pavlo-isenko/profil/spieler/726033,51,Pavlo Isenko,Premier Liga,Vorskla Poltava,1.Liga,19,"1,95 m",Ukraine,Torwart,rechts,Vanguard Consulting,,01.07.2021,30.06.2024,,Ukraine U19,0,0,300 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,500 Tsd. €,04.09.2020,29,29,67,,http://www.instagram.com/paha_7_/,,8,3,6,"1,33",-,,-,-,-,1,-,-,,,540'
Ukraine,20230421074214,https://www.transfermarkt.ch/ivan-ponomarenko/profil/spieler/495917,1,Ivan Ponomarenko,Premier Liga,Vorskla Poltava,1.Liga,24,"1,90 m",Ukraine,Torwart,beidfüßig,PART of the GAME,,24.02.2023,31.12.2023,,,,,150 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,150 Tsd. €,06.12.2022,29,29,0,,,,8,1,4,"1,00",-,,-,-,-,1,-,-,,,360'
Ukraine,20230421074235,https://www.transfermarkt.ch/oleksandr-domolega/profil/spieler/1072234,61,Oleksandr Domolega,,Vorskla U19,19,"1,89 m",Ukraine,Torwart,rechts,,,-,-,,,,,50 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,50 Tsd. €,28.03.2023,,,,,,,,,,,,,,,,,,,,,
Ukraine,20230421074314,https://www.transfermarkt.ch/sergiy-yavorskyi/profil/spieler/91479,13,Sergiy Yavorskyi,Premier Liga,Vorskla Poltava,1.Liga,33,"1,92 m",Ukraine,Innenverteidiger,rechts,ProStar,,10.08.2020,30.06.2023,,Ukraine U21,1,0,300 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,800 Tsd. €,04.07.2011,33,34,,0,http://www.instagram.com/sergey.yavorskiy.89/,,,,11,"1,27",-,-,-,4,3,4,-,-,-,-,640'
Ukraine,20230421074326,https://www.transfermarkt.ch/volodymyr-chesnakov/profil/spieler/58930,17,Volodymyr Chesnakov,Premier Liga,Vorskla Poltava,1.Liga,35,"1,84 m",Ukraine,Innenverteidiger,rechts,ProStar,,01.07.2007,30.06.2023,,Ukraine U21,25,2,250 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,"1,80 Mio. €",30.06.2014,57,54,,4,http://www.instagram.com/chesnakov/,,,,13,"1,62",1,-,-,1,2,2,-,-,-,1.015',1.015'
Ukraine,20230421074339,https://www.transfermarkt.ch/yevgen-pavlyuk/profil/spieler/771914,18,Yevgen Pavlyuk,Premier Liga,Vorskla Poltava,1.Liga,20,"1,85 m",Ukraine,Innenverteidiger,rechts,ProStar,,01.07.2022,30.06.2026,,Ukraine U18,0,0,200 Tsd. €Letzte Änderung: 06.12.2022,Tsd. €,Letzte Änderung: 06.12.2022,200 Tsd. €,06.12.2022,38,40,,0,http://www.instagram.com/pavliuk_02/,,,,9,"1,33",-,-,-,1,1,2,-,-,-,-,753'
Ukraine,20230421074352,https://www.transfermarkt.ch/lucas-ramires/profil/spieler/1003436,5,Lucas Ramires,Premier Liga,Vorskla Poltava,1.Liga,20,"1,93 m",Brasilien,Innenverteidiger,,Kuniy & W. Sports Marketing Lt,,19.02.2023,30.06.2026,,,,,100 Tsd. €Letzte Änderung: 14.11.2022,Tsd. €,Letzte Änderung: 14.11.2022,100 Tsd. €,19.08.2022,50,38,,17,,,,,3,"0,33",-,1,-,-,2,2,1,-,-,-,205'
Ukraine,20230421074415,https://www.transfermarkt.ch/daniil-khrypchuk/profil/spieler/884849,44,Daniil Khrypchuk,Premier Liga,Vorskla Poltava,1.Liga,19,"1,92 m",Ukraine,Innenverteidiger,rechts,FAMK Group,,01.01.2023,30.06.2025,Ukraine U19,,1,0,100 Tsd. €Letzte Änderung: 28.03.2023,Tsd. €,Letzte Änderung: 28.03.2023,100 Tsd. €,28.03.2023,33,36,,0,,,,,4,"0,50",-,-,-,2,1,-,-,-,-,-,194'
