league_country;scraping_time;link;no;name;league;club;image;league_level;market_value;market_value_currency;market_value_latest_correction;highest_market_value;highest_market_value_date;age;height;nationality;position;foot;consultancy;supplier;club_since;contract_until;international;international_active;former_international;international_games;international_goals;starting_eleven_quote;minutes_quote;penalty_saves_quote;goal_participation_quote;instagram;injury;goals_conceded;clean_sheets;games;points_per_game;goals;assists;own_goals;ins;outs;yellow_cards;yellow_red_cards;red_cards;penalty_goals;minutes_per_goal;minutes
Griechenland;20230515231103;https://www.transfermarkt.ch/anastasios-meletidis/profil/spieler/464536;60;Anastasios Meletidis;Super League 2;PAOK Saloniki B;;2.Liga;100 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;100 Tsd. €;27.02.2023;24;1,74 m;Griechenland;Linkes Mittelfeld;links;;;01.07.2021;30.06.2023;;;;;;48;48;;2;;0;;;;;;;;;;;;;;;
Griechenland;20230515231129;https://www.transfermarkt.ch/zisis-chatzistravos/profil/spieler/464535;56;Zisis Chatzistravos;Super League 2;PAOK Saloniki B;;2.Liga;300 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;400 Tsd. €;12.10.2020;23;1,70 m;Griechenland;Offensives Mittelfeld;rechts;;;01.07.2021;31.12.2024;;;Griechenland U21;1;0;57;57;;21;;0;;;;;;;;;;;;;;;
Griechenland;20230515231150;https://www.transfermarkt.ch/andre-ricardo/profil/spieler/683498;31;André Ricardo;Super League 1;PAOK Saloniki;https://img.a.transfermarkt.technology/portrait/header/683498-1562254259.jpg?lm=1;1.Liga;200 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;200 Tsd. €;21.09.2021;22;1,78 m;Portugal;Offensives Mittelfeld;beidfüßig;Proeleven S.A.;;01.07.2022;30.06.2026;;;;;;0;1;;0;;0;;;1;3,00;-;-;-;1;-;-;-;-;-;-;14'
Griechenland;20230515231213;https://www.transfermarkt.ch/argyris-darelas/profil/spieler/814533;68;Argyris Darelas;Super League 2;PAOK Saloniki B;;2.Liga;50 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;50 Tsd. €;27.02.2023;19;1,82 m;Griechenland;Offensives Mittelfeld;rechts;Rush & Guide;;01.07.2022;30.06.2024;Griechenland U21;;;1;0;52;48;;17;;0;;;;;;;;;;;;;;;
Griechenland;20230515231232;https://www.transfermarkt.ch/vladimir-bradonjic/profil/spieler/487210;99;Vladimir Bradonjic;Super League 2;PAOK Saloniki B;https://img.a.transfermarkt.technology/portrait/header/487210-1613847899.jpg?lm=1;2.Liga;300 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;400 Tsd. €;26.06.2020;23;1,72 m;Bosnien-Herzegowina;Linksaußen;rechts;DSSV&Hat-trick;;01.07.2021;31.12.2024;;;Bosnien U21;3;0;57;61;;32;;0;;;18;2,06;9;6;-;5;8;4;-;-;2;139';1.251'
Griechenland;20230515231251;https://www.transfermarkt.ch/odysseas-spyridis/profil/spieler/504045;52;Odysseas Spyridis;Super League 2;PAOK Saloniki B;;2.Liga;100 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;100 Tsd. €;28.12.2021;22;1,72 m;Zypern;Linksaußen;rechts;ohne Berater;;19.09.2021;30.06.2025;;;;;;9;16;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515231314;https://www.transfermarkt.ch/georgios-koulouris/profil/spieler/800029;84;Georgios Koulouris;Super League 2;PAOK Saloniki B;;2.Liga;100 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;100 Tsd. €;28.12.2021;18;1,74 m;Griechenland;Linksaußen;beidfüßig;;;01.07.2021;30.06.2025;;;Griechenld. U19;2;0;0;1;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515231335;https://www.transfermarkt.ch/lampros-smyrlis/profil/spieler/735339;73;Lampros Smyrlis;Super League 2;PAOK Saloniki B;;2.Liga;75 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;75 Tsd. €;27.02.2023;18;1,73 m;Griechenland;Linksaußen;beidfüßig;Wasserman;;10.02.2022;30.06.2025;;Griechenld. U19;;6;1;17;19;;2;;0;;;;;;;;;;;;;;;
Griechenland;20230515231355;https://www.transfermarkt.ch/minas-vasiliadis/profil/spieler/914879;80;Minas Vasiliadis;Super League 2;PAOK Saloniki B;;2.Liga;;;;;;18;1,81 m;Griechenland;Linksaußen;;LA Football ...;;01.01.2023;-;;;;;;0;1;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515231434;https://www.transfermarkt.ch/nikolaos-spyrakos/profil/spieler/800027;53;Nikolaos Spyrakos;Super League 2;PAOK Saloniki B;;2.Liga;75 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;75 Tsd. €;27.02.2023;19;1,79 m;Griechenland;Rechtsaußen;rechts;Rosko Company;;01.07.2022;30.06.2024;;Griechenld. U19;;8;3;39;44;;11;;0;;;;;;;;;;;;;;;
Griechenland;20230515231454;https://www.transfermarkt.ch/stefanos-tzimas/profil/spieler/950091;95;Stefanos Tzimas;Super League 1;PAOK Saloniki;https://img.a.transfermarkt.technology/portrait/header/950091-1678125543.jpg?lm=1;1.Liga;300 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;300 Tsd. €;27.02.2023;17;1,84 m;Griechenland;Mittelstürmer;beidfüßig;;;01.01.2023;31.12.2025;;Griechenld. U19;;3;2;0;2;;5;;0;;;2;2,00;1;-;-;2;-;-;-;-;-;24';24'
Griechenland;20230515231513;https://www.transfermarkt.ch/vasilios-gordeziani/profil/spieler/655669;46;Vasilios Gordeziani;Super League 2;PAOK Saloniki B;;2.Liga;250 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;250 Tsd. €;27.02.2023;21;1,85 m;Griechenland;Mittelstürmer;beidfüßig;PURE;;01.07.2021;30.06.2023;;;;;;52;42;;13;;0;;;;;;;;;;;;;;;
Griechenland;20230515231538;https://www.transfermarkt.ch/dimitrios-panidis/profil/spieler/622499;35;Dimitrios Panidis;Super League 2;PAOK Saloniki B;;2.Liga;200 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;250 Tsd. €;27.06.2022;21;1,83 m;Griechenland;Mittelstürmer;beidfüßig;Achilleas ...;;01.07.2021;30.06.2024;;;;;;48;33;;13;;0;;;;;;;;;;;;;;;
Griechenland;20230515231607;https://www.transfermarkt.ch/makis-giannikoglou/profil/spieler/266203;1;Makis Giannikoglou;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/266203-1646934278.jpg?lm=1;2.Liga;250 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;300 Tsd. €;22.05.2018;30;1,89 m;Griechenland;Torwart;rechts;WoS;adidas;01.07.2022;30.06.2023;;;Griechenland U17;2;0;52;52;0;;;1;5;8;12;2,58;-;;-;-;-;2;-;-;;;1.080'
Griechenland;20230515231624;https://www.transfermarkt.ch/panagiotis-katsikas/profil/spieler/530131;13;Panagiotis Katsikas;Super League 2;Panserraikos;;2.Liga;125 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;150 Tsd. €;18.12.2019;24;1,90 m;Griechenland;Torwart;rechts;DONY Management AG;;06.08.2021;30.06.2023;;;Griechenland U21;1;0;43;43;0;;;0;;;;;;;;;;;;;;;
Griechenland;20230515231641;https://www.transfermarkt.ch/alexandros-tsobanidis/profil/spieler/675555;20;Alexandros Tsobanidis;Super League 2;Panserraikos;;2.Liga;50 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;50 Tsd. €;27.06.2022;18;1,85 m;Griechenland;Torwart;rechts;V11 Sports Agency;;10.09.2022;30.06.2025;;;;;;0;0;0;;;0;;;;;;;;;;;;;;;
Griechenland;20230515231706;https://www.transfermarkt.ch/ivo-marovic/profil/spieler/971717;99;Ivo Marovic;Super League 2;Panserraikos;;2.Liga;25 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;25 Tsd. €;27.06.2022;19;1,93 m;Montenegro;Torwart;;;;31.01.2023;30.06.2023;;;Montenegro U19;2;0;0;0;0;;;0;;;;;;;;;;;;;;;
Griechenland;20230515231731;https://www.transfermarkt.ch/aristotelis-karasalidis/profil/spieler/207573;4;Aristotelis Karasalidis;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/207573-1636639358.jpg?lm=1;2.Liga;250 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;500 Tsd. €;22.05.2018;32;1,85 m;Griechenland;Innenverteidiger;rechts;Target Sport;;13.01.2022;30.06.2024;;;Griechenld. U19;2;0;78;78;;5;;0;;;18;2,33;2;-;-;-;1;4;-;-;-;805';1.609'
Griechenland;20230515231749;https://www.transfermarkt.ch/fotis-pantekidis/profil/spieler/292360;33;Fotis Pantekidis;Super League 2;Panserraikos;;2.Liga;250 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;250 Tsd. €;27.02.2023;26;1,86 m;Griechenland;Innenverteidiger;links;Zafi Agent;;26.08.2022;30.06.2024;;;Griechenl. U18;2;0;61;61;;3;;0;;;;;;;;;;;;;;;
Griechenland;20230515231811;https://www.transfermarkt.ch/konstantinos-dimitriou/profil/spieler/348522;5;Konstantinos Dimitriou;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/348522-1532011218.jpg?lm=1;2.Liga;200 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;375 Tsd. €;06.01.2020;23;1,86 m;Griechenland;Innenverteidiger;rechts;SPORTS CONNECTION;;01.07.2021;30.06.2023;;;Griechenland U21;8;0;4;5;;0;;0;;;4;2,25;-;-;-;3;1;2;-;-;-;-;112'
Griechenland;20230515231831;https://www.transfermarkt.ch/anastasios-papazoglou/profil/spieler/62481;12;Anastasios Papazoglou;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/62481-1585018109.png?lm=1;2.Liga;100 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;1,00 Mio. €;30.06.2011;34;1,86 m;Griechenland;Innenverteidiger;rechts;Elite Soccer Sarl;;01.07.2022;30.06.2023;;;Griechenland U21;6;1;26;30;;5;;0;;;10;2,60;1;1;-;4;1;-;-;-;-;621';621'
Griechenland;20230515231850;https://www.transfermarkt.ch/anastasios-avlonitis/profil/spieler/60164;40;Anastasios Avlonitis;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/60164-1608184421.jpg?lm=1;2.Liga;100 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;900 Tsd. €;01.06.2016;33;1,90 m;Griechenland;Innenverteidiger;rechts;;adidas;11.01.2023;30.06.2024;;;Griechenland U21;3;0;43;39;;4;;0;;;9;2,22;1;-;-;3;1;-;-;-;-;491';491'
Griechenland;20230515231910;https://www.transfermarkt.ch/stavros-petavrakis/profil/spieler/179548;3;Stavros Petavrakis;Super League 2;Panserraikos;;2.Liga;300 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;450 Tsd. €;21.12.2014;30;1,76 m;Griechenland;Linker Verteidiger;links;ohne Berater;;15.07.2022;30.06.2024;;;;;;83;83;;5;;0;;;;;;;;;;;;;;;
Griechenland;20230515231936;https://www.transfermarkt.ch/odysseas-lymperakis/profil/spieler/640686;31;Odysseas Lymperakis;Super League 2;Panserraikos;;2.Liga;175 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;250 Tsd. €;04.08.2020;24;1,76 m;Griechenland;Linker Verteidiger;links;ELITE SPORTS ...;;09.01.2023;30.06.2024;;;Griechenland U21;1;0;21;21;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515231955;https://www.transfermarkt.ch/vangelis-papakonstantinou/profil/spieler/1061674;26;Vangelis Papakonstantinou;Super League 2;Panserraikos;;2.Liga;;;;;;17;;Griechenland;Linker Verteidiger;;;;15.09.2022;30.06.2025;;;;;;;;;;;0;;;;;;;;;;;;;;;
Griechenland;20230515232037;https://www.transfermarkt.ch/alexandros-zeris/profil/spieler/160518;2;Alexandros Zeris;Super League 2;Panserraikos;;2.Liga;250 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;250 Tsd. €;07.06.2015;29;1,75 m;Griechenland;Rechter Verteidiger;rechts;Familienangehörige;;17.08.2019;30.06.2023;;;;;;70;70;;5;;0;;;;;;;;;;;;;;;
Griechenland;20230515232059;https://www.transfermarkt.ch/panagiotis-deligiannidis/profil/spieler/234733;64;Panagiotis Deligiannidis;Super League 2;Panserraikos;;2.Liga;200 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;400 Tsd. €;21.03.2021;26;1,77 m;Griechenland;Rechter Verteidiger;rechts;LA Football ...;;14.07.2022;30.06.2024;;;Griechenland U21;8;0;22;24;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515232121;https://www.transfermarkt.ch/konstantinos-thymianis/profil/spieler/481680;8;Konstantinos Thymianis;Super League 2;Panserraikos;;2.Liga;400 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;400 Tsd. €;28.12.2021;22;1,86 m;Griechenland;Defensives Mittelfeld;;;;14.09.2022;30.06.2024;;;Griechenland U21;6;0;83;77;;3;;0;;;;;;;;;;;;;;;
Griechenland;20230515232143;https://www.transfermarkt.ch/adrian-colombino/profil/spieler/203716;7;Adrián Colombino;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/203716-1473707017.jpg?lm=1;2.Liga;300 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;1,00 Mio. €;09.09.2016;29;1,77 m;Uruguay;Defensives Mittelfeld;rechts;Scoutfutbol;;01.01.2023;30.06.2024;;;Uruguay U20;0;0;44;46;;0;;0;;;10;2,60;-;-;-;3;4;-;-;-;-;-;663'
Griechenland;20230515232159;https://www.transfermarkt.ch/paschalis-staikos/profil/spieler/242668;34;Paschalis Staikos;Super League 2;Panserraikos;;2.Liga;250 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;350 Tsd. €;12.02.2021;27;1,78 m;Griechenland;Defensives Mittelfeld;rechts;CAA Base Ltd;Nike;16.01.2023;30.06.2024;;;Griechenland U21;3;0;54;53;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515232217;https://www.transfermarkt.ch/spyros-natsos/profil/spieler/324348;16;Spyros Natsos;Super League 2;Panserraikos;;2.Liga;200 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;400 Tsd. €;12.02.2021;24;1,77 m;Griechenland;Defensives Mittelfeld;rechts;FAIR FOOTBALL AGENCY;;04.07.2022;30.06.2024;;;Griechenland U21;10;0;0;0;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515232236;https://www.transfermarkt.ch/stefanos-siontis/profil/spieler/27581;22;Stefanos Siontis;Super League 2;Panserraikos;;2.Liga;100 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;500 Tsd. €;20.09.2007;35;1,80 m;Griechenland;Defensives Mittelfeld;rechts;BG Agency;;01.07.2022;30.06.2023;;;Griechenland U21;5;0;35;30;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515232255;https://www.transfermarkt.ch/thomas-karaberis/profil/spieler/554401;19;Thomas Karaberis;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/554401-1644342312.jpeg?lm=1;2.Liga;75 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;75 Tsd. €;27.06.2022;21;1,86 m;Griechenland;Defensives Mittelfeld;;MK Sport Consulting;;21.08.2021;30.06.2023;Griechenland U21;;;1;0;0;0;;0;;0;;;-;-;-;-;-;-;-;-;-;-;-;-;-
Griechenland;20230515232311;https://www.transfermarkt.ch/angelos-ikonomou/profil/spieler/161202;6;Angelos Ikonomou;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/161202-1470245432.JPG?lm=1;2.Liga;200 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;300 Tsd. €;27.06.2022;27;1,70 m;Griechenland;Zentrales Mittelfeld;rechts;ohne Berater;;01.07.2022;30.06.2023;;;Griechenld. U19;2;0;;;;;;1;;;;;;;;;;;;;;;
Griechenland;20230515232330;https://www.transfermarkt.ch/masai-brown/profil/spieler/1020756;25;Masai Brown;Super League 2;Panserraikos;;2.Liga;;;;;;19;1,92 m;Vereinigte Staaten;Zentrales Mittelfeld;;;;04.10.2022;30.06.2023;;;;;;0;0;;0;;0;;;;;;;;;;;;;;;
Griechenland;20230515232409;https://www.transfermarkt.ch/victor-stina/profil/spieler/438311;98;Victor Stina;Super League 2;Panserraikos;https://img.a.transfermarkt.technology/portrait/header/438311-1677043644.png?lm=1;2.Liga;350 Tsd. €Letzte Änderung: 27.02.2023;Tsd. €;Letzte Änderung: 27.02.2023;450 Tsd. €;25.12.2021;25;1,69 m;Moldawien;Offensives Mittelfeld;rechts;iFootball;New Balance;01.01.2022;30.06.2023;;Moldawien;;7;2;78;75;;16;http://instagram.com/victorstina10;0;;;19;2,53;3;3;-;1;9;2;-;-;-;515';1.545'
