4984549.515823935,0.7469319687420642,0.5625341240398858,{'Position', 'League', 'Ins', 'ActiveInternational', 'YellowCards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Outs', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'StartingElevenQuote', 'FsAssists', 'InternationalGoals', 'Injury', 'InternationalGames', 'YellowRedCards', 'YellowRedCards.1', 'Club', 'Goals', 'Consultancy', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'RedCards', 'Age', 'LeagueCountry', 'OwnGoals', 'Supplier'}
4979953.531265539,0.7473984343858554,0.6119887684269275,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Outs', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'StartingElevenQuote', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'RedCards', 'Age', 'LeagueCountry', 'Supplier'}
5045077.478092277,0.7407485836822125,0.6019884119575226,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Outs', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'StartingElevenQuote', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
5045077.478092277,0.7407485836822125,0.6019884119575226,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Outs', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'StartingElevenQuote', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
5015550.902544563,0.7437742682186128,0.5584128994540586,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Outs', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'StartingElevenQuote', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'Consultancy', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
5045077.478092277,0.7407485836822125,0.6019884119575226,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Outs', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'StartingElevenQuote', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
4941681.860033227,0.7512660753174356,0.6183405263204093,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Outs', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
4835836.0401674425,0.7618072203402978,0.6347113416717947,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
4835836.0401674425,0.7618072203402978,0.6347113416717947,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
4981522.16783805,0.7472392752862874,0.6125783521305393,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
5073559.397341132,0.7321572209081663,0.5896142826790358,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
4835836.0401674425,0.7618072203402978,0.6347113416717947,{'Position', 'League', 'Ins', 'ActiveInternational', 'Cards', 'ClubSince', 'FormerInternational', 'NationalLeagueLevel', 'MinutesQuote', 'Games', 'Nationality', 'Trending', 'FsPenaltyGoals', 'FsGoalParticipationQuote', 'PositionCategory', 'FsAssists', 'InternationalGoals', 'InternationalGames', 'Club', 'Goals', 'FsMinutesPerGoal', 'Minutes', 'InternationalTeam', 'PointsPerGame', 'Age', 'LeagueCountry', 'Supplier'}
