LeagueCountry;League;LeagueLevel;Club;No;Name;Value;ValueLastUpdate;HighestValue;HighestValueDate;ValueCurrency;Age;Height;Nationality;Foot;Position;Consultancy;Supplier;ClubSince;ContractUntil;Injury;International;FormerInternational;InternationalGames;InternationalGoals;StartingElevenQuote;MinutesQuote;TwPenaltySavesQuote;FsGoalParticipationQuote;Games;PointsPerGame;Goals;OwnGoals;Ins;Outs;YellowCards;YellowRedCards;RedCards;Minutes;TwGoalsConceded;TwCleanSheets;FsAssists;FsPenaltyGoals;FsMinutesPerGoal;Instagram;Source;ScrapingTime
Schweiz;Super League;1.Liga;BSC Young Boys;18.0;Jean-Pierre Nsame;3500000.0;2023-03-28;7000000.0;2020-07-31;€;29;188.0;Kamerun;rechts;Mittelstürmer;Global Compensation;Nike;2017-07-19;2024-06-30;Gelbsperre - Super Leaguebis 23.04.2023;Kamerun;;4.0;0.0;64.0;58.0;;32.0;26;2.15;16;0;8;15;4;0;0;1464;;;4;1;92;http://www.instagram.com/nsame18/;https://www.transfermarkt.ch/jean-pierre-nsame/profil/spieler/225055;20230422110105
Schweiz;Super League;1.Liga;BSC Young Boys;11.0;Cedric Itten;3000000.0;2023-03-28;4500000.0;2021-01-18;€;26;189.0;Schweiz;rechts;Mittelstürmer;IFM;Nike;2022-07-01;2026-06-30;;Schweiz;;9.0;4.0;61.0;57.0;;33.0;26;2.00;14;0;9;11;3;0;1;1444;;;7;4;103;http://www.instagram.com/cedricitten_13/;https://www.transfermarkt.ch/cedric-itten/profil/spieler/243856;20230422110115
Schweiz;Super League;1.Liga;BSC Young Boys;77.0;Joël Monteiro;700000.0;2023-03-28;700000.0;2023-03-28;€;23;191.0;Portugal;rechts;Mittelstürmer;Alke Sports Group Sàrl;;2021-03-01;2024-06-30;;;;;;14.0;23.0;;6.0;21;1.90;1;0;17;1;1;0;0;583;;;3;0;583;;https://www.transfermarkt.ch/joel-monteiro/profil/spieler/410787;20230422110129
Schweiz;Super League;1.Liga;BSC Young Boys;;Yannick Toure;400000.0;2022-12-29;600000.0;2022-06-08;€;22;184.0;Schweiz;rechts;Mittelstürmer;Soccer Mondial AG;Nike;2021-08-16;2024-06-30;unbekannte VerletzungRückkehr unbekannt;;Schweiz U20;1.0;0.0;;;;;;;;;;;;;;;;;;;;http://www.instagram.com/yannicktoure_f/;https://www.transfermarkt.ch/yannick-toure/profil/spieler/421824;20230422110149
Schweiz;Super League;1.Liga;FC Basel;1.0;Marwin Hitz;500000.0;2023-03-28;4500000.0;2016-02-15;€;35;194.0;Schweiz;rechts;Torwart;ROOF;adidas;2022-07-01;2025-06-30;;;Schweiz;2.0;0.0;93.0;91.0;43.0;;26;1.31;0;0;0;1;3;0;0;2295;31;6;;;;http://www.instagram.com/marwinhitz/;https://www.transfermarkt.ch/marwin-hitz/profil/spieler/59238;20230422110209
Schweiz;Super League;1.Liga;FC Basel;13.0;Mirko Salvi;100000.0;2023-03-28;650000.0;2017-07-12;€;29;188.0;Schweiz;rechts;Torwart;Sportfront Global;;2022-07-01;2024-06-30;;;Schweiz U21;1.0;0.0;7.0;9.0;0.0;;3;0.67;0;0;1;0;0;0;0;224;2;1;;;;;https://www.transfermarkt.ch/mirko-salvi/profil/spieler/147027;20230422110225
Schweiz;Super League;1.Liga;FC Basel;16.0;Nils de Mol;100000.0;2022-11-10;150000.0;2021-06-23;€;21;184.0;Schweiz;rechts;Torwart;Heusler Werthmüller Heitz;;2022-07-01;2023-06-30;;;Schweiz U21;0.0;0.0;0.0;0.0;0.0;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/nils-de-mol/profil/spieler/499195;20230422110248
Schweiz;Super League;1.Liga;FC Basel;21.0;Andy Pelmard;3000000.0;2023-03-28;5000000.0;2020-10-15;€;23;180.0;Frankreich;rechts;Innenverteidiger;P&P Sport Management S.A.M.;;2022-07-01;2025-06-30;;;Frankreich U21;2.0;0.0;86.0;90.0;;3.0;28;1.29;0;0;4;1;3;0;0;2278;;;1;0;;http://www.instagram.com/andy_pelmard/;https://www.transfermarkt.ch/andy-pelmard/profil/spieler/494236;20230422110305
Schweiz;Super League;1.Liga;FC Basel;4.0;Arnau Comas;1500000.0;2023-03-28;1500000.0;2023-03-28;€;23;191.0;Spanien;rechts;Innenverteidiger;Wasserman;;2022-07-01;2026-06-30;OberschenkelproblemeRückkehr unbekannt;Spanien U21;;1.0;0.0;46.0;44.0;;8.0;13;1.54;2;0;0;2;5;0;0;1115;;;1;0;558;http://www.instagram.com/arnaucomas/;https://www.transfermarkt.ch/arnau-comas/profil/spieler/388542;20230422110320
Schweiz;Super League;1.Liga;FC Basel;15.0;Kasim Adams;1300000.0;2023-03-28;8500000.0;2018-07-12;€;27;190.0;Ghana;rechts;Innenverteidiger;Signature - ISCM AG;;2022-07-21;2023-06-30;;;Ghana;11.0;1.0;81.0;84.0;;3.0;24;1.38;0;0;2;0;4;0;0;2048;;;1;0;;http://www.instagram.com/adamskassim24/;https://www.transfermarkt.ch/kasim-adams/profil/spieler/263801;20230422110335
Schweiz;Super League;1.Liga;FC Basel;33.0;Riccardo Calafiori;3500000.0;2022-11-10;4000000.0;2021-10-14;€;20;188.0;Italien;links;Linker Verteidiger;World Soccer Agency;;2022-08-31;2025-06-30;;Italien U21;;2.0;0.0;74.0;63.0;;3.0;18;1.28;0;0;1;5;5;0;0;1308;;;1;0;;http://www.instagram.com/richycala/;https://www.transfermarkt.ch/riccardo-calafiori/profil/spieler/502821;20230422110352
Schweiz;Super League;1.Liga;FC Basel;28.0;Hugo Vogel;400000.0;2023-03-28;500000.0;2022-03-30;€;19;177.0;Frankreich;links;Linker Verteidiger;Goal Pro Management;adidas;2022-07-01;2026-06-30;;Frankreich U19;;2.0;0.0;7.0;5.0;;0.0;2;0.50;0;0;0;1;1;0;0;135;;;0;0;;http://instagram.com/vogel.hugoo;https://www.transfermarkt.ch/hugo-vogel/profil/spieler/743519;20230422110407
Schweiz;Super League;1.Liga;FC Basel;22.0;Sergio López;1000000.0;2022-11-10;1000000.0;2018-08-08;€;24;179.0;Spanien;rechts;Rechter Verteidiger;Footfeel ISM;;2021-07-01;2024-06-30;;;;;;43.0;44.0;;5.0;15;1.20;1;0;3;4;2;0;0;1103;;;1;0;1103;http://www.instagram.com/sergiolg2/;https://www.transfermarkt.ch/sergio-lopez/profil/spieler/523972;20230422110418
Schweiz;Super League;1.Liga;FC Basel;5.0;Michael Lang;500000.0;2022-11-10;6000000.0;2018-12-18;€;32;185.0;Schweiz;rechts;Rechter Verteidiger;IFM;;2021-07-19;2025-06-30;;Schweiz;;31.0;3.0;50.0;52.0;;11.0;19;1.21;1;0;5;4;4;0;1;1296;;;3;0;1296;;https://www.transfermarkt.ch/michael-lang/profil/spieler/51346;20230422110437
Schweiz;Super League;1.Liga;FC Basel;20.0;Fabian Frei;500000.0;2022-11-10;5000000.0;2015-04-14;€;34;183.0;Schweiz;rechts;Defensives Mittelfeld;Giallanza Sport;adidas;2018-01-01;2024-06-30;BandscheibenvorfallRückkehr unbekannt;Schweiz;;24.0;3.0;39.0;44.0;;5.0;19;1.26;1;0;8;1;2;1;0;1106;;;1;1;1106;http://www.instagram.com/fabianfrei20/;https://www.transfermarkt.ch/fabian-frei/profil/spieler/52595;20230422110455
Schweiz;Super League;1.Liga;FC Basel;34.0;Taulant Xhaka;300000.0;2022-11-10;4000000.0;2016-04-20;€;32;172.0;Albanien;rechts;Defensives Mittelfeld;Signature - ISCM AG;;2010-07-01;2027-06-30;;;Albanien;30.0;1.0;50.0;42.0;;8.0;16;1.69;0;0;2;11;6;0;0;1056;;;3;0;;http://www.instagram.com/tx.34/;https://www.transfermarkt.ch/taulant-xhaka/profil/spieler/113125;20230422110509
Schweiz;Super League;1.Liga;FC Basel;23.0;Wouter Burger;4000000.0;2023-03-28;4000000.0;2023-03-28;€;22;190.0;Niederlande;links;Zentrales Mittelfeld;SEG;;2021-08-31;2025-06-30;;Niederlande U21;;6.0;0.0;68.0;64.0;;8.0;24;1.38;3;0;5;9;8;0;1;1609;;;0;0;536;http://www.instagram.com/wouterburger_/;https://www.transfermarkt.ch/wouter-burger/profil/spieler/412953;20230422110526
Schweiz;Super League;1.Liga;FC Basel;8.0;Andy Diouf;1400000.0;2023-03-28;1400000.0;2023-03-28;€;19;187.0;Frankreich;links;Zentrales Mittelfeld;SBE Management AG;adidas;2022-07-18;2023-06-30;;Frankreich U21;;1.0;0.0;74.0;77.0;;3.0;27;1.30;0;0;7;4;3;0;0;1876;;;1;0;;http://www.instagram.com/diouf_andy/;https://www.transfermarkt.ch/andy-diouf/profil/spieler/711976;20230422110541
Schweiz;Super League;1.Liga;FC Basel;40.0;Liam Chipperfield;300000.0;2023-03-28;750000.0;2022-06-08;€;19;178.0;Schweiz;;Zentrales Mittelfeld;CAA Stellar;;2022-01-01;2023-06-30;;Schweiz U19;;4.0;0.0;0.0;0.0;;0.0;0;;0;0;0;0;0;0;0;;;;0;0;;;https://www.transfermarkt.ch/liam-chipperfield/profil/spieler/604780;20230422110553
Schweiz;Super League;1.Liga;FC Basel;18.0;Emmanuel Essiam;200000.0;2023-03-28;200000.0;2023-03-28;€;19;183.0;Ghana;rechts;Zentrales Mittelfeld;SPOCS Global Sports;;2022-01-03;2026-06-30;;;Ghana U23;2.0;0.0;4.0;4.0;;0.0;2;2.00;0;0;1;0;0;0;0;90;;;0;0;;;https://www.transfermarkt.ch/emmanuel-essiam/profil/spieler/863745;20230422110607
Schweiz;Super League;1.Liga;FC Basel;9.0;Zeki Amdouni;5000000.0;2023-03-28;5000000.0;2023-03-28;€;22;185.0;Schweiz;;Offensives Mittelfeld;Soccer Mondial AG;;2022-07-01;2024-06-30;;Schweiz;;3.0;2.0;61.0;62.0;;27.0;24;1.00;7;0;7;8;1;0;0;1572;;;3;1;225;http://www.instagram.com/zekiamdouni/;https://www.transfermarkt.ch/zeki-amdouni/profil/spieler/548729;20230422110623
Schweiz;Super League;1.Liga;FC Basel;19.0;Darian Males;4000000.0;2023-03-28;4000000.0;2023-03-28;€;21;189.0;Schweiz;links;Offensives Mittelfeld;Footuro AG;adidas;2021-07-09;2023-06-30;;Schweiz U21;;13.0;0.0;54.0;47.0;;22.0;21;1.33;3;0;6;11;3;0;0;1193;;;5;1;398;http://www.instagram.com/malesdarian/;https://www.transfermarkt.ch/darian-males/profil/spieler/507479;20230422110640
Schweiz;Super League;1.Liga;FC Basel;29.0;Adriano Onyegbule;100000.0;2023-03-28;100000.0;2023-03-28;€;16;184.0;Deutschland;rechts;Offensives Mittelfeld;Berater bekannt - Spieler unter 18;;2022-07-01;2025-06-30;keine Spielberechtigung - UEFA Europa Conference Leaguebis 30.06.2023;Deutschland U17;;2.0;0.0;0.0;0.0;;0.0;0;;0;0;0;0;0;0;0;;;;0;0;;;https://www.transfermarkt.ch/adriano-onyegbule/profil/spieler/806015;20230422110654
Schweiz;Super League;1.Liga;FC Basel;7.0;Liam Millar;1800000.0;2023-03-28;3000000.0;2022-03-28;€;23;181.0;Kanada;rechts;Linksaußen;;;2021-07-08;2025-06-30;;Kanada;;17.0;0.0;39.0;43.0;;3.0;21;1.38;0;0;10;7;3;0;0;1083;;;1;0;;http://www.instagram.com/liammillar11/;https://www.transfermarkt.ch/liam-millar/profil/spieler/487417;20230422110706
Schweiz;Super League;1.Liga;FC Basel;30.0;Anton Kade;1000000.0;2023-03-28;1000000.0;2023-03-28;€;19;185.0;Deutschland;rechts;Linksaußen;Lucky 13;;2022-07-01;2026-06-30;;Deutschland U19;;8.0;2.0;25.0;22.0;;3.0;15;1.33;0;0;8;7;0;0;0;557;;;1;0;;;https://www.transfermarkt.ch/anton-kade/profil/spieler/654234;20230422110720
Schweiz;Super League;1.Liga;FC Basel;90.0;Hugo Novoa;5000000.0;2022-11-09;5000000.0;2022-09-21;€;20;182.0;Spanien;rechts;Rechtsaußen;ROOF;;2023-01-04;2024-06-30;;Spanien U21;;4.0;1.0;25.0;30.0;;19.0;9;1.11;1;0;6;4;0;0;0;329;;;2;0;329;http://www.instagram.com/hugonovoa_/;https://www.transfermarkt.ch/hugo-novoa/profil/spieler/668276;20230422110734
Schweiz;Super League;1.Liga;FC Basel;27.0;Dan Ndoye;3500000.0;2022-11-10;4000000.0;2021-01-07;€;22;183.0;Schweiz;rechts;Rechtsaußen;BSG GROUP;;2022-07-01;2026-06-30;;Schweiz U21;;22.0;8.0;71.0;71.0;;8.0;25;1.28;2;0;5;13;5;0;0;1782;;;1;0;891;http://www.instagram.com/danndoye10/;https://www.transfermarkt.ch/dan-ndoye/profil/spieler/365108;20230422110756
Schweiz;Super League;1.Liga;FC Basel;17.0;Andi Zeqiri;2700000.0;2023-03-28;3000000.0;2021-12-22;€;23;185.0;Schweiz;links;Mittelstürmer;Gold Kick SA;Nike;2022-08-02;2023-06-30;;;Schweiz;7.0;0.0;62.0;52.0;;26.0;22;1.18;7;0;6;16;2;0;0;1205;;;2;0;172;http://www.instagram.com/andizeqiri99/;https://www.transfermarkt.ch/andi-zeqiri/profil/spieler/345468;20230422110813
Schweiz;Super League;1.Liga;FC Basel;10.0;Jean-Kévin Augustin;1300000.0;2023-03-28;25000000.0;2018-10-22;€;25;179.0;Frankreich;rechts;Mittelstürmer;Sport Cover;adidas;2022-07-01;2025-06-30;;;Frankreich U21;9.0;6.0;14.0;19.0;;11.0;13;1.77;3;0;9;4;3;0;0;472;;;1;1;157;http://www.instagram.com/augustin_29/;https://www.transfermarkt.ch/jean-kevin-augustin/profil/spieler/264956;20230422110826
Schweiz;Super League;1.Liga;FC Basel;14.0;Bradley Fink;1000000.0;2022-11-10;1000000.0;2022-11-10;€;20;192.0;Schweiz;beidfüßig;Mittelstürmer;SCORES sports management ag;Puma;2022-08-17;2026-06-30;;Schweiz U21;;4.0;1.0;46.0;45.0;;14.0;20;1.30;5;0;9;8;2;0;0;969;;;0;0;194;http://www.instagram.com/bradleyfink9/;https://www.transfermarkt.ch/bradley-fink/profil/spieler/539801;20230422110842
Österreich;Bundesliga;1.Liga;RB Salzburg;41.0;Jonas Krumrey;300000.0;2022-11-17;300000.0;2021-12-01;€;19;193.0;Deutschland;rechts;Torwart;Familienangehörige;Nike;2023-01-01;2024-05-31;;;Deutschland U16;0.0;0.0;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/jonas-krumrey/profil/spieler/531637;20230422105505
Österreich;2. Liga;2.Liga;FC Liefering;32.0;Balázs Tóth;125000.0;2022-11-17;125000.0;2022-11-17;€;18;187.0;Ungarn;links;Torwart;Perfootmance GmbH;;2021-07-01;2024-06-30;;Ungarn U19;;0.0;0.0;8.0;8.0;0.0;;2;1.50;0;0;0;0;0;0;0;180;5;0;;;;;https://www.transfermarkt.ch/balazs-toth/profil/spieler/648900;20230422105523
Österreich;2. Liga;2.Liga;FC Liefering;30.0;Salko Hamzic;75000.0;2023-01-10;75000.0;2023-01-10;€;16;;Bosnien-Herzegowina;;Torwart;;;2023-01-01;;;;;;;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/salko-hamzic/profil/spieler/948133;20230422105537
Österreich;2. Liga;2.Liga;FC Liefering;31.0;Valentin Oelz;75000.0;2022-11-17;75000.0;2022-07-02;€;17;192.0;Österreich;;Torwart;Berater bekannt - Spieler unter 18;;2022-07-01;;;Österreich U18;;3.0;0.0;0.0;0.0;0.0;;0;;0;0;0;0;0;0;0;;0;0;;;;;https://www.transfermarkt.ch/valentin-oelz/profil/spieler/694561;20230422105606
Österreich;Bundesliga;1.Liga;RB Salzburg;6.0;Samson Baidoo;1000000.0;2022-11-10;1000000.0;2022-11-10;€;19;187.0;Österreich;rechts;Innenverteidiger;HAGMAYR Sportmanagement;;2022-07-01;2027-06-30;;Österreich U21;;4.0;0.0;0.0;0.0;;0.0;1;3.00;0;0;1;0;0;0;0;3;;;0;0;;;https://www.transfermarkt.ch/samson-baidoo/profil/spieler/655217;20230422105627
Österreich;2. Liga;2.Liga;FC Liefering;4.0;Lukas Wallner;500000.0;2022-11-17;500000.0;2022-05-25;€;19;;Österreich;links;Innenverteidiger;More than Sport GmbH;;2020-08-01;2025-06-30;;Österreich U21;;2.0;0.0;54.0;57.0;;5.0;17;1.41;0;0;4;3;3;0;0;1240;;;2;0;;;https://www.transfermarkt.ch/lukas-wallner/profil/spieler/548026;20230422105647
Österreich;2. Liga;2.Liga;FC Liefering;19.0;Marcel Moswitzer;300000.0;2022-11-17;300000.0;2022-09-20;€;18;;Österreich;;Innenverteidiger;Soccertalk GmbH;;2022-07-01;;;Österreich U18;;6.0;1.0;42.0;43.0;;2.0;15;0.93;1;0;5;3;3;0;0;930;;;0;0;930;;https://www.transfermarkt.ch/marcel-moswitzer/profil/spieler/804031;20230422105702
Österreich;2. Liga;2.Liga;FC Liefering;51.0;Rocco Zikovic;300000.0;2023-01-10;300000.0;2023-01-10;€;18;186.0;Kroatien;rechts;Innenverteidiger;VPA Sports;;2023-01-01;2027-06-30;;;Kroatien U19;0.0;0.0;0.0;8.0;;0.0;3;0.00;0;0;3;0;0;0;0;75;;;0;0;;;https://www.transfermarkt.ch/rocco-zikovic/profil/spieler/853084;20230422105724
Österreich;2. Liga;2.Liga;FC Liefering;14.0;Douglas Mendes;200000.0;2022-11-14;200000.0;2022-08-05;€;18;189.0;Brasilien;rechts;Innenverteidiger;Ruan Casemiro;;2023-02-06;2023-06-30;;Brasilien U20;;0.0;0.0;13.0;13.0;;0.0;2;0.00;0;0;1;1;1;0;0;90;;;0;0;;;https://www.transfermarkt.ch/douglas-mendes/profil/spieler/921863;20230422105748
Österreich;2. Liga;2.Liga;FC Liefering;15.0;Konstantin Gertig;75000.0;2022-11-17;75000.0;2022-07-02;€;19;186.0;Deutschland;links;Innenverteidiger;SPOCS Global Sports;;2022-07-01;;;;;;;4.0;4.0;;0.0;1;0.00;0;0;0;0;0;0;0;90;;;0;0;;;https://www.transfermarkt.ch/konstantin-gertig/profil/spieler/604356;20230422105809
Österreich;2. Liga;2.Liga;FC Liefering;26.0;Lukas Ibertsberger;250000.0;2022-11-17;250000.0;2022-11-17;€;19;;Österreich;links;Linker Verteidiger;More than Sport GmbH;;2021-01-01;2025-06-30;;Österreich U21;;2.0;0.0;63.0;61.0;;2.0;18;1.56;0;0;3;5;3;0;0;1308;;;1;0;;;https://www.transfermarkt.ch/lukas-ibertsberger/profil/spieler/531640;20230422105834
Österreich;2. Liga;2.Liga;FC Liefering;20.0;Mario Pejazic;200000.0;2022-11-17;200000.0;2022-09-20;€;18;;Österreich;links;Linker Verteidiger;;;2022-07-01;;;Österreich U19;;1.0;0.0;33.0;38.0;;2.0;14;1.36;0;0;6;2;1;0;0;822;;;1;0;;;https://www.transfermarkt.ch/mario-pejazic/profil/spieler/724062;20230422105850
Österreich;2. Liga;2.Liga;FC Liefering;27.0;Benjamin Atiabou;250000.0;2022-11-17;250000.0;2022-05-25;€;19;178.0;Österreich;rechts;Rechter Verteidiger;CAA Base Ltd;;2021-07-01;;KreuzbandrissRückkehr unbekannt;;Österreich U18;8.0;0.0;25.0;24.0;;2.0;6;1.33;1;0;0;2;2;0;0;529;;;0;0;529;;https://www.transfermarkt.ch/benjamin-atiabou/profil/spieler/655215;20230422105915
Österreich;2. Liga;2.Liga;FC Liefering;24.0;Dario Bijelic;150000.0;2022-11-17;150000.0;2022-07-23;€;18;177.0;Kroatien;rechts;Rechter Verteidiger;;;2022-07-01;2023-06-30;;Kroatien U18;;6.0;0.0;8.0;9.0;;0.0;6;2.17;0;0;4;2;0;0;0;201;;;0;0;;;https://www.transfermarkt.ch/dario-bijelic/profil/spieler/678349;20230422105934
Österreich;2. Liga;2.Liga;FC Liefering;44.0;Mark Gevorgyan;150000.0;2022-11-17;150000.0;2022-11-17;€;17;;Deutschland;rechts;Rechter Verteidiger;Berater bekannt - Spieler unter 18;;2022-07-01;;;;Deutschland U17;5.0;0.0;58.0;55.0;;5.0;15;0.87;1;0;1;4;5;0;0;1188;;;1;0;1188;;https://www.transfermarkt.ch/mark-gevorgyan/profil/spieler/692472;20230422105952
Österreich;2. Liga;2.Liga;FC Liefering;18.0;Daniel Klicnik;75000.0;2022-11-17;125000.0;2022-05-25;€;19;178.0;Österreich;rechts;Rechter Verteidiger;MLG Sports Consulting;adidas;2021-07-01;2023-06-30;PatellasehnenrissRückkehr unbekannt;;Österreich U16;6.0;0.0;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/daniel-klicnik/profil/spieler/527584;20230422110012
Österreich;2. Liga;2.Liga;FC Liefering;10.0;Soumaila Diabate;250000.0;2023-01-02;250000.0;2023-01-02;€;18;168.0;Mali;;Defensives Mittelfeld;BLACKSKILL;;2023-01-02;2027-06-30;;;;;;25.0;28.0;;0.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/soumaila-diabate/profil/spieler/1089004;20230422110026
Österreich;Bundesliga;1.Liga;RB Salzburg;35.0;Lawrence Agyekum;1000000.0;2022-11-17;1000000.0;2022-11-17;€;19;174.0;Ghana;rechts;Zentrales Mittelfeld;Kick&Run;;2022-02-07;2026-06-30;;;;;;15.0;17.0;;0.0;3;2.33;0;0;1;2;1;0;0;197;;;0;0;;;https://www.transfermarkt.ch/lawrence-agyekum/profil/spieler/733410;20230422110051
Österreich;Bundesliga;1.Liga;RB Salzburg;36.0;Justin Omoregie;800000.0;2022-11-10;800000.0;2022-05-25;€;19;191.0;Österreich;links;Zentrales Mittelfeld;MLG Sports Consulting;adidas;2022-07-01;2027-06-30;RückenproblemeRückkehr unbekannt;Österreich U19;;10.0;0.0;;;;;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/justin-omoregie/profil/spieler/581880;20230422110112
Österreich;2. Liga;2.Liga;FC Liefering;22.0;Tolgahan Sahin;300000.0;2022-11-17;300000.0;2021-12-01;€;18;;Österreich;rechts;Zentrales Mittelfeld;HAGMAYR Sportmanagement;Puma;2021-07-01;;;Österreich U19;;2.0;0.0;63.0;61.0;;2.0;20;1.15;0;0;5;7;1;0;0;1306;;;1;0;;;https://www.transfermarkt.ch/tolgahan-sahin/profil/spieler/629037;20230422110125
Österreich;2. Liga;2.Liga;FC Liefering;8.0;Raphael Hofer;250000.0;2022-11-17;250000.0;2022-11-17;€;20;;Österreich;;Zentrales Mittelfeld;More than Sport GmbH;;2021-07-01;2026-06-30;;;;;;71.0;69.0;;14.0;22;1.23;3;0;5;11;3;0;0;1494;;;3;0;498;;https://www.transfermarkt.ch/raphael-hofer/profil/spieler/603953;20230422110141
Österreich;2. Liga;2.Liga;FC Liefering;49.0;Moussa Kounfolo Yeo;250000.0;2022-11-17;250000.0;2022-08-08;€;18;172.0;Mali;rechts;Zentrales Mittelfeld;BLACKSKILL;;2022-08-08;2027-06-30;;;;;;52.0;50.0;;8.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/moussa-kounfolo-yeo/profil/spieler/1041861;20230422110209
Österreich;2. Liga;2.Liga;FC Liefering;21.0;Mohammad Sadeqi;150000.0;2022-11-17;150000.0;2022-11-17;€;19;181.0;Österreich;rechts;Zentrales Mittelfeld;BTFM;;2022-07-01;;Gelbrotsperre - 2. Ligabis 01.05.2023;;;;;17.0;15.0;;2.0;9;1.78;0;0;5;2;1;1;0;317;;;1;0;;;https://www.transfermarkt.ch/mohammad-sadeqi/profil/spieler/610393;20230422110233
Österreich;2. Liga;2.Liga;FC Liefering;35.0;Tim Paumgartner;100000.0;2023-02-24;100000.0;2023-02-24;€;18;;Österreich;;Zentrales Mittelfeld;;;2023-01-01;;;Österreich U18;;6.0;0.0;8.0;14.0;;0.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/tim-paumgartner/profil/spieler/742014;20230422110254
Österreich;2. Liga;2.Liga;FC Liefering;39.0;Alparslan Baran;75000.0;2022-11-17;75000.0;2022-07-02;€;18;180.0;Österreich;links;Zentrales Mittelfeld;HAGMAYR Sportmanagement;adidas;2022-07-01;;;Österreich U18;;9.0;1.0;0.0;0.0;;0.0;1;0.00;0;0;1;0;0;0;0;;;;0;0;;;https://www.transfermarkt.ch/alparslan-baran/profil/spieler/724053;20230422110319
Österreich;Bundesliga;1.Liga;RB Salzburg;8.0;Dijon Kameri;4000000.0;2022-11-10;4000000.0;2022-09-20;€;19;181.0;Österreich;rechts;Offensives Mittelfeld;Key United;Puma;2022-07-01;2026-06-30;;Österreich U21;;2.0;0.0;16.0;10.0;;4.0;6;2.67;1;0;2;4;0;0;0;235;;;1;0;235;;https://www.transfermarkt.ch/dijon-kameri/profil/spieler/629005;20230422110338
Österreich;2. Liga;2.Liga;FC Liefering;29.0;Zeteny Jano;500000.0;2022-11-17;500000.0;2022-11-17;€;18;;Österreich;rechts;Offensives Mittelfeld;;;2022-07-01;;;Österreich U18;;6.0;2.0;50.0;53.0;;19.0;24;1.25;2;0;12;10;4;0;0;1145;;;6;0;573;;https://www.transfermarkt.ch/zeteny-jano/profil/spieler/692474;20230422110355
Österreich;ÖFB Jugendliga U18;Jugendliga;AKA Salzb. U18;;Dominik Lechner;150000.0;2022-11-17;150000.0;2022-09-20;€;18;;Österreich;;Offensives Mittelfeld;Sports360 GmbH;;2021-07-01;;;Österreich U18;;5.0;2.0;25.0;21.0;;4.0;;;;;;;;;;;;;;;;;https://www.transfermarkt.ch/dominik-lechner/profil/spieler/804029;20230422110417
Österreich;Bundesliga;1.Liga;RB Salzburg;19.0;Karim Konaté;4000000.0;2022-11-17;4000000.0;2022-11-17;€;19;178.0;Elfenbeinküste;rechts;Mittelstürmer;VV Consulting;;2022-07-01;2027-06-30;;Elfenbeink. U23;;0.0;0.0;0.0;3.0;;5.0;4;2.00;1;0;4;0;0;0;0;25;;;0;0;25;;https://www.transfermarkt.ch/karim-konate/profil/spieler/847278;20230422110438
Österreich;2. Liga;2.Liga;FC Liefering;37.0;Oumar Diakité;900000.0;2022-11-17;900000.0;2022-11-17;€;19;182.0;Elfenbeinküste;rechts;Mittelstürmer;AD ASTRA SM;;2022-01-13;2026-06-30;;Elfenbeinküste;;0.0;0.0;71.0;69.0;;33.0;19;1.37;8;0;2;7;0;0;0;1500;;;6;2;188;;https://www.transfermarkt.ch/oumar-diakite/profil/spieler/847279;20230422110455
Österreich;2. Liga;2.Liga;FC Liefering;7.0;Elias Havel;300000.0;2022-11-17;400000.0;2021-05-26;€;20;184.0;Österreich;rechts;Mittelstürmer;ROOF;Nike;2021-01-01;;;;Österreich U19;6.0;0.0;46.0;52.0;;19.0;23;1.30;6;0;12;8;3;0;0;1126;;;2;0;188;;https://www.transfermarkt.ch/elias-havel/profil/spieler/566626;20230422110512
Österreich;2. Liga;2.Liga;FC Liefering;9.0;Luka Reischl;300000.0;2022-11-17;650000.0;2020-12-19;€;19;184.0;Österreich;;Mittelstürmer;Key United;Nike;2020-08-01;2026-06-30;;Österreich U19;;3.0;1.0;25.0;28.0;;5.0;16;1.44;0;0;10;5;1;0;0;607;;;2;0;;;https://www.transfermarkt.ch/luka-reischl/profil/spieler/629039;20230422110528
Österreich;2. Liga;2.Liga;FC Liefering;13.0;Marcell Berki;150000.0;2022-11-17;150000.0;2022-07-23;€;18;180.0;Ungarn;rechts;Mittelstürmer;EM Sports Consulting;Nike;2022-07-01;2026-06-30;;Ungarn U19;;4.0;2.0;4.0;6.0;;0.0;7;0.57;0;0;6;1;0;0;0;130;;;0;0;;;https://www.transfermarkt.ch/marcell-berki/profil/spieler/632996;20230422110545
